Char1,Char2,Name1,Name2
Hina,Hatate,엔가쵸,
Hina,Sanae,액막이 부적,
Hina,Yamame,병과 액의 퇴적,
Hina,Parsee,질투하는 신님,
Hina,Komachi,액신님께서 지나가신다,운명의 리버사이드
Hina,Medicine,인형의 마음,인형전선
Hina,Iku,스파이럴 이펙트,
Hina,Yumeko,Misery Dolls,
Nitori,Momiji,산의 요괴 친구,산 위의 쇼기 기사
Nitori,Hatate,완전방수 카메라,
Nitori,Sanae,청류의 목욕재계,
Nitori,Kanako,산의 개발 청부인,
Nitori,Suwako,수생의 임팩트,
Nitori,Yamame,더렵혀지지 않는 강,
Nitori,Parsee,강의 요괴,
Nitori,Satori,물 밑의 트라우마,
Nitori,Utsuho,뉴클리어 웨폰,
Nitori,Kogasa,시리코다마 투수 정면 강습,
Nitori,Murasa,물 밑의 트라우마,
Nitori,Komachi,강물의 흐름처럼,
Nitori,Tenshi,환상향 일기예보,
Nitori,Sunny,광학미채,
Nitori,Yumeko,발키리 스커트,
Nitori,Shinki,무장신키,
Momiji,Aya,영산의 텐구조,비상하는 야마부시
Momiji,Hatate,원시안의 염사,
Momiji,Sanae,영산의 신앙,
Momiji,Kanako,마운틴 울프,
Momiji,Suwako,울프스 레인,
Momiji,Kisume,머티리얼 가드,단단한 방패
Momiji,Orin,캣츠&아이,
Momiji,OrinC,캣츠&아이,
Momiji,Ichirin,운명의 대검,
Momiji,Sho,타이거 & 울프,
Momiji,Byakuren,검랑의 이끎,
Momiji,Eiki,텅 오브 울프,
Momiji,Star,스타 울프,
Momiji,Yumeko,강철의 칼날송곳니,
Aya,Hatate,더블 스포일러,
Aya,Sanae,요괴산의 바람,
Aya,Kanako,역풍의 진격,
Aya,Suwako,개구리를 위하여 바람은 분다,
Aya,Kisume,통장수가 돈을 번다,
Aya,Yugi,오에야마 바람,
Aya,Satori,매크로버스트,
Aya,Utsuho,검은 날개의 요괴,
Aya,Kogasa,호외 서프라이즈,폭풍의 잔
Aya,Ichirin,마하펀치,
Aya,Byakuren,마하라이더,
Aya,Nue,UFO 특집,공포신문
Aya,Komachi,사출의 바람,
Aya,Yuka,꽃에 바람,
Aya,Suika,옛 산의 노장,오늘밤도 입만은 야자타임
Aya,Iku,풍뢰소녀,
Aya,Tenshi,비바람의 질주,
Aya,Akyu,붓은 검보다 강하다,
Aya,Yukari,초고속 스키마,
Hatate,Sanae,요즘 걸즈,
Hatate,Kanako,신앙의 산,꿈의 격식없는 술자리
Hatate,Suwako,신앙의 산,
Hatate,Satori,카메라 샤이 로즈,
Hatate,Koishi,염사의 가시,
Hatate,Ichirin,하이컬러 소녀,
Hatate,Iku,날개옷 혼활 전설,
Sanae,Kanako,모리야의 신풍조,함께 살아가는 바람
Sanae,Suwako,모리야의 혈통조,신위의 혈통
Sanae,Utsuho,대낮의 거성,거대 기뇰의 불
Sanae,Nazrin,쥐를잡자 쥐를잡자,
Sanae,Kogasa,추억의 잃어버린 우산,가지 같은 색의 우산
Sanae,Nue,정체는 에일리언,
Sanae,Suika,오거&오가닉,
Sanae,Tenshi,나기의 무녀,천지인
Kanako,Suwako,스와의 두 신,왕년의 동반자
Kanako,Utsuho,깃들고 깃들여진 신,
Kanako,Byakuren,신불혼효,사업 경쟁자
Kanako,Medicine,뱀의 독,독사의 송곳니
Kanako,Iku,구름을 헤엄치는 큰 뱀,썬더 마운틴
Kanako,Tenshi,천지개벽,
Kanako,Shinki,- 신과 신 -,천지창조
Suwako,Kisume,우물을 떠난 개구리,우물 밖 개구리
Suwako,Parsee,물에 잠긴 쇠바퀴,
Suwako,Utsuho,마그마의 양서류,
Suwako,Kogasa,비를 부르는 청개구리,본체는…?
Suwako,Ichirin,옛 쇠바퀴,오래된 쇠바퀴
Suwako,Medicine,비를 부르는 독개구리,호에이 4년의 독개구리
Suwako,Suika,축제가 좋은 신과 오니,
Suwako,Tenshi,곤을 지배하는 힘,장마의 생활
Suwako,Sunny,초근성 개구리,
Suwako,Shinki,어머니인 신,육아 경험자
Suwako,Yukari,스키마 다이버,
Kisume,Yamame,지저의 입구,환상의 풍혈
Kisume,Parsee,지저의 주민,
Kisume,Yugi,통과 술잔,
Kisume,Orin,관짝수송부대,
Kisume,OrinC,관짝수송부대,
Kisume,Kogasa,백골 우산 돌리기,우산 위의 춤추는 뼈
Kisume,Ichirin,요괴가 불쑥,
Kisume,Tenshi,철벽의 수비,
Yamame,Parsee,봉인당한 요괴들,
Yamame,Yugi,지저의 힘자랑,
Yamame,Satori,핑크 스파이더,
Yamame,Utsuho,쿠로다니 야바메,
Yamame,Nazrin,흑사병,트레져 헌터
Yamame,Ichirin,천망 샌드백,
Yamame,Byakuren,사냥감을 노리는 입문자,
Yamame,Nue,정체불명의 열병,
Yamame,Medicine,독타입,
Yamame,Suika,산의 힘 센 사람,영산의 힘자랑
Parsee,Yugi,오니의 참배,신경써줬으면 해
Parsee,Satori,모두의 마음의 병,
Parsee,Utsuho,젤러시 플레어,
Parsee,Koishi,하트 탄막,몰아의 사랑
Parsee,Nue,비슷한 원전,
Parsee,Medicine,다리 위의 독부,
Parsee,Suika,옛 친구를 향한 질투,
Yugi,Satori,지저의 실력자,
Yugi,Utsuho,지옥의 오니 온천,
Yugi,Ichirin,운거의 철권,땅과 하늘의 철권
Yugi,Byakuren,금강의 권,
Yugi,Nue,괴력난신을 논하지 않는다,
Yugi,Yuka,호방 라일락,화재와 싸움은
Yugi,Suika,힘과 기술의 사천왕,호방뇌락
Yugi,Iku,뇌영의 귀신,금강나선
Yugi,Mima,무법의 제압자,아웃로우
Satori,Orin,나아가는 지령전,우리들은 지금부터
Satori,OrinC,나아가는 지령전,우리들은 지금부터
Satori,Utsuho,희망의 태양,우리들은 지금부터
Satori,Koishi,마음의 꽃,코메이지 자매
Satori,Ichirin,핑크 클라우드,
Satori,Eiki,내일을 향한 한걸음,지옥의 관리자들
Satori,Shinki,마인드크래프트,마음의 생겨남
Orin,Utsuho,지저의 짐승들,흉조는 나를 알고있으니
Orin,Koishi,지령전의 오른팔,우리들은 지금부터
Orin,Ichirin,불꽃의 대륜,
Orin,Murasa,피연못지옥,
Orin,Byakuren,무덤을 노리는 입문자,
Orin,Komachi,영혼과의 이야기꾼,사후의 운반인
Orin,Eiki,고양이 손이라도 빌리고싶어,
Orin,Suika,캣 갈지자걸음,
Orin,Elliy,원피스 드레스,
Orin,Shinki,대부활,
OrinC,Utsuho,지저의 짐승들,흉조는 나를 알고있으니
OrinC,Koishi,지령전의 오른팔,우리들은 지금부터
OrinC,Ichirin,불꽃의 대륜,
OrinC,Murasa,피연못지옥,
OrinC,Byakuren,무덤을 노리는 입문자,
OrinC,Komachi,영혼과의 이야기꾼,사후의 운반인
OrinC,Eiki,고양이 손이라도 빌리고싶어,
OrinC,Suika,캣 갈지자걸음,
OrinC,Elliy,원피스 드레스,
OrinC,Shinki,대부활,
Utsuho,Koishi,서브터레이니언 하트,우츠호의 마음
Utsuho,Murasa,칠성의 국자,
Utsuho,Nue,항성으로부터의 탄막X,
Utsuho,Yuka,태양의 꽃,사이살리스
Utsuho,Suika,연옥의 토식,
Utsuho,Tenshi,열일의 태양,
Utsuho,Sunny,태양이 잔뜩,건강한 해님
UtsuhoB,Koishi,서브터레이니언 하트,우츠호의 마음
UtsuhoB,Murasa,칠성의 국자,
UtsuhoB,Nue,항성으로부터의 탄막X,
UtsuhoB,Yuka,태양의 꽃,사이살리스
UtsuhoB,Suika,연옥의 토식,
UtsuhoB,Tenshi,열일의 태양,
UtsuhoB,Sunny,태양이 잔뜩,건강한 해님
Koishi,Nazrin,리틀 리틀 스톤,
Koishi,Kogasa,포가튼 월드,게릴라 무의식
Koishi,Ichirin,지옥에 한바퀴의 꽃을,
Koishi,Byakuren,공에 다다른 마음,시고 공중무색 무수상행식
Koishi,Nue,에일리언 씨!,인비지블
Koishi,Medicine,이노센트 마인드,
Koishi,Tenshi,무념무상의 경지,
Nazrin,Ichirin,절의 요괴,구름 위 탐색
Nazrin,Murasa,절의 요괴,물밑 쇠스랑
Nazrin,Sho,폐사지의 잔광,비사문의 부하
Kogasa,Ichirin,게릴라 주먹,깜짝 안광 플래시
Kogasa,Murasa,물가의 괴담,
Kogasa,Sho,분실 신고,
Kogasa,Byakuren,원망스러워~,
Kogasa,Nue,우산 아래의 음모,
Kogasa,Komachi,황천중유의 여행길의 우산,
Kogasa,Eiki,게릴라 설교,
Kogasa,Yuka,웃는 얼굴이 무서운 우산,내일도 맑기를
Kogasa,Iku,깜짝 번개,깜짝 라이트닝
Kogasa,Sunny,맑은 날의 우산,
Kogasa,Star,파라솔 스타 페어리,
Kogasa,Luna,달밤의 우산,
Kogasa,Kurumi,배트시터 우산,
Ichirin,Murasa,절의 요괴,반야탕 팬클럽
Ichirin,Sho,참회의 살풍,
Ichirin,Byakuren,철권 비구니,
Ichirin,Nue,다크 클라우드,주먹의 인연
Ichirin,Yuka,여름의 환상태랑,꽃과 아저씨
Ichirin,Suika,연격의 거대요괴,초대형요괴
Ichirin,Iku,대전 뉴도,운해의 요괴
Ichirin,Akyu,함교 크루,함교의 전우
Murasa,Byakuren,물밑을 밝히는 빛,빛의 배
Murasa,Nue,어둠과 물에 잠기다,침몰선의 귀신
Murasa,Komachi,가라앉는 나룻배,편도 배 여행
Murasa,Iku,심해로의 초대,
Murasa,Tenshi,수밀 복숭아,
Murasa,Akyu,함교 크루,
Sho,Byakuren,가득한 법의 빛,
Sho,Eiki,정의의 심판,
Sho,Tenshi,황금의 진원,
Sho,Star,트윙클 스타,
Sho,Luna,사일런트 별,
Sho,Elliy,야~ 금발,
Sho,Shinki,정화의 마,
Byakuren,Nue,요괴와 스님,전설의 비공원반
Byakuren,Yuka,Lotus Land,
Byakuren,Iku,천개돌파,
Byakuren,Star,스타 소드의 호법,
Byakuren,Mima,마법은하계,
Byakuren,Shinki,마신복송,펜팔 친구
Nue,Kurumi,대요괴 쿠루미 짱,
Komachi,Eiki,낙원의 심판조,
Komachi,Iku,잔업은 거절,
Komachi,Tenshi,천무의 나룻배,
Komachi,Elliy,노련한 쌍낫,트윈 데스사이즈
Eiki,Yuka,사계의 순환,
Eiki,Tenshi,노발천을 뚫어라,
Eiki,Akyu,전생의 업,
Medicine,Yuka,바람을 보는 은방울꽃,군영의 초
Medicine,Suika,지효성 독,알코올 중독
Yuka,Sunny,태양의 꽃,
Yuka,Elliy,유카 짱 러브,몽환의 요마
Yuka,Kurumi,유카 짱 러브,책 읽어줘
Yuka,Mima,옛 영마,예로부터의 사자
Suika,Iku,귀룡의 토식,
Suika,Tenshi,가랑비의 강력,
Iku,Tenshi,천공의 주민조,비상천
Iku,Yumeko,소드 피시 댄스,
Sunny,Star,별과 해의 요정,별과 태양의 빛
Sunny,Luna,해와 달의 요정,태양과 달의 빛
Sunny,Elliy,근성 근성 초근성,
Sunny,Kurumi,쿠루밀크,쓴 샌드위치
Star,Luna,달과 별의 요정,달과 별의 빛
Elliy,Kurumi,몽환의 종자조,양손의 꽃
Elliy,Shinki,사랑스러운 엘리,
Akyu,Mima,리인카네이션,
Akyu,Shinki,요악단의 역사,
Mima,Yumeko,WANTED!,구면의 강호
Mima,Shinki,옛 요괴의 대두,
Yumeko,Shinki,마계의 수호자조,미스틱 스퀘어
Patchouli,UtsuhoB,디바인 플레어,
Remilia,UtsuhoB,신인가 악마인가,진 다이나믹 황제
Letty,UtsuhoB,설국의 온천,
Merlin,UtsuhoB,해피 선,태양이 잔뜩
Youmu,UtsuhoB,지옥극락 멜트베기,
Mystia,UtsuhoB,요괴새의 날개치기,가자 새대가리
Marisa,UtsuhoB,항성의 마포,
Udonge,UtsuhoB,붉은색의 눈,
Mokou,UtsuhoB,엽화현란,화염조
Yorihime,UtsuhoB,신들의 그릇,맹렬한 신의 불꽃
Toyohime,UtsuhoB,전설거인의 총,분해의 바람
Nitori,UtsuhoB,뉴클리어 웨폰,
Aya,UtsuhoB,검은 날개의 요괴,
Sanae,UtsuhoB,대낮의 거성,거대 기뇰의 불
Kanako,UtsuhoB,깃들고 깃들여진 신,
Suwako,UtsuhoB,마그마의 양서류,
Yamame,UtsuhoB,쿠로다니 야바메,
Parsee,UtsuhoB,젤러시 플레어,
Yugi,UtsuhoB,지옥의 오니 온천,
Satori,UtsuhoB,희망의 태양,우리들은 지금부터
Orin,UtsuhoB,지저의 짐승들,흉조는 나를 알고있으니
OrinC,UtsuhoB,지저의 짐승들,흉조는 나를 알고있으니
Meko,Meko,메~코,불량품 대책용
Meko,Daiyosei,큐어 머튼,
Meko,Cirno,우리들 천재네!,
Meko,Meiling,메~이링,
Meko,Koakuma,모시겠습니다!,
Meko,Patchouli,대도서관과 양치기,
Meko,Sakuya,양모 메이드,
Meko,Remilia,징기스칸 파티,
Meko,Letty,윈터 심볼,
Meko,Chen,포근포근 코타츠,
Meko,Alice,양털 펠트,
Meko,Lily,노곤한 봄의 늦잠,
Meko,Lyrica,메코 씨의 양,
Meko,Merlin,메코 씨의 양,
Meko,Lunasa,메코 씨의 양,
Meko,Youmu,동방양양몽,
Meko,Ran,양양발호,
Meko,Wriggle,리그울,고치같은 양털
Meko,Mystia,양세기 노래,
Meko,Keine,탄막교실,
Meko,Reimu,양들의 탄막,울렸다-!
Meko,Marisa,병에 담긴 털구슬,
Meko,Tewi,아임 거짓말쟁이,
Meko,Udonge,도망치는 건 부끄럽지만,
Meko,Kaguya,난제 - 자기 전의 세는 양,
Meko,Mokou,몽클몽클,
Meko,Yorihime,트라우마 패닉,양털이 불타버려!
Meko,Toyohime,트라우마 브레이커즈,어라… 친구들이…?
Meko,Reisen,도망치는 건 부끄럽지만,
Meko,Shizuha,가을의 전사 메코,
Meko,Minoriko,가을의 전사 메코,군고구마 좋아
Meko,Nitori,시바텐의 요괴,
Meko,Momiji,흰털의 수인,양과 늑대
Meko,Aya,마하 쉽,
Meko,Hatate,허밋 시프,
Meko,Sanae,환상향의 뉴페이스,
Meko,Kanako,갓 램,마운틴 쉽
Meko,Kisume,키스메~코,
Meko,Yamame,야마메~코,
Meko,Parsee,저주의 양털인형,
Meko,Satori,펫 후보,
Meko,Orin,쉽 프론트 워크,펫 동맹
Meko,Utsuho,목가의 햇살,네버 기브업
Meko,Koishi,메리 씨와 양,
Meko,Nazrin,라무린,
Meko,Kogasa,따뜻한 소녀,
Meko,Ichirin,싸우는 양떼구름,
Meko,Murasa,고잉 메리 씨,
Meko,Sho,양질호피,
Meko,Byakuren,수련꽃,
Meko,Nue,거짓의 검은 양,
Meko,Komachi,영면으로의 초대,
Meko,Medicine,레플리칸트,
Meko,Iku,정전기,내 전격은 우주제일
Meko,Sunny,햇볕 쬐기,
Meko,Star,기척에 민감,
Meko,Luna,양들의 침묵,
Meko,Elliy,에리 씨의 양,
Meko,Kurumi,아이챌린지!,
Meko,Akyu,양피지에 새겨지는 기억,
Meko,Suika,램×주,
Meko,Yumeko,유메~코,
Meko,Tensoku,로봇은 세는 양의 꿈을 꾸는가?,
Meko,Makura,끝에서의 한걸음,재방문의 꿈자리
Makura,Rumia,꿈먹기,
Makura,Daiyosei,큐어 드림,
Makura,Cirno,얼음베개,
Makura,Meiling,화상몽갈,꿈지기
Makura,Koakuma,몽마 견습,서큐버스!?
Makura,Remilia,환상향 나이트메어,붉음보다 붉은 꿈
Makura,Flan,포비든 드림,
Makura,Letty,한파와 코타츠,링거링 드림
Makura,Alice,친절한 동반자,잠자다 깨어난 인형
Makura,Lily,봄의 꿈,영원의 춘몽
Makura,Lyrica,소리의 꿈,Dreams
Makura,Merlin,졸음의 꿈,
Makura,Lunasa,우울의 꿈,
Makura,Yuyuko,화서의 꿈,개스틀리 드림
Makura,Yukari,침석수류,뷰티풀 드리머
Makura,Ran,대륙에서 온 요괴,남색의 수몽
Makura,Wriggle,꿈벌레,꿈을 먹는 벌레
Makura,Mystia,침구 a song,
Makura,Keine,인간을 사모하는 요괴,
Makura,Reimu,몽상의 인요,
Makura,Marisa,꿈빛 마스터 스파크,훔칠수 없는 꿈
Makura,Udonge,영화지몽,풍광의 꿈
Makura,Eirin,불변을 원하는 자,호접몽환
Makura,Kaguya,꿈빛 고향,
Makura,Yorihime,제4괴안통로,
Makura,Toyohime,제4괴안통로,
Makura,Reisen,환상소녀 온 더 문,
Makura,Shizuha,수면의 가을,
Makura,Minoriko,수면의 가을,풍요의 꿈
Makura,Hina,사람이 그리운 신님,
Makura,Nitori,몽위과학세기,
Makura,Sanae,환상향의 뉴페이스,
Makura,Kanako,흘러들어온 신들,
Makura,Suwako,흘러들어온 신들,
Makura,Koishi,태아의 꿈,꿈자리에 조상님 총기립
Makura,Nazrin,꿈나라의 앨리스,
Makura,Byakuren,성인유몽,
Makura,Nue,헤이안쿄의 악몽,
Makura,Yuka,유몽,꽃과 꿈
Makura,Tenshi,무념몽상의 경지,
Makura,Iku,아가씨즈,
Makura,Sunny,꿈빛 체이스,
Makura,Star,꿈빛 체이스,
Makura,Luna,꿈빛 체이스,
Makura,Kurumi,잘자 쿠루미 짱,
Makura,Akyu,명석몽,
Makura,Mima,스트레인져스,몽시공
Makura,Suika,취생몽생,
Makura,Shinki,사랑을 외치는 신,몽상가
