Type,ID,Open0R,Open1R,Open2R,Open0M,Open1M,Open2M,Name,Title,Ability,Appearance,採用
1,MADARA,40,40,40,37,37,37,[ほたる:1]蛍,,,『東方永夜抄』他,1
1,MAKAI,68,68,68,68,68,68,[まかい:2]魔界,,,『東方靈異伝』他,1
1,MAJIN,68,68,68,68,68,68,[まじんきょうかん:4]魔人経巻,,,『東方求聞口授』他,1
1,MASPA,40,40,40,4,4,4,マスタースパーク,,,『東方紅魔郷』他,1
1,MAHOU,3,3,3,1,1,1,[まほうつか:3]魔法使い,,,『東方紅魔郷』他,1
1,MAHOUMORI,3,3,3,1,1,1,[まほう:2]魔法の[もり:1]森,,,『東方萃夢想』他,1
1,MAYOI,18,18,18,38,38,38,[まよ:1]迷いの[ちくりん:2]竹林,,,『東方永夜抄』他,1
1,MALICE,40,40,40,39,39,39,マリス[ほう:1]砲,,,『東方永夜抄』,1
1,YATAI,37,37,37,44,44,44,ミスティアの[やたい:2]屋台,,,『東方文花帖』他,1
1,MINI,35,35,35,4,4,4,ミニ[はっけろ:3]八卦炉,,,『東方香霖堂』他,1
1,MYOURENJI,68,68,68,68,68,68,[みょうれんじ:3]命蓮寺,,,『東方星蓮船』他,1
1,BAZAAR,58,58,58,58,58,58,[みらい:2]未来[すいよう:2]水妖バザー,,,『東方非想天則』,1
1,MUEN,59,59,59,59,59,59,[むえんづか:3]無縁塚,,,『東方花映塚』他,1
1,MUSOU,49,49,49,49,49,49,[むそうてんせい:4]夢想天生,,,『東方永夜抄』他,1
1,MUGENKAN,71,71,71,71,71,71,[む:1]夢[げんかん:2]幻館,,,『東方幻想郷』,1
1,MUGENSEKAI,77,77,77,77,77,77,[むげんせかい:4]夢幻世界,,,『東方幻想郷』,1
1,MUMYOU,60,60,60,60,60,60,[むみょう:2]無名の[おか:1]丘,,,『東方花映塚』他,1
1,MEIKAI,32,32,32,32,32,32,[めいかい:2]冥界,,,『東方妖々夢』他,1
1,MORIYA,22,22,22,22,22,22,[もりやじんじゃ:4]守矢神社,,,『東方風神録』他,1
1,YATSUME,37,37,37,40,40,40,[や:1]焼きヤツメウナギ,,,『東方文花帖』他,1
1,YATAGARASU,55,55,55,55,55,55,ヤタガラス,,,『東方地霊殿』他,1
1,YUMEI,32,32,32,32,32,32,[ゆうめい:2]幽明[けっかい:2]結界,,,『東方妖々夢』他,1
1,YUME,77,77,77,77,77,77,[ゆめ:1]夢の[いへん:2]異変,,,さんぼん堂オリジナル,1
1,YOKAI,17,17,17,17,17,17,[ようかい:2]妖怪の[やま:1]山,,,『東方風神録』他,1
1,YOUSEI,1,1,1,2,2,2,[ようせい:2]妖精,,,『東方紅魔郷』他,1
1,LIVE,30,30,30,30,30,30,ライブチケット,,,『東方求聞史紀』他,1
1,ROSE_COOKIE,64,64,64,64,64,64,ローズクッキー,,,さんぼん堂オリジナル,1
1,ROKANKEN,2,2,2,6,6,6,[ろうかんけん:3]楼観剣,,,『東方妖々夢』他,1
