ID,再生するファイル,Name,Name_Orig,From,By,Arrange,Sel,採用
bgm_battle_Kurumi,bgm_battle_Kurumi,홍의 음소 호수에 떠오르니~홍향곡,홍향곡 ~ Scarlet Phoneme/기타,동방환상향 ~ Lotus Land Story,ZUN,Ibiza,1,1
bgm_battle_Yuka2,bgm_battle_Yuka2,절망의 꽃을 피워봅시다~잠자는 공포,잠자는 공포 ~ Sleeping Terror,동방환상향 ~ Lotus Land Story,ZUN,Ibiza,1,1
bgm_weapon_Yuka_Maspa,bgm_weapon_Yuka_Maspa,화조풍월 소풍농월~금석환상향,금석환상향 ~ Flower Land,동방화영총 ~ Phantasmagoria of Flower View.,ZUN,Ibiza,0,1
bgm_battle_Yuka,bgm_battle_Yuka,계절의 끝을 알리는 꽃(Ver.영)~앵화지연총,앵화지연총 ~ Japanese Flower,봉래인형 ~ Dolls in Pseudo Paradise,ZUN,Ibiza,1,1
bgm_battle_Yukachan,bgm_battle_Yukachan,As a flower~유몽,유몽 ~ Inanimate Dream,동방환상향 ~ Lotus Land Story,ZUN,cobu,1,1
bgm_battle_Yumeko,bgm_battle_Yumeko,사랑과 연민의 소드 댄스~가엾은 인형,가엾은 인형 ~ Doll of Misery,동방괴기담 ~ Mystic Square,ZUN,cobu,1,1
bgm_battle_Shinki,bgm_battle_Shinki,Ain Soph Aur~신화환상,신화환상 ~ Infinite Being,동방괴기담 ~ Mystic Square,ZUN,Ibiza,1,1
bgm_battle_Akyu,bgm_battle_Akyu,붓을 든 소녀는 역사를 편찬한다~재패니즈 사가,재패니즈 사가,동방구문사기 ~ Perfect Memento in Strict Sense.,ZUN,Ibiza,1,1
bgm_battle_Yorihime,bgm_battle_Yorihime,LUNATIC GUARDIAN~와타츠키의 스펠카드,와타츠키의 스펠카드 ~ Lunatic Blue,동방맹월초 ~ Silent Sinner in Blue.,ZUN,cobu,1,1
bgm_battle_Toyohime,bgm_battle_Toyohime,LUNATIC ELEGANCE~와타츠키의 스펠카드,와타츠키의 스펠카드 ~ Lunatic Blue,동방맹월초 ~ Silent Sinner in Blue.,ZUN,cobu,1,1
bgm_battle_Reisen,bgm_battle_Reisen,변화와 불변의 제로 파이터~휠체어의 미래우주,휠체어의 미래우주,대공마술 ~ Magical Astronomy,ZUN,Ibiza,1,1
bgm_battle_Onamazu,bgm_battle_Onamazu,미지의 무언가의 대진격~언노운X,언노운X ~ Unfound Adventure,동방비상천칙 ~ 초대형 기뇰의 수수께끼를 쫓아서,ZUN,Ibiza,1,1
bgm_battle_Meko,bgm_battle_Meko,병에 담긴 새끼 양~Fall Asleep,산본당 오리지널,산본당 오리지널,Ibiza,Ibiza,1,1
bgm_battle_Meko2,bgm_battle_Meko2,디스페어 쉽~병에 담긴 새끼 양,병에 담긴 새끼 양~Fall Asleep,산본당 오리지널,Ibiza,Ibiza,1,1
bgm_battle_Makura,bgm_battle_Makura,Dreaming Beauty~꿈을 꾸는 아름다움,산본당 오리지널,산본당 오리지널,cobu,cobu,1,1
bgm_battle_Makura2,bgm_battle_Makura2,Awaking Beauty~깨어나는 아름다움,Dreaming Beauty ~꿈을 꾸는 아름다움,산본당 오리지널,cobu,cobu,1,1
bgm_battle_MekoK,bgm_battle_MekoK,졸음의 해후~Another Sheep,산본당 오리지널,산본당 오리지널,Ibiza,Ibiza,0,1
bgm_battle_Shitone,bgm_battle_Shitone,낯선 흑색~Blacked out,산본당 오리지널,산본당 오리지널,cobu,cobu,0,1
bgm_battle_Shitone2,bgm_battle_Shitone2,비웃는 흑색~face your black,낯선 흑색~Blacked out,산본당 오리지널,cobu,cobu,0,1
bgm_pp_dendera,bgm_pp_dendera,환상향의 내일을 위해~밤의 덴데라노를 가다,밤의 덴데라노를 가다,렌다이노 야행 ~ Ghostly Field Club,ZUN,Ibiza,0,1
bgm_pp_greenwich,bgm_pp_greenwich,전장의 그리니치~천공의 그리니치,천공의 그리니치,대공마술 ~ Magical Astronomy,ZUN,cobu,0,1
bgm_pp_renmery,bgm_pp_renmery,월하요란~달의 요조 요괴고양이의 환상,달의 요조 요괴고양이의 환상,렌다이노 야행 ~ Ghostly Field Club,ZUN,Ibiza,0,1
bgm_pp_pinch,bgm_pp_pinch,소녀여 수라를 넘어라~꿈과 현실의 경계,꿈과 현실의 경계,몽위과학세기 ~ Changeability of Strange Dream,ZUN,Ibiza,0,1
bgm_pp_pcomes,bgm_pp_pcomes,환상소녀등장!~소녀비봉구락부,소녀비봉구락부,렌다이노 야행 ~ Ghostly Field Club,ZUN,cobu,0,1
bgm_pp_kasho,bgm_pp_kasho,고요한 화서의 나라~화서의 꿈,화서의 꿈,몽위과학세기 ~ Changeability of Strange Dream,ZUN,cobu,0,1
bgm_pp_circus,bgm_pp_circus,무해한 기괴~서커스 레버리,서커스 레버리,봉래인형 ~ Dolls in Pseudo Paradise,ZUN,Ibiza,0,1
bgm_pp_toroya,bgm_pp_toroya,암중모색에서 구한 빛~트로이군의 밀림,트로이군의 밀림,토리후네 유적 ~ Trojan Green Asteroid,ZUN,Ibiza,0,1
bgm_ep_cafe,bgm_ep_cafe,탄막 카페테라스~위성 카페테라스,위성 카페테라스,대공마술 ~ Magical Astronomy,ZUN,cobu,0,1
bgm_ep_eiya,bgm_ep_eiya,악령들의 침공~영야의 대가,영야의 대가 ~ Imperishable Night,동방영야초 ~ Imperishable Night.,ZUN,cobu,0,1
bgm_ep_ecomes,bgm_ep_ecomes,증원-미움받는 요괴들의 테마~소녀 사토리,소녀 사토리 ~ 3rd eye,동방지령전 ~ Subterranean Animism.,ZUN,Ibiza,0,1
bgm_ep_53min,bgm_ep_53min,정지된 시간 속에서~53분간의 푸른 바다,53분간의 푸른 바다,묘유동해도 ~ Retrospective 53 minutes,ZUN,cobu,0,1
bgm_pp_tepes,bgm_pp_tepes,SCARLET PRESSURE~체페슈의 어린 후예,체페슈의 어린 후예/죽은 왕녀를 위한 셉텟/기타,동방홍마향 ~ the Embodiment of Scarlet Devil.,ZUN,cobu,0,1
bgm_pp_kurenai,bgm_pp_kurenai,홍의 혼~붉음보다 붉은 꿈,붉음보다 붉은 꿈/기타,동방홍마향 ~ the Embodiment of Scarlet Devil.,ZUN,cobu,0,1
bgm_pp_Kanako,bgm_pp_Kanako,역풍의 진격~기둥의 묘지,기둥의 묘지 ~ Grave of Being,동방풍신록 ~ Mountain of Faith.,ZUN,Ibiza,0,1
bgm_ep_Kanako,bgm_ep_Kanako,군신들의 발소리~기둥의 묘지,기둥의 묘지 ~ Grave of Being,동방풍신록 ~ Mountain of Faith.,ZUN,Ibiza,0,1
bgm_pp_truth,bgm_pp_truth,벚꽃현란~얼티메이트 트루스,얼티메이트 트루스,동방요요몽 ~ Perfect Cherry Blossom.,ZUN,Ibiza,0,1
bgm_pp_ayakashi,bgm_pp_ayakashi,요의 봄의 아름다움~요요몽,요요몽 ~ Snow or Cherry Petal/기타,동방요요몽 ~ Perfect Cherry Blossom.,ZUN,cobu,0,1
bgm_pp_mukui,bgm_pp_mukui,한밤중의 별바람~영야의 대가,영야의 대가 ~ Imperishable Night.,동방영야초 ~ Imperishable Night.,ZUN,Ibiza,0,1
bgm_pp_michi,bgm_pp_michi,밤길로 돌아오기 위해~미지의 꽃 매지의 여행,미지의 꽃 매지의 여행,미지의 꽃 매지의 여행,ZUN,Ibiza,0,1
bgm_pp_tokoshie,bgm_pp_tokoshie,저 편의 영원에서~영야초,영야초 ~ Eastern Night./기타,동방영야초 ~ Imperishable Night.,ZUN,Ibiza,0,1
bgm_pp_getsumen,bgm_pp_getsumen,수많은 별들을 업고~월면투어에 어서오세요,월면투어에 어서오세요,대공마술 ~ Magical Astronomy,ZUN,Ibiza,0,1
bgm_pp_mantle,bgm_pp_mantle,HELL'S MANTLE~업화 맨틀,업화 맨틀,동방지령전 ~ Subterranean Animism.,ZUN,cobu,0,1
bgm_pp_lastremote,bgm_pp_lastremote,회신~라스트 리모트,라스트 리모트,동방지령전 ~ Subterranean Animism.,ZUN,cobu,0,1
bgm_pp_agartha,bgm_pp_agartha,아가르타에 가는 자들~아가르타의 바람,아가르타의 바람,이자나기 물질 ~ Neo-traditionalism of Japan.,ZUN,cobu,0,1
bgm_pp_mugen01,bgm_pp_mugen01,face to heart~무간의 종,무간의 종 ~ Infinite Nightmare,더블 스포일러 ~ 동방문화첩,ZUN,cobu,0,1
bgm_pp_mugen02,bgm_pp_mugen02,지 interlude~하르트만의 요괴소녀,하르트만의 요괴소녀,동방지령전 ~ Subterranean Animism.,ZUN,cobu,0,1
bgm_pp_makai,bgm_pp_makai,어머니가 엮은 세계~이상한 나라의 앨리스,이상한 나라의 앨리스,동방괴기담 ~ Mystic Square,ZUN,cobu,0,1
bgm_pp_hokkai,bgm_pp_hokkai,GET SAINT BACK~법계의 불,법계의 불,동방성련선 ~ Undefined Fantastic Object.,ZUN,cobu,0,1
bgm_pp_izanagi,bgm_pp_izanagi,아득한 몽환세계로~이자나기 오브젝트,이자나기 오브젝트,이자나기 물질 ~ Neo-traditionalism of Japan.,ZUN,Ibiza,0,1
bgm_pp_kikai,bgm_pp_kikai,가라앉는 문명~환상기계,환상기계 ~ Phantom Factory,몽위과학세기 ~ Changeability of Strange Dream,ZUN,Ibiza,0,1
bgm_pp_jujigun,bgm_pp_jujigun,트릭 유어 드림~마법소녀십자군,마법소녀십자군,렌다이노 야행 ~ Ghostly Field Club,ZUN,Ibiza,0,1
bgm_pp_Yukachan,bgm_pp_Yukachan,사계의 생명이 모이는 장소~Dream Land,Dream Land,동방환상향 ~ Lotus Land Story,ZUN,Ibiza,0,1
bgm_pp_warabe,bgm_pp_warabe,갈라지는 꿈의 끝자락~동제,동제 ~ Innocent Treasures,몽위과학세기 ~ Changeability of Strange Dream,ZUN,Ibiza,0,1
bgm_pp_GSW,bgm_pp_GSW,환상소녀대전 -Dreams-,요요몽 ~ Snow or Cherry Petal,동방요요몽 ~ Perfect Cherry Blossom.,ZUN,Ibiza,0,1
bgm_pp_gfree,bgm_pp_gfree,EX［hi］Re:Vision~G Free,G Free,대공마술 ~ Magical Astronomy,ZUN,Ibiza,0,1
bgm_pp_final,bgm_pp_final,끝 너머를 그리는 꿈~Dawn of Hope,산본당 오리지널,산본당 오리지널,Ibiza,Ibiza,0,1
bgm_pp_enigma,bgm_pp_enigma,맞이하는 꿈과 내일로 이어지는 인연~에니그마틱 인형,에니그마틱 인형/그 외 다수,봉래인형 ~ Dolls in Pseudo Paradise,ZUN (Ibiza & cobu),Ibiza,0,1
bgm_gen_intermission,bgm_gen_intermission,다가올 놀이에 대비하여~봉래전설,봉래전설/기타,봉래인형 ~ Dolls in Pseudo Paradise,ZUN,Ibiza,0,1
bgm_gen_intermission2,bgm_gen_intermission2,새로운 시대의 놀이에 대비하여~봉래전설,봉래전설/기타,봉래인형 ~ Dolls in Pseudo Paradise,ZUN,Ibiza,0,1
bgm_gen_Mekoroom,bgm_gen_Mekoroom,축복의 브러싱~병에 담긴 새끼 양,병에 담긴 새끼 양~Fall Asleep,산본당 오리지널,Ibiza,Ibiza,0,1
bgm_talk_aoki,bgm_talk_aoki,일상과 비일상의 경계~아오키가하라의 전설,아오키가하라의 전설,묘유동해도 ~ Retrospective 53 minutes,ZUN,Ibiza,0,1
bgm_talk_ningyo,bgm_talk_ningyo,작전 세우나요?~인형의 숲,인형의 숲,봉래인형 ~ Dolls in Pseudo Paradise,ZUN,cobu,0,1
bgm_talk_gag,bgm_talk_gag,비밀의 미션!~갑론을박,갑론을박/기타,동방비상천 ~ Scarlet Weather Rhapsody.,ZUN/아키야마 우니,Ibiza,0,1
bgm_talk_emergency,bgm_talk_emergency,급습-다가오는 위기~영지의 태양신앙,영지의 태양신앙 ~ Nuclear Fusion,동방지령전 ~ Subterranean Animism.,ZUN,Ibiza,0,1
bgm_talk_unknown,bgm_talk_unknown,뻔히 보이는 적은 동료인가~마술사 메리,마술사 메리,렌다이노 야행 ~ Ghostly Field Club,ZUN,Ibiza,0,1
bgm_talk_kaikidan,bgm_talk_kaikidan,괴기는 웃는다~동방괴기담,동방괴기담,봉래인형 ~ Dolls in Pseudo Paradise,ZUN,cobu,0,1
bgm_talk_inishie,bgm_talk_inishie,암운~오래된 명계사,오래된 명계사,렌다이노 야행 ~ Ghostly Field Club,ZUN,cobu,0,1
bgm_talk_hiroshige,bgm_talk_hiroshige,그의 꿈은 여기에~히로시게 36호,히로시게 36호 ~ Neo Super-Express,묘유동해도 ~ Retrospective 53 minutes,ZUN,cobu,0,1
bgm_talk_kagaku,bgm_talk_kagaku,결의를 가슴에~과학세기의 소년소녀,과학세기의 소년소녀,몽위과학세기 ~ Changeability of Strange Dream,ZUN,cobu,0,1
bgm_talk_yozakura,bgm_talk_yozakura,연한 색의 속삭임~사령의 밤 벚꽃놀이,사령의 밤 벚꽃놀이,동방신령묘 ~ Ten Desires.,ZUN,cobu,0,1
bgm_talk_yuutsu2,bgm_talk_yuutsu2,소원의 별의 밤~마법사의 우울,마법사의 우울,The Grimoire of Marisa,ZUN,cobu,0,1
bgm_talk_soratoumi,bgm_talk_soratoumi,그 잊을 수 없는 영원의 날들~가장 맑은 하늘과 바다,가장 맑은 하늘과 바다,묘유동해도 ~ Retrospective 53 minutes,ZUN,cobu,0,1
bgm_talk_flanhelp3,bgm_talk_flanhelp3,Flanhelp Op.1-496~U.N.오웬은 그녀인가?,U.N.오웬은 그녀인가?/기타,동방홍마향 ~ the Embodiment of Scarlet Devil.,ZUN,cobu,0,1
bgm_talk_heartfelt,bgm_talk_heartfelt,Heart fault~하트펠트 팬시,하트펠트 팬시,동방지령전 ~ Subterranean Animism.,ZUN,cobu,0,1
bgm_talk_korekara,bgm_talk_korekara,우리들은 지금부터 on piano~폐옥 럴러바이,폐옥 럴러바이 외 2곡,동방지령전 ~ Subterranean Animism.,ZUN,cobu,0,1
bgm_talk_potion,bgm_talk_potion,환상소녀대전대~Witch of Love Potion,Witch of Love Potion,봉래인형 ~ Dolls in Pseudo Paradise,ZUN,cobu,0,1
bgm_talk_dream,bgm_talk_dream,양들이 꾸는 꿈~Labyrinth of Nightmare,산본당 오리지널,산본당 오리지널,Ibiza,Ibiza,0,1
bgm_talk_yokoku,bgm_talk_yokoku,환상소녀대전(예고Ver)~요요몽,요요몽 ~ Snow or Cherry Petal,동방요요몽 ~ Perfect Cherry Blossom.,ZUN,Ibiza,0,1
bgm_gen_ED01,bgm_gen_ED01,붉은 감정의 바다의 물결~붉음보다 덧없는 영원,붉음보다 덧없는 영원,동방홍마향 ~ the Embodiment of Scarlet Devil.,ZUN,Ibiza,0,1
bgm_gen_staffroll01,bgm_gen_staffroll01,안개가 걷힌 이 푸른 하늘 저편에~붉은 누각,붉은 누각 ~ Eastern Dream...,동방홍마향 ~ the Embodiment of Scarlet Devil.,ZUN,Ibiza,0,1
bgm_gen_ED_Sakuya,bgm_gen_ED_Sakuya,열린 감옥문과 마음~플라워링 나이트,플라워링 나이트,동방화영총 ~ Phantasmagoria of Flower View.,ZUN,cobu,0,1
bgm_gen_ED02,bgm_gen_ED02,요에 잠든 꿈의 끝과 시작~봄바람의 꿈,봄바람의 꿈/기타,동방요요몽 ~ Perfect Cherry Blossom.,ZUN,Ibiza,0,1
bgm_gen_staffroll02,bgm_gen_staffroll02,찾아온 봄은 벚꽃색 바람에 날려~사쿠라 사쿠라,사쿠라 사쿠라 ~ Japanize Dream.../기타,동방요요몽 ~ Perfect Cherry Blossom. 기타,ZUN,Ibiza,0,1
bgm_gen_ED03,bgm_gen_ED03,보라색에 교차하는 경치~달맞이꽃,달맞이꽃,동방영야초 ~ Imperishable Night.,ZUN,Ibiza,0,1
bgm_gen_staffroll03,bgm_gen_staffroll03,끝없는 허공을 올려다보다~유현의 단풍나무/에너지 여명,유현의 단풍나무/에너지 여명,동방영야초 ~ Imperishable Night.,ZUN,Ibiza,0,1
bgm_gen_ED04,bgm_gen_ED04,그리고 환상의 꽃은 피어난다~꽃은 환상대로,꽃은 환상대로,동방화영총 ~ Phantasmagoria of Flower View.,ZUN,Ibiza,0,1
bgm_gen_staffroll04,bgm_gen_staffroll04,각성~동제,동제 ~ Innocent Treasures,몽위과학세기 ~ Changeability of Strange Dream,ZUN,cobu,0,1
bgm_gen_staffroll_Meko,bgm_gen_staffroll_Meko,메코 소니얀드(Short),병에 담긴 새끼 양~Fall Asleep,산본당 오리지널,Ibiza,cobu,0,1
