種別,ID,EF,NAME,Icon,最大LV,VAL1,VAL2,VAL3,COUNT,TARGET,Text,PP,PP_INCR
2,IMO+,IMO+,황금의 맛,Cure,0,,,,,,미노리코가 출격하고 있으면 아이템 「군고구마」등의효과가 업.,0,0
2,PAIR+_MINORIKO,PAIR+,두 가을,Light,3,|Shizuha/|Shizuha/|Shizuha/|,|1|2|3|,,,,시즈하와 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.,0,0
2,AKI_MINORIKO,AKI2,자매합체,Light,0,,,,,,시즈하와 페어일때 \n시즈하가 대상인 효과와 자신의 정신커맨드가 페어전체에 작용한다.\n효과는 출격후에발동.,0,0
2,SABI,NO_POWER,풍취,Debuf,0,|1|,|NO_POWER|,,|3|,SELF_ENEMY,다음 공격에 「전투로인한 파워변동을 1턴봉인」의\n추가효과를 부여.(<COUNT>회 사용가능),0,0
2,SUP+_SHIZUHA,SUP+,좋은언니,Hit,0,|25|,|,,,,원호공격 과 지원공격의주는 데미지 + <VAL1>%.\n스킬 「지원강화」등과 효과는 중첩된다.,0,0
2,POW+_SATTACK_SHIZUHA,POW+_SATTACK,황금의 가을,Power,0,|10|,,,,,원호공격을 할때마다 자신의파워가 <VAL1>상승한다.,0,0
2,PAIR+_SHIZUHA,PAIR+,두 가을,Light,3,|Minoriko/|Minoriko/|Minoriko/|,|1|2|3|,,,,미노리코와 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.,0,0
2,AKI_SHIZUHA,AKI2,자매합체,Light,0,,,,,,미노리코와 페어일때 \n시즈하가 대상인 효과와 자신의 정신커맨드가 페어전체에 작용한다.\n효과는 출격후에발동.,0,0
2,BAD_FORTUNE,NO_PROB,배드포츈,Debuf,0,|1|,|NO_PROB|,,|3|,SELF_ENEMY,다음 공격에 「확률발동효과를1턴봉인」의 추가효과를 부여.\n 「카운터」이외의 발동을 봉인한다.(<COUNT>회 사용가능),0,0
2,SPIN,SPIN,회전가속,Light,2,|30|50|,|3|5|,,,,이동거리에 따라 운동성과 무기의공격력과 크리티컬 확률 보정.,0,0
2,YAKU_FLOW,ALL_CRT,액 흘리기,Debuf,0,|1|,|ALL_CRT|,,|2|,SELF_ENEMY,다음 공격에 「피탄시크리티컬」의 추가효과를 부여.(<COUNT>회 사용가능),0,0
2,SGUARD_HINA,SGUARD_HINA,대역 히나,Buf,0,,,,|2|,UNIT_PLAYER,현재 위치나 스킬 「원호방어」의유무에 상관없이 지정한 유닛의 원호방어에 들어간다.\n발동시 히나는 전위일 필요가 있다.(<COUNT>회 사용가능),0,0
2,FUKOU,DAM+_SPIRIT_SUB,비신흘리기 히나,Damage,0,|SUTEMI|,|250|,,,,정신커맨드 「몸버리기」를 사용했을때의 데미지배율이 2.5배가 된다.,0,0
2,SANAE,SANAE,현인신,Light,3,|1|1.5|2|,|2|3|4|,,,,전투등으로 얻는 신앙 게이지 상승량 + <VAL1>.,0,0
2,SP_COST-_SANAE,SP_COST-,기적의 소녀,Light,0,|기적|,|80|,,,,정신커맨드 「<VAL1>」의 소비SP가 <VAL2>이 된다.,0,0
2,MAX_GOD,MAX_GOD,맥스갓,Light,0,,,,,,신앙 게이지가 MAX에 도달하면 추가 보정이 발생하고 \n신앙 게이지가 감소하지 않는다.,0,0
2,PAIRFROM+_SANAE,PAIR+,천지여 사람이여,Light,3,|Kanako/Suwako/|Kanako/Suwako/|Kanako/Suwako/|,|1|2|3|,,,,카나코나 스와코와 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정. 효과는 레벨에 의존.\n또한 카나코와 스와코의 행동으로도 신앙 게이지가 변화한다.,0,0
2,FINALMAXGOD,FINALMAXGOD,파이널 맥스갓,Light,0,,,,,,신앙 게이지의 최대치가 200이 되고 MAX에 도달하면\n스킬 「맥스갓」이상의 보정이 발생한다.,0,0
2,SANAESAN,SANAESAN,기적의 현인신,Light,0,,,,,,출격시의 신앙 게이지가 MAX가 된다.,0,0
2,MPOWER,SIZE+,미싱 파워,Damage,0,|LL|,,,|3|,SELF_PLAYER,1턴 동안 사이즈가 <VAL1>이 된다.(<COUNT>회 사용가능)\n효과중 공격력 사정 장갑이 상승한다.,0,0
2,SHUCHU,NUMUC+,술벌레,Light,0,|COMMAND_SUIKA|,|1|,,,,고유커맨드 「이부키효」를 사용 가능한 횟수 + 1.,0,0
2,WEP+_ETC_SUIKA,WEP+_ETC,빽빽함의 힘,Hit,0,|30|,|0|,,,,모든 무기의 명중률과크리티컬 확률 + <VAL1>%.,0,0
2,WEP+_ALL_SUIKA,WEP+_ALL,성김의 힘,Damage,0,|150|,|1|,,,,모든 무기의 공격력 + <VAL1> 사정 + <VAL2>.,0,0
2,MPPOWER,SIZE+,미싱 퍼플 파워,Damage,0,|3L|,,,|2|,SELF_PLAYER,1턴 동안 사이즈가 <VAL1>이 된다.(<COUNT>회 사용가능)\n효과중 공격력 사정 장갑이상승한다.,0,0
2,KANPA,PRY-,한파,ZOC,3,|6|6|6|,|10|20|30|,,,RANGE_ENEMY,거리 <VAL1>칸의적유닛의회피율 - <VAL2>%.,0,0
2,DAIKANPA,DAIKANPA,대한파,Debuf,2,|20|30|,|PRY-|PRY-|,,|1|3|,SELF_PLAYER,모든 적유닛에 「회피율 - <VAL1>%」의효과를 부여.(<COUNT>회 사용가능),0,0
2,BUTOU,BUTOU,눈의 무도,Light,0,|45|,|1|,,,,운동성 + <VAL1> 모든 무기의 사정 + <VAL2>.,0,0
2,ADD_STATE_LETTY,ADD_STATE,크리스탈 라이즈,Light,0,|0|,|NO_CATK|,,|3|,SELF_PLAYER,1턴 동안 적유닛에게 반격을 받지 않는다.\n 「카운터」발동시 적유닛의 반격을 무효화한다.(<COUNT>회 사용가능)\n특수능력 「특수내성」을 가진 적유닛에겐 무효.,0,0
2,FUJIN,FUJIN,풍신소녀,Dodge,2,|15|15|,|1|2|,,|,,파워 120 이상일 때 이동력 + <VAL2> 회피율 + <VAL1>%.,0,0
2,OIKAZE,ADD_SPIRIT,쫓는바람,Buf,0,|가속|,|0|,,|2|,UNIT_PLAYER,지정한 아군유닛에 정신커맨드 「<VAL1>」의효과.(<COUNT>회 사용가능),0,0
2,SUPERFAST,SUPERFAST,초곡싱동,Move,0,|5|,|0|,,|1|,SELF_PLAYER,한번만 이동력 + <VAL1>.\n효과는 정신커맨드 「가속」과 중첩된다.(<COUNT>회 사용가능),0,0
2,BUL-_MOV_AYA,BUL-_MOV_AYA,탄막돌파,Move,0,,,,|2|,SELF_PLAYER,한번만 탄막으로인한 이동감소효과를 받지않는다.(<COUNT>회 사용가능),0,0
2,WEP+_AYA,WEP+_COMPAT,무쌍풍신,Damage,0,|400|,|3|,,,,무기 「환상풍미」의 지형적응 「공중」이 S가 되고 공격력 + <VAL1>.\n아야(기자)일땐 무효.,0,0
2,SHIELD+_MOMIJI,SHIELD+,벽랑,Guard,4,|120|120|120|120|,|15|25|35|50|,,,,파워가 <VAL1> 이상일 때 「실드방어」의 발동확률 + <VAL2>%.,0,0
2,SENRI,SENRI,천리안,Hit,0,|105|,|1|,,,,파워가 <VAL1> 이상일 때 최대사정1의 무기와 맵공격을 제외한\n자신페어의 사정 + <VAL2>.,0,0
2,SPIRIT_POW_TURN_MOMIJI,SPIRIT_POW_TURN,텔레그노시스,Light,0,|120|,|「저격」|,,,,파워가 <VAL1> 이상일 때 턴 개시시에정신커맨드 <VAL2>이 걸린다.,0,0
2,SHINGEKI,SHINGEKI,진격의 방패,Guard,0,|50|,|100|,,,,전위일때 주는 데미지가 반감되지만\n 「실드방어」의 발동확률이 100%가 된다.,0,0
2,SUPNUM+_MOMIJI,SUPNUM+,초계텐구,Light,0,|1|,|1|,,,,원호공격 원호방어의 발동횟수 + <VAL1>.\n스킬 「원호공격」등이 없는 경우에도 유효.,0,0
2,WEP+_MOMIJI,WEP+_RANGE,늑대의 송곳니,Damage,0,|400|,|2|,,,,무기 「레이비즈 바이트」의공격력 + <VAL1> 사정 + <VAL2>.,0,0
2,IBUKI,IBUKI,생명의 숨결,ZOC,2,|8|8|,|10|15|,,,GRID8_PLAYER,턴 개시시 주위 <VAL1>칸에있는 아군의HP가 <VAL2>%회복.\n페어상대에도 유효.,0,0
2,HARUKAZE,WEP_P+,봄바람의 알림,Attack,0,|3|,,,,,무기 「봄이에요~ 」가 이동후 사용가능이 된다.,0,0
2,SP_COST-_LILYW,SP_COST-,천사의 축복,Light,0,|축복|,|40|,,,,정신커맨드 「<VAL1>」의 소비SP가 <VAL2>이 된다.,0,0
2,ADD_SPIRIT_ALL_LILYW,ADD_SPIRIT_ALL,천사의 복음,Light,0,|축복|,|KOUN|,,|1|,SELF_PLAYER,모든 아군유닛에 정신커맨드 「<VAL1>」의효과.(<COUNT>회 사용가능),0,0
2,LILYB,LILYB,타천사기분,Hit,0,|6|,,,,,모든 무기의 사정이 1~ <VAL1>이 된다.\n아이템 등으로 인한 사정이 늘어나는 효과와 중첩되지 않는다.\n또한 릴리 화이트일땐 무효.,0,0
2,NEZUMI,WEP_ADD_STATE,갉아먹는 쥐,Debuf,0,|받는 데미지+10%|,|1|,|ADD_STATE/DEF-/10|,,,무기 「나즈린 펜듈럼」에\n 「<VAL1>」의특수효과를 부여.,0,0
2,SP_COST-_NAZRIN,SP_COST-,현장,Light,0,|집중|,|10|,,,,정신커맨드 「<VAL1>」의 소비SP가 <VAL2>이 된다.,0,0
2,ISHIELD_NAZRIN,ISHIELD,펜듈럼 가드,Guard,0,|4|,|2000|,,|4|,PASSIVE,고유커맨드 「펜듈럼 가드」を추가.\n피탄시 데미지를 <VAL2> 경감한다.(발동횟수 <VAL1>회),0,0
2,WEP+_NAZRIN,WEP+,아메리칸드림,Damage,0,|300|,|3|,,,,무기 「골드 러시」의공격력 + <VAL1> 사정 + 1.,0,0
2,ADD_SPIRIT_ALL_NAZRIN,ADD_SPIRIT_ALL,다우저인 자그마한 대장,Light,0,|정찰|,|TEISATSU|,,|1|,|SELF_PLAYER|,모든적유닛에 정신커맨드 「<VAL1>」의효과.(<COUNT>회 사용가능),0,0
2,POINT+_SHO,POINT+,황금의 진현,Get,0,|15|,,,,,획득 점수 + <VAL1>%.,0,0
2,POW_DAM+_SHO,POW_DAM+,비사문천의 가호,Damage,0,|120|,|10|,,,,파워가 <VAL1> 이상일 때 주는 데미지 + <VAL2>%.,0,0
2,WEP+_SHO,WEP+,창(연속)강화,Damage,0,|250|,|2|,,,,무기 「창(연속)」의공격력 + <VAL1> 사정 + 1.,0,0
2,JUSTICE,JUSTICE,정의의 권,Light,0,|0|,|50|,,|2|,SELF_PLAYER,1턴 동안 무기의소비MP を반감する.(<COUNT>회 사용가능),0,0
2,SP_COST-_SHO,SP_COST-,골든브레이버,Light,0,|용기|,|65|,,,,정신커맨드 「<VAL1>」의 소비SP가 <VAL2>이 된다.,0,0
2,BLOCK+_YOUMU,BLOCK+,칼싸움,Light,0,|130|,|100|,,,,파워가 <VAL1> 이상일 때 반드시 베어내기가 발동한다.,0,0
2,BUNSHIN_YOUMU,ADD_SPECIAL,유명의 고륜,Dodge,0,|BUNSHIN_YOUMU|,|25|,,,,특수능력 「분신(요우무)」을 추가.\n파워 130 이상일 때 25%의확률로 공격을 회피한다.,0,0
2,KEKKA,KEKKA,결가부참,Damage,0,|0|,|10|,,,,저속모드시 주는 데미지 + <VAL2>%.,0,0
2,PRY+_DIST_YOUMU,PRY+_DIST,콘파쿠의 간격,Dodge,0,|30|,,,,,적유닛에 인접하고 있을 때 명중률과 회피율 + <VAL1>%.,0,0
2,SHO_ZAMA,DAM+_SPIRIT_SUB,콘파쿠의 극의 ,Damage,0,|TAMASHI|,|225|,,,,정신커맨드 「혼」을 사용했을때의 데미지배율이 2.25배가 된다.,0,0
2,MOV+_LAND_CHEN,MOV+_LAND,뛰어가기,Move,2,|2|3|,|Ground|Ground|,,,,지형 「땅」에 있을 때 이동력 + <VAL1>.,0,0
2,POW_DAM+_CHEN,POW_DAM+,야생화,Damage,0,|120|,|10|,,,,파워가 <VAL1> 이상일 때 주는 데미지 + <VAL2>%.,0,0
2,SHIKI+_CHEN,SHIKI+,식신강화(첸),Light,0,|6|,|10|,,,,특수능력 「식신(첸)」으로인한 명중률의 상승치와 MP회복량 + <VAL2>%.,0,0
2,NEKO+_CHEN,NEKO+,요괴고양이강화,Light,0,|50|,|300|,,,,특수능력 「식신(첸)」이 사라지는 대신에\n 「분신(첸)」의 발동확률이 <VAL1>%가 된다.\n또한 무기 「요괴고양이 「첸」」의공격력 + <VAL2>.,0,0
2,KAKUSEI_CHEN,SPIRIT_ACT_POW,귀문둔갑,Light,0,|130|,|「각성」|,,|1|,PASSIVE,파워가 <VAL1>이상이 됐을때\n한번만 정신커맨드 <VAL2>이 걸린다.,0,0
2,REVIVE_RAN,REVIVE,식신재생(란),Light,0,|Chen_en|,,,|1|,TILE_BLANK,한번만 「첸」을 부활시킬수 있다.,0,0
2,KYUBI,KYUBI,백면금모,Light,2,|1.5|2|,|50|100|,,,,스킬 「간파」 「신념」 「가드」 「극기」의효과가 <VAL1>배가 된다.,0,0
2,SHIKI+_RAN,SHIKI+,식신강화(란),Light,0,|6|,|10|,,,,특수능력 「식신(란)」으로인한 명중률 상승치와 MP회복량 + <VAL2>%.,0,0
2,BUDDHIST,WEP_P+,만의 인장,Attack,0,|2|,,,,,무기 「얼티메이트 부디스트」가 이동후 사용가능이 된다.,0,0
2,CREATE_RAN,CREATE_RAN,젠키와 고키의 수호,Light,0,|50|,,,|1|,TILE_BLANK,MP를 <VAL1>소비하여 유닛 「젠키」 「고키」를\n페어유닛으로 생성한다.(<COUNT>회 사용가능),0,0
2,SUP+_RAN,SUP+,최강의 식,Damage,0,|30|,,,,,원호공격과 지원공격으로 주는 데미지 + <VAL1>%.\n스킬 「지원강화」등과의 효과는 중첩된다.,0,0
2,REVIVE_YUKARI,REVIVE,식신재생(유카리),Light,0,|Ran_en|,,,|1|,TILE_BLANK,한번만 「란」을 부활시킬수 있다.,0,0
2,SUKIMA_MOVE,SUKIMA_MOVE,행방불명,Light,0,,,,|2|,UNIT_PLAYER,지정한 아군유닛을 인접칸까지 끌어당긴다.\n착함중인 유닛에겐 무효.(<COUNT>회 사용가능),0,0
2,SUKIMA_ITEM,SUKIMA_ITEM,유카리의 전달,Light,0,,,,|2|,LIST_PLAYER,출격한 아군유닛이 장비한 아이템을 \n지정한 아군유닛에게 사용할 수 있다.(<COUNT>회 사용가능),0,0
2,SP_COST-_RATE_YUKARI,SP_COST-_RATE,꿈과현실의 경계,Damage,0,|25|,|0|,,,,정신커맨드 「꿈」으로인한 소비SP를 <VAL1>% 경감한다.,0,0
2,SUKIMA_LOAD,SUKIMA_LOAD,탑재스키마,Light,0,,,,|2|,UNIT_PLAYER,지정한 아군유닛을 성련선에 「탑재」한다.(<COUNT>회 사용가능)\n또한 유카리가 있는 칸에 이동해도 「착함」이 가능.,0,0
2,SUKIMA_DREAM2,SUKIMA_DREAM2,꿈과인연의 경계,Damage,0,,,,|3|,SELF_PLAYER,모든 아군 페어가 FPM으로 주는 데미지가 1.2배가 된다.(<COUNT>회 사용가능),0,0
2,MAI,MAI,유접의 춤+,Dodge,0,|100|,,,,, 「실드방어」발동시 회피한다.,0,0
2,YOMI,YOMI,황천되돌리기,Cure,0,|50|,,,,,아군유닛이 격추되었을때\n그 유닛의 남은 SP의 <VAL1>%를 자신이 돌려받는다.,0,0
2,SHICHO,SHICHO,사접,Damage,2,,,,|2|3|,SELF_PLAYER,잡졸 유닛을 일격에 격추한다.(<COUNT>회 사용가능)\n특수능력 「특수내성」을 가진 적유닛에겐 무효.,0,0
2,ITEM+_YUYUKO,ITEM+,센스오브엘레강스,Cure,0,|2|,|100|,,,,회복아이템의 효과량이 <VAL1>배가 된다.,0,0
2,SP_GET_YUYUKO,SP_GET,고스트스팟,Cure,0,|10|,|,,,,적 유닛을 격추했을때 자신페어의SP가 <VAL1> 회복된다.\n(효과를 얻기 위해선 유유코가 전위에 있어야 한다.),0,0
2,GOD_AIR,GOD_AIR,건신,Move,0,|1|,|S|,,,,지형적응 「공중」이 S가 되고 이동력 + <VAL1>.,0,0
2,WEP+_ALL_KANAKO,WEP+_ALL,군신,Damage,0,|150|,|1|,,,,모든 무기의 공격력 + <VAL1> 사정 + <VAL2>.,0,0
2,FAITH_KANAKO,FAITH,모리야의 신님,Light,0,|,|,,,,사나에의 신앙 게이지에 따라 공격력 장갑 명중률 사정이 변동한다.,0,0
2,SHINTOKU,SHINTOKU,풍신님의 신덕,ZOC,0,|3|,|15|,,,RANGE_PLAYER,거리 <VAL1>칸이내의 아군유닛의명중률과 회피율 + <VAL2>%.\n페어상대에도 유효.,0,0
2,ADD_SPIRIT_ALL_KANAKO,ADD_SPIRIT_ALL,역풍의 진격,Buf,0,|가속|,|돌격|,,|1|,|SELF_PLAYER|,모든 아군유닛에 정신커맨드 「<VAL1>」의효과. 파워가 120이상일때 사용하면\n전위에게 「<VAL2>」의효과도 추가.(<COUNT>회 사용가능),0,0
2,GOD_WATER,GOD_WATER,곤신,Light,0,|2|,,,,,지형효과로 인한 플러스 보정이 <VAL1>배가 된다.\n또한 지형적응이 S 이상일 때의 보정치도 <VAL1>배가 된다.,0,0
2,WEP_ADD_STATE_SUWAKO,WEP_ADD_STATE,재앙신,Debuf,0,|명중률과 회피율10%다운|,|4|,|ADD_STATE/PRY_HIT-/10|,,,무기 「미샤구지님」을 제외한 모든 무기에\n 「<VAL1>」의 추가효과를 부여.,0,0
2,FAITH_SUWAKO,FAITH,모리야의 신님,Light,0,|,|,,,,사나에의 신앙 게이지에따라 공격력 운동성 명중률 이동력이 변동한다.,0,0
2,SPIRIT+_SUWAKO,SPIRIT+,고대의 비취,Light,0,|집중|,|0|,,,,정신커맨드 「<VAL1>」의효과대상이 페어전체가 된다.,0,0
2,ADD_SPIRIT_ALL_SUWAKO,ADD_SPIRIT_ALL,토착의 정점,Buf,0,|순응|,|회심|,,|1|,|SELF_PLAYER|,모든 아군유닛에 정신커맨드 「<VAL1>」의 효과.\n파워가 120이상일때 사용하면 「<VAL2>」의 효과도 추가.(<COUNT>회 사용가능),0,0
2,POW_DAM+_YUKA,POW_DAM+,광소,Damage,0,|150|,|20|,,,,파워가 <VAL1> 이상일 때 주는 데미지 + <VAL2>%.,0,0
2,REVENGE_YUKA,REVENGE,반화,Damage,0,|15|,,,,,반격시 주는 데미지 + <VAL1>%.,0,0
2,KOKKI+_YUKA,KOKKI+,고고,Light,0,|100|,,,,,스킬 「극기」의효과가 2배가 된다.,0,0
2,ADD_SPIRIT_ALL_YUKA,ADD_SPIRIT_ALL,전율,Debuf,0,|위압|,|IATSU|,,|1|,|SELF_PLAYER|,모든 적유닛에 정신커맨드 「<VAL1>」의효과.(<COUNT>회 사용가능)\n특수능력 「특수내성」을 가진 적유닛에겐 무효.,0,0
2,YUKACHAN+,YUKACHAN+,개화,Cure,0,|50|,,,,,고유커맨드 「개화선언」을 사용했을때 SP가 <VAL1>%회복된다.,0,0
2,SHIELD+_COUNT_YUKA,SHIELD+_COUNT,단하나의 시들지않는꽃,Guard,0,|130|130|130|130|,|100|100|100|100|,,|0|1|2|4|,PASSIVE,파워가 <VAL1> 이상일 때 반드시 「실드방어」가 발동한다.\n(매 턴 <COUNT>회까지 발동),0,0
2,CURE_MP_MIMA,ADD_SPECIAL,매직차지,Cure,0,|CURE_MP_S|,,,,,특수능력 「MP회복(소)」을 추가.,0,0
2,BARRIER_MP-_MIMA,SPECIAL_VAL2+,카오틱 베놈,Light,0,|BARRIER_ALL|,|-10|,,,,특수능력 「절대마법벽」의소비MP를 0으로 한다.,0,0
2,MAHOU+_MIMA,MAHOU+,금주개방,Light,0,|100|,,,,,스킬 「마법사」의 효과가 2배가 된다.,0,0
2,UTSU,POW-_HIT,우울한 음,Debuf,0,|2|,,,,,공격이 명중했을때 적의 파워 - <VAL1>.,0,0
2,GIKOU,CHAR+,초절기교,Light,0,|0/0/20/0/0/0/|,|20|,,,,기량 스테이터스 + <VAL2>.,0,0
2,LEADER,LEADER,악단의 리더,Light,3,|10|15|20|,,,,,특수능력 「싱크로나이즈」발동중 \n모든스테이터스 + <VAL1>.,0,0
2,PAIR+_LUNASA,PAIR+,유령악단,Light,3,|Merlin/Lyrica/|Merlin/Lyrica/|Merlin/Lyrica/|,|1|2|3|,,,,메를랑이나 리리카와 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.,0,0
2,PRISM+,PRISM+,소령합장,Light,0,|5|,,,,,합체시 자신의정신커맨드의 소비SP가 - <VAL1>.,0,0
2,SHOWER,ZOC_POW+,해피샤워,Power,0,|8|,|2|,,,GRID8_PLAYER,턴 개시시 주위 <VAL1>칸에있는 아군유닛의파워가 <VAL2>상승한다.,0,0
2,TENSION,POW+_BATTLE,하이텐션,Power,0,|1|,,,,,전투시의 파워상승량 + <VAL1>.,0,0
2,GOHAPPY,POW+_INI,소울 고 해피,Power,0,|20|,,,,,출격시의파워 + <VAL1>.,0,0
2,PAIR+_MERLIN,PAIR+,유령악단,Light,3,|Lyrica/Lunasa/|Lyrica/Lunasa/|Lyrica/Lunasa/|,|1|2|3|,,,,리리카나 루나사와 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.,0,0
2,CHAR+_MERLIN,CHAR+,마력폭주,Attack,0,|0/20/-20/20/-20/0/|,|20|,,,,회피 기량 스테이터스 - <VAL2> \n사격 방어 스테이터스 + <VAL2>.,0,0
2,LYRICA,LYRICA,해치워버리자!,Attack,0,,,,,,스킬 「원호공격」의 유무에 상관없이\n임의의 인접유닛의 원호공격에 들어간다.\n원호횟수는 소모하지 않는다.,0,0
2,PAIR+_LYRICA,PAIR+,유령악단,Light,3,|Lunasa/Merlin/|Lunasa/Merlin/|Lunasa/Merlin/|,|1|2|3|,,,,루나사나 메를랑과 인접 또는 페어일때 \n서로의 명중률 회피율 등에 보정.효과는 레벨에 의존.,0,0
2,CHAR+_LYRICA,CHAR+,진주의 손끝,Dodge,0,|0/0/0/0/20/20/|,|20|,,,,명중 회피 스테이터스 + <VAL2>.,0,0
2,SPIRIT+_LYRICA,SPIRIT+,의존적,Light,0,|기대|,|0|,,,,정신커맨드 「<VAL1>」의효과대상이 페어전체가 된다.\n(SP회복량은 30이 된다),0,0
2,ISHIELD_WRIGGLE,NUMUC+,장갑충+,Guard,0,|ISHIELD_S|,|3|,,,,고유커맨드 「장갑충」의 발동횟수 + <VAL2>.,0,0
2,WEP+_WRIGGLE,WEP+,리글킥 강화,Damage,0,|300|,|3|,,,,무기 「필살! 리글 킥」의공격력 + <VAL1> 사정 + 1.,0,0
2,ADD_STATE_WRIGGLE,ADD_STATE,벌레의 알림서비스,Buf,0,|0|,|AUTOGUARD|,,|2|,UNIT_PLAYER,지정한 아군유닛에 「피탄시 가드」의효과를 부여.(<COUNT>회 사용가능),0,0
2,SP_COST-_WRIGGLE,SP_COST-,급습,Light,0,|기습|,|50|,,,,정신커맨드 「기습」의 소비SP가 <VAL2>이 된다.,0,0
2,SPIRIT_CHANGE_WRIGGLE,SPIRIT_CHANGE,파이어플라이소울,Damage,0,|「교란」이「혼」|,|60|,,,,정신커맨드 <VAL1>이 된다.\n(소비SP는 <VAL2>이 된다.),0,0
2,WEP+_MYSTIA,WEP+,버드스트라이크,Light,0,|300|,|1|,,,,무기 「일스타드 다이브」의공격력 + <VAL1> 사정 + 1.,0,0
2,SONG+_SPARROW,SONG+,활짝열린휴먼케이지,Light,0,|1|,|2|,,,,무기 「요스즈메의 노래」의 사정 + <VAL1>.\n맵공격에도 효과있음.,0,0
2,SONG+_MYSTERIOUS,SONG+,바이바이와치킨하트,Light,0,|1|,|4|,,,,무기 「미스테리어스 송」의 사정 + <VAL1>.\n맵공격에도 효과있음.,0,0
2,SONG+_OWL,SONG+,분노의 안티그릴드,Light,0,|1|,|6|,,,,무기 「수리부엉이의 포효」의 사정 + <VAL1>.\n맵공격에도 효과있음.,0,0
2,SONG+_MASTER,SONG+,문명개화와 사랑의 맛,Light,0,|1|,|8|,,,,무기 「한밤중의 코러스 마스터」의 사정 + <VAL1>.\n맵공격에도 효과있음.,0,0
2,SP_COST-_TEWI,SP_COST-,행운의 흰토끼,Light,0,|행운|,|20|,,,,정신커맨드 「<VAL1>」의 소비SP가 <VAL2>이 된다.,0,0
2,POINT+_TEWI,ZOC_POINT+,굉장한 운,Get,2,|8|8|,|15|30|,,,GRID8_PLAYER,주위 <VAL1>칸에있는 아군유닛의 획득 점수 + <VAL2>%.\n효과는 정신커맨드 「행운」등과 중첩되며 페어상대에도 유효.,0,0
2,TEWI,TEWI,해치워라 우사,Guard,0,,,,|4|,PASSIVE,스킬 「원호방어」의 유무에 관계없이\n임의의 인접유닛에게 원호방어를 받는다.\n원호횟수는 소비하지 않는다.(발동횟수 <COUNT>회),0,0
2,DAM+_SPIRIT_TEWI,DAM+_SPIRIT,럭키히트,Damage,0,|KOUN|,|30|,,,,정신커맨드 「행운」의 효과중 주는 데미지 + <VAL2>%.,0,0
2,INIPOW+_REMILIA,INIPOW+,홍의 카리스마,Power,0,|20|,|Patchouli/Koakuma/Meiling/Sakuya/Flan/|,,,,홍마관 멤버의 출격시의 파워 + <VAL1>.(자신은 제외),0,0
2,VAMPIRE+,SPECIAL_VAL1+,밤의 왕,Cure,0,|VAMPIRE|,|10|,,,,특수능력 「흡혈귀」으로인한 HP MP의회복량 + <VAL2>%.,0,0
2,MOV+_REMILIA,MOV+,데빌 윙,Move,0,|2|,|0|,,,,이동력 + <VAL1>.,0,0
2,ADD_SPECIAL_REMILIA,ADD_SPECIAL,데빌가드,Guard,0,|D_BLOCK|,|0|,,,,특수능력 「데빌가드」를 추가.\n모든 공격의 데미지를 1000 경감한다.(소비MP 10),0,0
2,SPIRIT+_REMILIA,SPIRIT+,운명의 사슬,Light,0,|직감|,|0|,,,,정신커맨드 「<VAL1>」의효과대상이 페어전체가 된다.,0,0
2,SCARLET,SCARLET,영원히어린붉은달,Light,0,|5|,|Patchouli/Koakuma/Meiling/Sakuya/Flan/|,,,,홍마관 멤버의 출격수에 따라 \n자신의명중률 회피율 공격력 방어력이 상승한다.\n(대상 유닛이 격추되어도 효과는 지속된다),0,0
2,ISHIELD_KAGUYA,ISHIELD,굴하지않는의지,Guard,4,|4|6|8|10|,|1000000|1000000|1000000|1000000|,,|3|,PASSIVE, <VAL1>회까지 피탄된 공격을 무효화한다.,0,0
2,HINEZUMI+,SPECIAL_VAL1+,불쥐의 털옷,Guard,0,|BARRIER_ALL_DIS|,|300|,,,,특수능력 「샐러맨더 실드」의 효과량 + <VAL2>.,0,0
2,WEP+_ALL_KAGUYA,WEP+_ALL,용의 목의 구슬,Damage,0,|200|,|0|,,,,모든 무기의 공격력 + <VAL1>.,0,0
2,ADD_SPIRIT_ALL_KAGUYA,ADD_SPIRIT_ALL,부처의 석발,Buf,0,|불굴|,|FUKUTSU|,,|1|,|SELF_PLAYER|,모든 아군유닛의 전위에게 정신커맨드 「<VAL1>」의효과.(<COUNT>회 사용가능),0,0
2,CUREALL_HP_KAGUYA,CUREALL,제비의 자안패,Buf,0,|3000|,|0|,,|1|,SELF_PLAYER,모든 아군유닛의 HP <VAL1>회복.(<COUNT>회 사용가능),0,0
2,CUREALL_MP_KAGUYA,CUREALL,봉래의 옥의 가지,Buf,0,|70|,|1|,,|1|,SELF_PLAYER,모든 아군유닛의 MP <VAL1>회복.(<COUNT>회 사용가능),0,0
2,SP_COST-_KAGUYA,SP_COST-,영야되돌리기,Light,0,|재동|,|80|,,,,정신커맨드 「<VAL1>」의 소비SP가 <VAL2>이 된다.,0,0
