BulID,BulEF,Text,Name,Type,Val1,Val2,Val3
HP+_NUE2,HP+,[적군] 턴 개시시 HP<VAL1>%회복,HP<VAL1>%회복,1,|5|10|20|30|,|,
HIT-_NUE,HIT-,[아군] 명중률 -<VAL1>%,명중률 -<VAL1>%,0,|20|35|50|65|,|,
HIDE_NUE,HIDE,[누에] 공격 대상이 되지 않는다,은신,2,,|Nue_en|,
PRY+_NUE,PRY+,[누에] 회피율 +<VAL1>%,회피율 +<VAL1>%,2,|25|45|60|75|,|Nue_en|,
MOTION-_MEDICINE,MOTION-,[아군] 운동성 -<VAL1>,운동성 -<VAL1>,0,|30|85|120|200|,|2|2|2|2|,
FIXVAL_HP_MEDICINE,FIXVAL,[아군] 턴 개시시 전위의 HP를 <VAL1>로 한다(스펠 발동 시부터 적용),HP저하,0,|1|,|0|,
FIXVAL_MP_MEDICINE,FIXVAL,[아군] 턴 개시시 전위의 MP를 <VAL1>로 한다(스펠 발동 시부터 적용),MP저하,0,|1|,|1|,
SP-_RATE_MEDICINE,SP-_RATE,[아군] 턴 개시시 전위의 SP -<VAL1>%(스펠 발동 시부터 적용),SP감소,0,|30|60|80|100|,|,
PRY+_KOGASA,PRY+,[적군] 회피율 +<VAL1>%,회피율 +<VAL1>%,1,|10|20|30|40|,|,
NOENTER_KOGASA,NOENTER,[아군] 통행불가,놀랐어?,0,|,|,
HIT+_KOGASA2,HIT+,[코가사] …놀랐어?,명중률 +<VAL1>%,2,|100000|,|Kogasa_en|,
POW-_KOGASA,POW-,[아군] 턴 개시시 파워 -<VAL1>(스펠 발동 시부터 적용),파워 -<VAL1>(턴),0,|30|50|75|100|,|,
ADD_SPIRIT_KOGASA,ADD_SPIRIT,[코가사] 턴 개시시 「집중」이 걸린다,정신발동(집중),2,|SHUCHU|,|Kogasa_en|,
ANTIDIST,ANTIDIST,[아군] 적과의 거리가 <VAL2>이하일 때 적에게 가까울수록 명중률과 주는 데미지 감소,거리보정반전,0,|8|9|10|10|,|5|7|8|10|,
DAM-_EIKI,DAM-,[아군] 주는 데미지 -<VAL1>%,주는 데미지 -<VAL1>%,0,|30|50|70|90|,|,
JOHARI+,JOHARI+,[아군] 에이키와의 전투시 격추수에 따라 파워가 감소,파워감소(격추수),0,|30|50|100|200|,|,
UNTARGET_KOISHI,UNTARGET,[아군] 코이시에게 공격불가,타겟 불능(코이시),0,|Koishi_en|,|,
ACT_SPIRIT_KOISHI,ACT_SPIRIT,[코이시] 모든 전투시에 「직격」이 걸린다,정신발동(직격),2,|CHOKUGEKI|,|Koishi_en|,
ADD_SPIRIT_KOISHI,ADD_SPIRIT,[코이시] 턴 개시시 「필중」이 걸린다,정신발동(필중),2,|HICCHU|,|Koishi_en|,
DESTINATE_KOISHI1,DESTINATE,[코이시] 코이시가 이동할 곳의 후보가 된다,잠재적 터미널,2,|1|,|Koishi_en|,
DESTINATE_KOISHI2,DESTINATE,[코이시] 코이시가 이동할 곳의 후보가 된다,잠재적 터미널,2,|2|,|Koishi_en|,
DESTINATE_KOISHI3,DESTINATE,[코이시] 코이시가 이동할 곳의 후보가 된다,잠재적 터미널,2,|3|,|Koishi_en|,
PRY+_KOISHI,PRY+,[적군] 회피율 +<VAL1>%,회피율 +<VAL1>%,1,|100|150|150|150|,|,
FHIT+_SATORI,FHIT+,[사토리] 최종명중률 +<VAL1>%,최종명중률 +<VAL1>%,6,|100|,|Satori|,
FINGERPRINT,FINGERPRINT,[사토리] 대기시 탄막범위 안에 있는 추억의 장소를 마킹한다,마킹,6,,|Satori|,
MOV+_SATORI,MOV+,[사토리] 이동력 +<VAL1>,이동력 +<VAL1>,6,|3|,|Satori|,
NODAM_KOISHI,NODAM,[코이시] 모든 데미지무효,데미지무효,2,|,|Koishi_en|,
PENETRATE_SATORI,PENETRATE,[사토리] 「심상」에 다른 공격에「탄막효과관통」의 효과를 부여,이어지는 마음,6,|,|Satori|,
ROSE,HIT+,[코이시] 명중률 +<VAL1>%,명중률 +<VAL1>%,2,|100|100|100|100|,|Koishi_en|,
SHINKA,SHINKA,[사토리] 모든 전투시에 「불굴」「필중」이 걸린다,정신발동(특수),6,|,|Satori|,
MP-_RATE_MYOUSEI,MP-_RATE,[아군] 매 턴 MP<VAL1>%감소,MP<VAL1>%감소,0,|5|10|10|10|,,
DEF_HIT+_YUMEKO,DEF_HIT+,[적군] 명중률 +<VAL1>% 받는 데미지 -<VAL2>%,명중 방어 +,1,|15|20|25|30|,|5|10|15|20|,
COUNTER+_YUMEKO,COUNTER+,[유메코] 반드시 카운터가 발동,카운터발동,2,|100|,|Yumeko_en|,
YUMEKO1,YUMEKO1,[유메코] 상대의 남은 HP/MP가 낮을수록 명중률/회피율이 상승,성능강화(상대소비),2,|5|10|15|20|,|Yumeko_en|,
YUMEKO2,YUMEKO2,[유메코] 거리 <VAL1>칸 이내에 있는 상대 유닛 수에 따라 공격력/방어력이 상승,성능강화(포위),2,|1|3|4|5|,|Yumeko_en|,
HP-_EVILEYE,HP-,[아군] 턴 개시시 HP -<VAL1>,HP데미지,0,|300|700|1000|1500|,|,
FHIT+_YUMEKO,FHIT+,[적군] 최종명중률 +<VAL1>%,최종명중률 +<VAL1>%,1,|30|50|70|100|,,
BARRIER_SHINKI,BARRIER,[적군] 피탄시 배리어가 발동하여 받는 데미지를 <VAL1>경감한다,광역배리어,1,|350|750|1000|1500|,,
HP+_SHINKI,HP+,[적군] 턴 개시시 HP<VAL1>%회복,HP<VAL1>%회복,1,|20|30|40|50|,|,
ALLATTACK_SHINKI,ALLATTACK,[아군] 전위가 피탄당했을 때 후위도 같은 양의 데미지를 받는다(원호방어시엔 무효),ALL공격,0,|0|,|,
SHINKI,SHINKI,[아군] 신키와의 전투후에 전위의 HP가 <VAL1>이하일 경우 철퇴한다(피격추수로는 세지 않는다),정화,0,|1500|3000|4500|6000|,|,
PRY-_TENSOKU,PRY-,[아군] 회피율 -<VAL1>%,회피율 -<VAL1>%,0,|50|70|100|200|,|,
PARAM-_ALL_ONAMAZU,PARAM-_ALL,[아군] 모든 스테이터스 -<VAL1>,모든 스테이터스 -<VAL1>,0,|15|25|35|45|,|,
FIXVAL_ONAMAZU1,FIXVAL,[아군] 턴 개시시 전위의 무기의 남은 탄수를 <VAL1>로 한다,탄수저하,0,|1|0|0|0|,|3|3|3|3|,
NO_PATTACK,NO_PATTACK,[아군] 이동후공격불능,이동후공격불능,0,|,|,
FIXVAL_ONAMAZU2,FIXVAL,[아군] 턴 개시시 전위의 MP를 <VAL1>로 한다(스펠 발동 시부터 적용),MP저하,0,|1|,|1|,
COMPAT-_ALL_ONAMAZU,COMPAT-_ALL,[아군] 유닛과 무기의 지형적응이 전부 <VAL2>가 된다,적응저하(올),0,|,|B|C|D|E|,
FIXVAL_ONAMAZU3,FIXVAL,[아군] 턴 개시시 전위의 HP를 <VAL1>로 한다(스펠 발동 시부터 적용),HP저하,0,|1|,|0|,
NO_COMMAND_HP_ONAMAZU,NO_COMMAND_HP,[아군] HP가 <VAL1>%보다 낮을 때 행동불능,행동불능(HP),0,|40|60|70|80|,|,
FIXRATE_ONAMAZU,FIXRATE,[아군] 매 턴 HP반감,HP반감,0,|50|,|0|,
NO_COMMAND_HP2_ONAMAZU1,NO_COMMAND_HP2,[아군] HP가 <VAL1>보다 낮을 때 행동불능,행동불능(HP),0,|1000|1000|1500|2000|,|,
NO_COMMAND_HP2_ONAMAZU2,NO_COMMAND_HP2,[아군] HP가 <VAL2>보다 낮을 때 행동불능,행동불능(HP),0,|1500|2000|2500|3500|,|,
NO_COMMAND_HP2_ONAMAZU3,NO_COMMAND_HP2,[아군] HP가 <VAL3>보다 낮을 때 행동불능,행동불능(HP),0,|2000|3000|3500|5000|,|,
PARAM+_ALL_RANN,PARAM+_ALL,[악몽(란)] 모든 스테이터스 +<VAL1>,모든 스테이터스 +<VAL1>,2,|20|30|35|40|,|RanN_en|,
DEF+_KAGUYAN,DEF+,[악몽(카구야)] 받는 데미지 -<VAL1>%,받는 데미지 -<VAL1>%,2,|20|30|40|50|,|KaguyaN_en|KaguyaN_en|KaguyaN_en|KaguyaN_en|,
SIZE+_SUIKAN,SIZE+,[악몽(스이카)] 사이즈가 <VAL1>이 된다,사이즈변경(<VAL1>),2,|LL|LL|3L|3L|,|SuikaN_en|,
OVERHIT_YORIHIMEN,OVERHIT,[악몽(요리히메)] 명중률이 100%를 돌파 (초과한 만큼 공격력에 보정이 된다),명중한계돌파,2,|50|100|100|100|,|YorihimeN_en|,
LAND_WATER2,LAND_WATER2,[양측] 전투시 유닛이 있는 지형이 「<VAL1>」로 판정된다,지형효과(물),3,|물|,|2|,
ADD_SPIRIT_NAZRINN,ADD_SPIRIT,[악몽(나즈린)] 턴 개시시 「집중」이 걸린다,정신발동(집중),2,|SHUCHU|,|NazrinN_en|,
POINT+_SHON,POINT+,[양측] 획득점수 +<VAL1>%,획득점수 +<VAL1>%,3,|30|,|,
HP+_TOYOHIMEN,HP+,[적군] 턴 개시시 HP<VAL1>%회복,HP<VAL1>%회복,1,|10|15|20|30|,,
DEF+_BYAKURENN,DEF+,[적군] 받는 데미지 -<VAL1>%,받는 데미지 -<VAL1>%,1,|10|15|20|30|,|,
PARAM+_ALL_BYAKURENN,PARAM+_ALL,[악몽(뱌쿠렌)] 모든 스테이터스 +<VAL1>,모든 스테이터스 +<VAL1>,2,|25|60|80|100|,|ByakurenN_en|,
NUMACT+_BYAKURENN,NUMACT+,[악몽(뱌쿠렌)] 행동횟수 +<VAL1>,행동횟수 +<VAL1>,2,|1|1|1|2|,|ByakurenN_en|,
FIXRATE_MIMAN,FIXRATE,[아군] 매 턴 HP MP반감,HP MP반감,0,|50|,|2|,
SHUFFLE_TOYOHIMEN,SHUFFLE,[아군] 토요히메의 행동 개시시 강제적으로 이동(최대<VAL1>페어 까지),강제이동,0,|5|10|15|20|,,
KANMU_YUKARIN,KANMU,[악몽(유카리)] 인접한 유닛 이외로부터의 공격을 무효화,간접공격무효,2,|,|YukariN_en|,
ARMOR+_TENSHIN,ARMOR+,[악몽(텐시)] 장갑 +<VAL1>,장갑 +<VAL1>,2,|300|500|750|1000|,|TenshiN_en|,
GROSSOR,GROSSOR,[아군] 최대파워 +<VAL1> 최대SP +<VAL2>,최대파워/최대SP상승,4,|100|100|100|100|,|100|100|100|100|,
NOSPIRIT_YUKA,NOSPIRIT,[아군] 받는 데미지량과 피탄률에 관련된 정신커맨드를 무효화,정신무효(특수),0,|SHUCHU/HIRAMEKI/HICCHU/CHOKUGEKI/TEPPEKI/FUKUTSU/NEKKETSU/TAMASHI/GEKITO/SUTEMI/|,|,
TRESPASS_YUKA,TRESPASS,[유카]적 유닛이 있는 칸도 통과할 수 있다,유닛통과,2,|,|Yuka_en|Yuka_en|Yuka_en|Yuka_en|,
DUPLICATE,DUPLICATE,[유카] 턴 개시시 합계<VAL1>체가 될 때까지 유카의 분신을 늘린다,분신,2,|2|2|3|4|,|Yuka_en|Yuka_en|Yuka_en|Yuka_en|,
ACT+_GOTHIT_YUKA,ACT+_GOTHIT,[유카] 피탄당하면 행동횟수 +1(최대 +<VAL1>),행동횟수 +(피탄),2,|2|5|8|12|,|Yuka_en|Yuka_en|Yuka_en|Yuka_en|,
NOTUNE_YUKA,NOTUNE,[아군] 유닛과 무기의 강화치를 리셋한다(HP와 MP는 제외),유닛 무기의 강화무효,0,|,|,
YUKACHAN,YUKACHAN,[아군] 유카와의 전투 후 남은 HP/MP/SP의 <VAL1>%가 흡수당한다,리소스 흡수,0,|25|50|75|99|,|,
ALLHIT2_MEKO,ALLHIT2,[아군] 회피불능(효과는 「번뜩임」보다 우선),회피불능,0,|,|,
SLEEP2,NO_COMMAND_POW,[아군] 파워가 <VAL1>보다 낮을 때 행동불능,행동불능(파워),0,|125|135|145|150|,|,
POW-_BATTLE_MEKO,POW-_BATTLE,[아군] 메코와의 전투 후 파워 -<VAL1>,파워 -<VAL1>(전투),0,|10|15|25|35|,|,
ADD_USKILL_MEKO01,ADD_USKILL,[메코] 고유스킬「꿈의 결L1」을 추가,꿈의 결의 힘(L1),2,|MUGEN_MEKO01|,|MekoM_en|,
INFSHEEP,INFSHEEP,[메코] 검은양/흰양/붉은양이 전멸했을 경우 새롭게 생성한다,유닛생성,2,|,|MekoM_en|MekoM_en|MekoM_en|MekoM_en|,
ADD_USKILL_MEKO02,ADD_USKILL,[메코] 고유스킬「꿈의 결L2」를 추가,꿈의 결의 힘(L2),2,|MUGEN_MEKO02|,|MekoM_en|,
MAXPOW_BREAK_MEKO01,MAXPOW_BREAK,[메코] 턴 개시시 파워와 파워의 최대치 +<VAL1>(최대 300까지 상승),파워한계돌파 + +,2,|25|50|75|100|,|MekoM_en|MekoM_en|MekoM_en|MekoM_en|,
ADD_USKILL_MEKO03,ADD_USKILL,[메코] 고유스킬「꿈의 결L6」을 추가,꿈의 결의 힘(L6),2,|MUGEN_MEKO03|,|MekoM_en|,
MAXPOW_BREAK_MEKO02,MAXPOW_BREAK,[메코] 턴 개시시 파워와 파워의 최대치 +<VAL1>(최대 400까지 상승),파워한계돌파 + + +,2,|25|50|75|100|,|MekoM_en|MekoM_en|MekoM_en|MekoM_en|,
PROB+_SHIELD_HTENGUN,PROB+_SHIELD,[적군] 실드방어의 발동확률 +<VAL1>%,발동상승(실드방어),1,|15|25|35|50|,|,
PRY+_KTENGUN,PRY+,[적군] 회피율 +<VAL1>%,회피율 +<VAL1>%,1,|10|20|25|35|,|,
HIT+_KAPPAN,HIT+,[적군] 명중률 +<VAL1>%,명중률 +<VAL1>%,1,|10|20|25|35|,|,
DEF+_USAGIN,DEF+,[적군] 받는 데미지 -<VAL1>%,받는 데미지 -<VAL1>%,1,|15|20|25|30|,|,
HP+_SHEEPLN,HP+,[적군] 턴 개시시 HP<VAL1>%회복,HP<VAL1>%회복,1,|10|20|25|30|,|,
HP-_EVILEYEKN,HP-,[아군] 턴 개시시 HP -<VAL1>,HP데미지,0,|400|800|1200|1600|,|,
FHIT+_TENSOKUEN,FHIT+,[적군] 최종명중률 +<VAL1>%,최종명중률 +<VAL1>%,1,|15|30|40|50|,,
POW-_ONAMAZUN,POW-,[아군] 턴 개시시 파워 -<VAL1>,파워 -<VAL1>(턴),0,|5|10|10|10|,|,
STRAY,STRAY,[마쿠라] 전투후 탄막범위 안의 임의의 위치로 이동한다,꿈 건너기,2,|,|MakuraS_en|,
ADD_SPIRIT_TURN_MAKURAS_A,ADD_SPIRIT_TURN,[적군] 짝수턴 개시시 <VAL2>가 걸린다,정신발동(짝수턴),1,|0|0|0|0|,|「철벽」|「철벽」|「철벽」|「철벽」|,
ADD_SPIRIT_TURN_MAKURAS_B,ADD_SPIRIT_TURN,[적군] 홀수턴 개시시 <VAL2>가 걸린다,정신발동(홀수턴),1,|1|1|1|1|,|「철벽」|「철벽」|「철벽」|「철벽」|,
DEF+_MAKURA,DEF+,[마쿠라] 받는 데미지 -<VAL1>%,받는 데미지 -<VAL1>%,2,|15|20|25|30|,|MakuraS_en|MakuraS_en|MakuraS_en|MakuraS_en|,
INVERSION,INVERSION,[아군] HP와 MP의 수치가 전환된다,HP/MP 전환,0,|,|,
FIXVAL_MAKURA,FIXVAL,[아군] 턴 개시시 전위의 HP를 <VAL1>로 한다(스펠 발동 시부터 적용),HP저하,0,|100|100|10|1|,|0|,
FIXRATE_MAKURA,FIXRATE,[아군] 매 턴 HP반감,HP반감,0,|50|,|0|,
DEF+_GUARD_MAKURA,DEF+_GUARD,[마쿠라] 「방어」를 한 경우 받는 데미지 -<VAL1>%,받는 데미지 -<VAL1>%(방어),2,|40|50|55|60|,|Makura_en|Makura_en|Makura_en|Makura_en|,
DEFENSIVE_MAKURA,DEFENSIVE,[마쿠라] 3턴동안 「방어」만 할 수 있는 대신에 받는 데미지 -<VAL1>% 매 턴 HP<VAL1>%회복,가드모드,2,|40|60|65|70|,|Makura_en|Makura_en|Makura_en|Makura_en|,
ALLATTACK+_MAKURA,ALLATTACK,[아군] 전위가 피탄당했을 때  후위도 같은 양의 데미지를 받는다(원호방어시엔 무효),ALL공격 +,0,|1|,|,
FPRY-_MAKURA,FPRY-,[아군] 최종회피율 -<VAL1>%,최종회피율 -<VAL1>%,0,|15|25|35|50|,|,
ADD_SPECIAL_MAKURA,ADD_SPECIAL,[마쿠라] 특수능력 「꿈의 마음」을 추가,꿈의 마음,2,|,|Makura_en|,
MPDAMAGE_MAKURA,MPDAMAGE,[마쿠라] 주는 데미지를 MP에도 적용(효과량은 원래 데미지의 <VAL1>%가 된다),MP데미지,2,|10|10|10|10|,|Makura_en|Makura_en|Makura_en|Makura_en|,
ALLDREAM,ALLDREAM,[마쿠라] <VAL1>턴에 1회 일부를 제외한 모든 정신커맨드가 발동,널리 퍼진 꿈,2,|2|2|2|2|,|MakuraF_en|MakuraF_en|MakuraF_en|MakuraF_en|,
STRAYDREAMER,SOKO,[마쿠라] HP가 줄어들수록 방어력과 명중률이 상승,꿈의 끝,2,|7|8|9|9|,|MakuraF_en|MakuraF_en|MakuraF_en|MakuraF_en|,
GSW,GSW,[아군] 최대파워/최대SP +<VAL1> 또한 턴 개시시 FPM사용횟수가 회복,꿈과 인연,4,|150|,|,
OVERHIT_YORIHIMED,OVERHIT,[요리히메] 명중률이 100%를 돌파 (초과한 만큼 공격력에 보정이 된다),명중한계돌파,2,|50|200|250|300|,|Yorihime_en|,
MOV-_ALL,MOV-,[아군] 이동력 -<VAL1>,이동력 -<VAL1>,0,|1|1|1|2|,|,
MOV-_ALL2,MOV-,[아군] 이동력 -<VAL1>,이동력 -<VAL1>,0,|1|2|2|2|,|,
RANGE-_BOMB,RANGE-_BOMB,[아군] 영격사정 -<VAL1>,영격사정 -<VAL1>,0,|1|1|2|2|,|,
RANGE-_BOMB2,RANGE-_BOMB,[아군] 영격사정 -<VAL1>,영격사정 -<VAL1>,0,|1|2|2|2|,|,
RANGE-_BOMB3,RANGE-_BOMB,[아군] 영격사정 -<VAL1>,영격사정 -<VAL1>,0,|2|3|3|3|,|,
RANGE-_ALL,RANGE-,[아군] 사정 -<VAL1>,사정 -<VAL1>,0,|1|1|2|2|,|,
RANGE-_ALL2,RANGE-,[아군] 사정 -<VAL1>,사정 -<VAL1>,0,|1|2|2|3|,|,
NOENTER,NOENTER,[아군] 통행불가,통행불가,0,|,|,
NOSUPPORT_ALL,NOSUPPORT,[아군] 원호불능,원호불능,0,|,|,
NO_COMMAND_ALL,NO_COMMAND,[아군] 일부 커맨드 이외 사용불능,행동불능,0,|,|,
INFINITY2,HP+,[카구야] 턴 개시시 HP전부회복,HP전부회복,2,|100|100|100|100|,|Kaguya_en|Kaguya_en|Kaguya_en|Kaguya_en|,
PRY+_REIMUR,PRY+,[레이무] 회피율 +<VAL1>%,회피율 +<VAL1>%,2,|100|200|300|400|,|ReimuR_en|ReimuR_en|ReimuR_en|ReimuR_en|,
FHIT+_FLANN,FHIT+,[적군] 최종명중률 +<VAL1>%,최종명중률 +<VAL1>%,1,|30|40|50|60|,,
PARAM+_ALL_REMILIAN,PARAM+_ALL,[적군] 모든 스테이터스 +<VAL1>,모든 스테이터스 +<VAL1>,1,|20|30|40|50|,,
FPRY-_TOYOHIMEN,FPRY-,[아군] 최종회피율 -<VAL1>%,최종회피율 -<VAL1>%,0,|10|15|20|25|,,
PRY+_REIMURN,PRY+,[적군] 회피율 +<VAL1>%,회피율 +<VAL1>%,1,|100|200|300|400|,,
PARAM+_ALL_BYAKURENN2,PARAM+_ALL,[적군] 모든 스테이터스 +<VAL1>,모든 스테이터스 +<VAL1>,1,|20|30|40|50|,,
FPRY-_MARISARN,FPRY-,[아군] 최종회피율 -<VAL1>%,최종회피율 -<VAL1>%,0,|10|15|20|25|,,
JEALOUSYN,JEALOUSY,[파르시] 상대의 강화도와 Ex-Lv에 따라 공격력/방어력/명중률이 상승,성능 강화(질투),1,|10|15|20|25|,,
SIZE+_MPOWERN,SIZE+,[적군] 사이즈가 <VAL1>가 된다,사이즈변경(<VAL1>),1,|LL|LL|LL|3L|,,
OVERHIT_YORIHIMEN2,OVERHIT,[적군] 명중률이 100%를 돌파 (초과한 만큼 공격력에 보정이 된다),명중한계돌파,1,|100|150|200|300|,,
FDAM+_YUGIN,FDAM+,[적군] 최종 주는 데미지 +<VAL1>,최종 주는 데미지 +<VAL1>,1,|1000|1500|2000|2500|,,
COUNTER+_YUMEKON,COUNTER+,[적군] 반드시 카운터가 발동,카운터발동,1,|100|,,
HP+_SHINKIN,HP+,[적군] 턴 개시시 HP<VAL1>%회복,HP<VAL1>%회복,1,|20|25|30|40|,,
NOCURE_SUP_SHITONE,NOCURE_SUP,[아군] 「신뢰」「우정」「사랑」「인연」을 무효화,정신무효화(지원),0,,,
DAM+_GRAZE_SHITONE,DAM+_GRAZE,[아군] 그레이즈시 최종 받는 데미지 +<VAL1>%,받는 데미지 +<VAL1>%(그레이즈),0,|25|30|40|50|,,
SOKO_SHITONE,SOKO,[적군] HP가 줄어들수록 방어력과 명중률이 상승,꿈의 끝,1,|7|8|9|9|,,
FIXVAL_SHITONE,FIXVAL,[아군] 턴 개시시 전위의 HP를 <VAL1>로 한다(스펠 발동 시부터 적용),HP저하,0,|1|1|1|1|,|0|,
HP+_SHITONE,HP+,[시토네] 턴 개시시 HP전부회복,HP전부회복,2,|100|100|100|100|,|ShitoneF_en|,
CONSUME+_MP_SHITONE,CONSUME+_MP,[아군] 소비MP +<VAL1>%,소비MP +<VAL1>%,0,|50|100|150|200|,|,
DAM+_SHITONE,DAM+_ALL,[적군] 주는 데미지 +<VAL1>%,주는 데미지 +<VAL1>%,1,|20|30|40|50|,,
DREAMER,DREAMER,[아군] 무기 공격력 2배/최대파워 +<VAL2> FPM 사용횟수 제한 없음,끝 너머의 미래로,4,|200|,|200|200|200|200|,
