StageID,StageTitle,Num,Cost,夜,NumEv,Ev使用,ジングル,エース会話,チャート,MapSpr,Type,Width,Height,OrigX,OrigY,反転,地上,IM背景,ジングル,強制出撃,出撃不可,出撃不可/周回時/Reimu,出撃不可/周回時/Marisa,PP曲,EP曲,BGM固定設定,bg_ground,bg_sky,bg_water,bg_sky_demo,fg_ground,fg_sky,Cond_Win,Cond_Lose,EX_Cond,WP_VAL0,WP_VAL1
48Common,와타츠키의 스펠카드,18,40,0,110,1,1,1,1,48Common,0,464,624,336,352,3,1,Title03_4,bou,|Udonge|0|,|Udonge|,|,|,pp_circus,ep_eiya,|battle_Yorihime|2|,shizuka,shizuka_sky,water_shizuka,space,,,|요리히메 격추.|,|성련선이 격추됨.|,|요리히메의 스펠카드를 <VAL0>장 이상 획득한다.(현재<VAL1>장)|,|2|2|2|2|,|0|0|0|0|
49Common,무중력의 무녀,15,36,0,110,1,1,1,1,49Common,0,1280,448,544,320,3,0,Title03_4,bou,|Reimu|0|Udonge|0|,|Udonge|,|,|,pp_getsumen,pp_getsumen,|pp_getsumen|0|,space,space_sky,water_river,space,,,|8번째 턴에 도달한다.|,|레이무 또는 성련선이 격추됨.|,|모든 아군 유닛이 흰 선의 우측에 있는 상태로 클리어한다.|,|0|0|0|0|,|0|0|0|0|
50Common,지령들의 기상,15,45,0,110,1,1,1,1,50Common,0,400,672,304,352,0,1,talk_Shrine_Winter,chi,|,|,|Kaguya|Eirin|Tewi|Letty|,|Kaguya|Eirin|Tewi|Letty|,pp_dendera,ep_eiya,|,forest_winter,forest_winter_sky,water_river,winter,,,|적의 전멸.|,|성련선이 격추됨.|,|<VAL0>턴 이내에 클리어한다.|,|5|5|5|5|,|0|0|0|0|
51Common,어둠에 잠기는 원망의 실,14,45,0,110,1,1,1,1,51Common,0,496,528,496,192,0,0,talk_Chitei,chi,|,|,|,|,pp_michi,ep_cafe,|,chitei,chitei_sky,,chitei,,,|야마메 격추.|,|성련선이 격추됨.|,|야마메와 키스메의 스펠카드를 같은 턴에 발동시킨다.|,|0|0|0|0|,|0|0|0|0|
52Common,지상으로의 가교,15,45,0,110,1,1,1,1,52Common,0,512,512,560,416,0,1,talk_Chitei,chi,|Suika|1|,|,|,|,pp_renmery,ep_cafe,|,chitei,chitei_sky,,chitei,,,|유기 격추.|,|성련선이 격추됨.|,|유기와 파르시를 같은 턴에 격추한다.|,|0|0|0|0|,|0|0|0|0|
53Common,엇갈림의 지령전,15,50,0,110,1,1,1,1,53Common,0,608,576,224,656,1,1,talk_Chireiden,chi,|,|,|Yugi|Parsee|Yamame|Kisume|,|Yugi|Parsee|Yamame|Kisume|,pp_renmery,ep_cafe,|,chireiden,chireiden_sky,chireiden,chireiden,,,|사토리 격추.|오린 격추.|,|성련선이 격추됨.|,|<VAL0>턴 이내에 사토리의 스펠카드를 발동시킨다.|,|5|5|5|5|,|0|0|0|0|
54Common,지옥의 인공태양,16,55,0,110,1,1,0,1,54Common,0,432,704,320,688,0,0,talk_Chireiden,chi,|,|,|,|,pp_mantle,pp_mantle,|pp_mantle|1|battle_Utsuho|2|,jigoku,jigoku_sky,,jigoku,,,|우츠호 격추.|,|성련선이 격추됨.|,|우츠호의 스펠카드를 전부 획득한다.|,|4|4|4|4|,|0|0|0|0|
55Common,일그러진 내일,16,55,0,110,1,0,0,1,55Common,1,896,704,368,640,1,0,Title03ost,chi,|Marisa|1|Reimu|1|,|,|Nue|Orin|,|Nue|Orin|,pp_lastremote,pp_lastremote,|pp_lastremote|1|battle_UtsuhoH|2|battle_UtsuhoH2|2|,burned,burned_sky,,burned,,,|지상을 지킨다.|,|성련선이 격추됨.|,|우츠호의 스펠카드를 전부 획득한다.|,|5|5|5|5|,|0|0|0|0|
56Common,눈이 녹은 신사,12,45,0,110,1,1,0,1,56Common,0,400,672,304,352,3,1,talk_Shrine_Spring,gen,|,|,|Murasa|Ichirin|Yugi|Parsee|Yamame|Kisume|,|Murasa|Ichirin|Yugi|Parsee|Yamame|Kisume|,pp_dendera,ep_cafe,|,forest_spring,forest_spring_sky,,spring,,,|이쿠 치르노 루미아 미스티아 리글 격추.|,|성련선이 격추됨.|,|네임드 유닛을 같은 턴에 <VAL0>체 격추한다.(현재<VAL1>체)|,|2|2|3|4|,|0|0|0|0|
57Common,유정천은 멈추지 않아,16,50,0,110,1,1,0,1,57Common,0,544,480,304,208,1,1,Title04_all,gen,|,|,|,|,pp_greenwich,ep_eiya,|,mountain_spring,mountain_spring_sky,water_river,mountain_spring,,,|텐시 격추.|,|성련선이 격추됨.|,|<VAL0>턴 이내에 텐시의 스펠카드를 발동시킨다.|,|4|4|4|4|,|0|0|0|0|
58Common,Dream of the Stray Dreamer,16,50,0,110,1,1,1,1,58Common,0,544,480,512,448,0,1,Title04_all,gen,|Iku|0|,|,|Tenshi|Utsuho|Orin|,|Tenshi|Utsuho|Orin|,ep_53min,ep_53min,|,mountain_spring,mountain_spring_sky,water_river,mountain_spring,,,|시로에게 인접.\n(시로는 10번째 턴에 철수한다.)|메코 격퇴.\n(메코는 HP가 30%이하가 되거나 10번째 턴 개시시 철수)|,|시로가 지정 포인트에 도달하거나 철수함. 또는 성련선이 격추됨.|성련선이 격추됨.|성련선 또는 우츠호가 격추됨.|,|?????|메코를 격추하여 클리어한다.|,|30|30|30|30|,|0|0|0|0|
59Common,한 번 놓았던 손,14,55,1,110,1,1,1,1,59Common,0,480,480,512,480,0,1,Title04_all,hoshi,|Murasa/Ichirin|0|,|,|,|,pp_renmery,ep_cafe,|,forest_night,forest_night_sky,,night,,,|누에 격추.|,|무라사나 이치린 또는 성련선이 격추됨.|,|UFO를 같은 턴에 <VAL0>체 격추한다.(앞으로 <VAL1>체)|,|8|9|10|11|,|8|9|10|11|
60Common,이노센트 포이즌,14,55,0,110,1,1,1,1,60Common,5,576,368,592,352,0,1,talk_Suzuran,gen,|Alice|0|,|,|,|,pp_agartha,ep_cafe,|,suzuran,suzuran_sky,,suzuran,,,|메디슨 격추.|,|앨리스가 격추됨.|,|앨리스가 메디슨과 유카와 전투한다.(앞으로 <VAL1>체)|,|0|0|0|0|,|2|2|2|2|
61Common,깜짝!? 탄막 세판 승부,14,55,0,110,1,1,1,1,61Common,0,560,448,480,288,0,1,talk_Village_Spring,gen,|,|,|,|,pp_dendera,ep_cafe,|,village,forest_spring_sky,,spring,,,|코가사 격추.|,|아군의 전멸.|,|세 곳의 지정포인트에 아군 유닛을 이동시킨다.(<VAL0>곳 남음)|,|3|3|3|3|,|0|0|0|0|
62Common,낙원의 심판,15,60,0,110,1,1,1,1,62Common,0,544,480,512,224,0,1,Title04_all,gen,|,|,|Satori|,|Satori|,pp_agartha,ep_eiya,|battle_Eiki|2|,forest_spring,forest_spring_sky,water_river,spring,,,|에이키 격추.|,|성련선이 격추됨.|,|에이키에게 10회 설교당한다.(<VAL1>회 남음)|,|0|0|0|0|,|10|10|10|10|
63Common,닫힌 사랑의 눈동자,16,60,0,110,1,1,1,1,63Common,0,528,640,480,224,0,1,Title04_all,chi,|Satori|0|,|Satori|,|,|,pp_agartha,ep_cafe,|battle_Koishi|1|,genbu,mountain_spring_sky,water_river,mountain_spring,,,|코이시 격추.|,|성련선이 격추됨.|,|<VAL0>턴 이내에 영격을 <VAL1>개 입수한다.|,|4|4|4|5|,|2|2|2|2|
64Common,마음의 대화를,0,0,0,110,0,0,1,1,64Common,6,592,416,656,496,0,1,talk_Chireiden_Rose,chi,|Satori|0|,|,|,|,pp_wind,pp_wind,|pp_mugen01|2|pp_mugen03|2|pp_mugen04|2|pp_mugen05|02|,rose,rose_sky,,rose,,,|코이시 격추.|코이시를 설득한다.\n(「설득」커맨드는 코이시에 인접하면 사용가능)|코이시를 찾아낸다.|코이시의 스펠을 부순다.| ,|사토리가 격추됨.|,|코이시의 스펠카드를 전부 획득한다.|,|0|0|0|0|,|0|0|0|0|
65Common,미스틱 보야주,16,60,1,110,1,1,0,1,65Common,0,560,576,528,176,0,0,talk_Makai,hoshi,|Alice|1|Satori/Koishi|0|,|,|Mima|,|Mima|,pp_makai,pp_makai,|,makai,makai_sky,water_makai,makai,,,|?????|유메코 격추.|,|앨리스 또는 성련선이 격추됨.|,|<VAL0>턴 이내에 클리어한다.|,|7|7|7|7|,|0|0|0|0|
66Common,Beyond the Seal,16,60,1,110,1,1,0,1,66Common,0,688,560,448,384,2,0,talk_Makai,hoshi,|Reimu/Sanae|0|Marisa/Patchouli|0|Tenshi/Iku|0|Nue/Ichirin|0|,|,|Murasa|,|Murasa|,pp_makai,pp_makai,|,makai,makai_sky,water_makai,makai,,,|레이무 페어가 왼쪽 위 마리사 페어가 오른쪽 위 \n텐시 페어가 왼쪽 아래 누에 페어가 오른쪽 아래의 지정 포인트에 도달.|,|아무 강제출격 유닛 또는 성련선이 격추됨.|,|<VAL0>턴 이내에 클리어한다.|,|5|5|5|5|,|0|0|0|0|
67Common,천년의 시간의 쐐기 (전편),16,60,1,110,1,1,0,1,67Common,0,496,800,336,800,0,0,talk_Makai,hoshi,|Sho/Nazrin|0|Ran/Chen|0|Youmu/Momiji|0|Udonge/Kaguya|0|,|,|,|,pp_hokkai,pp_hokkai,|,hokkaiA,hokkaiA_sky,,hokkaiA,,,|쇼가 지정 포인트에 도달.|,|쇼 또는 나즈린가 격추됨.|쇼나 나즈린 또는 성련선이 격추됨.|,|적을 전멸시켜 클리어한다.|,|0|0|0|0|,|0|0|0|0|
68Common,천년의 시간의 쐐기 (후편),16,60,1,110,1,0,1,1,68Common,0,496,800,352,432,3,0,talk_Hokkai,hoshi,|Alice|1|Sho|0|,|,|Byakuren|,|Byakuren|,pp_hokkai,pp_hokkai,|battle_Byakuren|1|battle_Shinki|2|,hokkaiB,hokkaiB_sky,,hokkaiB,,,|신키 격추.|,|뱌쿠렌이나 쇼나 앨리스 또는 성련선이 격추됨.|,|신키와 유메코의 스펠카드를 전부 획득한다.|,|0|0|0|0|,|0|0|0|0|
69Common,흉조,0,0,0,110,1,1,1,1,69Common,1,400,672,304,352,2,1,Title04_all,gen,|Reimu/Marisa|0|Sanae/Kogasa|0|Suwako/Kanako|0|Keine/Mokou|0|Byakuren/Nue|0|Murasa/Ichirin|0|Koishi/Orin|0|Alice/Nitori|0|Elliy/Kurumi|0|,|,|Shinki|Yumeko|,|Shinki|Yumeko|,pp_agartha,ep_cafe,|,forest_spring,forest_spring_sky,,spring,,,|적의 전멸.|,|아군의 전멸.|,|<VAL0>턴 이내에 클리어한다.|,|5|5|5|5|,|0|0|0|0|
70Common,꿈의 결,16,63,0,110,1,1,0,1,70Common,0,544,480,208,160,1,1,Title04_all,gen,|Eirin|0|Cirno/Daiyosei|0|Sunny|0|Luna|0|Star|0|LilyW|0|,|,|Yorihime|Toyohime|Reisen|,|Yorihime|Toyohime|Reisen|,pp_agartha,ep_53min,|,bamboo,bamboo_sky,,spring,,,|메코 격퇴.\n(메코는 HP가 20%이하가 되면 후퇴한다)|,|적이 흰 선의 안쪽에 침입하거나 아무 강제출격 유닛 또는 성련선이 격추됨.|성련선이 격추됨. 또는 흰 선의 안쪽에 적의 침입.|,|?????|아군의 증원 후 <VAL0>턴 이내에 메코를 격추하여 클리어한다.\n(<VAL1>턴 남음)|,|3|3|3|3|,|3|3|3|3|
71Common,꿈과 환상의 심부로,16,65,0,110,1,1,1,1,71Common,1,688,560,752,544,0,0,talk_Mugenkan,gen,|Tenshi|1|,|,|,|,pp_izanagi,pp_izanagi,|pp_izanagi|0|,mugenkan,mugenkan_sky,water_mugenkan,mugenkan,,,|모든 아군 유닛이 지정된 영역에 도달.|,|아군의 전멸 또는 성련선이 격추됨.|,|적을 전멸시켜 <VAL0>턴 이내에 클리어한다.|,|6|6|6|6|,|0|0|0|0|
72Common,우리들의 비상천칙,16,65,0,110,1,1,1,1,72Common,0,560,448,592,272,0,0,talk_Grave,gen,|,|,|Tensoku|,|Tensoku|,pp_kikai,pp_kikai,|,grave,grave_sky,,grave,,,|?????|비상천칙의 HP를2000이하로 만든다.|오오나마즈 격추.|,|성련선이 격추됨.|성련선이 격추됨. 또는 비상천칙이 격추됨.|성련선이 격추됨.|,|?????|비상천칙의 HP를 100이하로 만든다.|,|100|100|100|100|,|0|0|0|0|
73Common,환상향 나이트메어,16,65,0,110,1,1,1,1,73Common,0,624,608,400,416,3,1,talk_Marchen,gen,|Cirno|0|Rumia|0|Wriggle|0|Mystia|0|Daiyosei|0|Letty|0|Tensoku|0|,|,|,|,pp_jujigun,pp_jujigun,|pp_jujigun|2|,marchen,marchen_sky,,marchen,,,|?????|악몽(뱌쿠렌) 악몽(미마) 격추.|,|아무 강제출격 유닛이 격추됨.|성련선이 격추됨.|,|?????|12턴 이내에 악몽을<VAL1>체 격추한다.(현재 <VAL0>체)|,|0|0|0|0|,|30|30|30|30|
74Common,Tribute,16,65,0,110,1,0,1,1,74Common,0,640,528,576,480,0,0,talk_Meikai_Layla,gen,|Lunasa|0|Merlin|0|Lyrica|0|,|,|,|,ep_53min,ep_53min,|ep_53min|1|,bizarre,bizarre_sky,,bizarre,,,|거대 양 격추.|,|루나사나 리리카나 메를랑 또는 성련선이 격추됨.|,|4턴 이내에 적을<VAL0>체 격추한다.\n(앞으로 <VAL1>체)|,|12|12|12|12|,|12|12|12|12|
75Common,꽃은 환상인 채로,16,65,0,110,1,0,1,1,75Common,0,592,752,400,688,0,1,talk_Flower,gen,|Yukari|1|,|,|,|,pp_Yukachan,pp_Yukachan,|battle_Yukachan|2|,ruined,ruined_sky,,ruined,,,|유카 격추.|,|유카리 또는 성련선이 격추됨.|,|유카의 스펠카드를 전부 획득한다.|,|0|0|0|0|,|0|0|0|0|
76Common,양이 꾸는 꿈,18,70,0,110,1,0,1,1,76Common,0,1280,480,1152,384,0,1,talk_Mugen,gen,|Reimu|1|Marisa|1|,|,|,|,battle_Meko,battle_Meko,|battle_Meko2|2|,mugen,mugen_sky,,mugen,,,|메코 격추.|,|레이무 마리사 또는 성련선이 격추됨.|,|메코의 스펠카드를 전부 획득한다.|,|0|0|0|0|,|0|0|0|0|
77Common,꿈의 끝,18,999,0,110,1,0,1,1,77Common_01,7,880,880,544,784,3,0,Title04ost,fin,|Reimu|1|Marisa|1|,|,|,|,pp_warabe,pp_warabe,|pp_warabe|2|battle_Makura|2|pp_GSW|2|,final,final_sky,,final,,,|?????|꿈의 끝을 본다.|,|레이무 마리사 또는 성련선이 격추됨.|,|이 스테이지는 보너스 조건이 없습니다.|,|0|0|0|0|,|0|0|0|0|
EP02,요 에필로그,0,0,0,0,0,1,0,0,28Marisa,0,496,528,512,272,0,1,,,|,|,|,|,,,|,forest,forest_sky,,,,,||,||,||,|0|0|0|0|,|0|0|0|0|
OP03,영 오프닝,0,0,0,0,0,1,0,0,OP03,0,400,672,304,352,0,1,,,|Alice|0|Sanae|0|Marisa|0|Reimu|0|,|,|,|,,,|,forest,forest_sky,,,,,||,||,||,|0|0|0|0|,|0|0|0|0|
OP04,몽 오프닝,0,0,0,0,0,1,0,0,OP04,0,400,704,304,352,0,1,,,|,|,|,|,,,|,,,,,,,||,||,||,|0|0|0|0|,|0|0|0|0|
OP04B,C70개시시 (1),16,63,0,0,0,1,0,0,70CommonB,0,544,480,304,208,0,1,,,|LilyW|0|Star|0|Luna|0|Sunny|0|Cirno/Daiyosei|0|Eirin|0|,|,|,|,,,|,,,,,,,||,||,||,|0|0|0|0|,|0|0|0|0|
OP04C,C70개시시 (2),0,0,0,0,0,1,0,0,71Common,1,688,560,752,544,0,1,,,|,|,|,|,,,|,,,,,,,||,||,||,|0|0|0|0|,|0|0|0|0|
ED04,엔딩 전 세이브데이터,0,0,0,0,0,1,0,0,71Common,1,688,560,752,544,0,1,,,|,|,|,|,,,|,,,,,,,||,||,||,|0|0|0|0|,|0|0|0|0|
OP_OST,OST01개시시,20,70,0,0,0,1,0,0,77CommonB_all,0,880,880,544,784,0,1,,,|,|,|,|,,,|,,,,,,,||,||,||,|0|0|0|0|,|0|0|0|0|
100Common,디버그용,20,999,0,110,1,1,0,0,77Common,0,880,880,544,784,3,0,Title04ost,fin,|,|,|,|,pp_warabe,pp_warabe,,final,final_sky,,final,,,|?????|꿈의 끝을 본다.|,|레이무 마리사 또는 성련선이 격추됨.|,|이 스테이지는 보너스 조건이 없습니다.|,|0|0|0|0|,|0|0|0|0|
01Sakuya,달과 해와 종자,0,20,0,110,1,1,0,1,09Common,0,496,464,192,464,1,1,Title01,Sakuya,|Remilia|0|,|,|,|,pp_renmery,ep_eiya,|,library,library_sky,,library,,,|유카의 HP를 50%이하로 만든다.\n(레밀리아의 HP가 30%미만이 되면 강제 클리어)|,|아무 아군 유닛이 격추됨.|,|레밀리아의 공격으로 승리조건을 달성하고 \n레밀리아의 HP를 <VAL0>%이상 남기고 클리어한다.|,|30|30|30|30|,|0|0|0|0|
02Sakuya,흔들리는 달시계,0,20,0,110,1,1,0,1,02Sakuya,0,496,464,528,192,0,1,talk_Koumakan_Library,Sakuya,|Sakuya|0|,|,|,|,pp_dendera,ep_cafe,|,library,library_sky,,library,,,|책을 3권이상 회추한다.|,|책을 3권이상 빼앗기거나 아무 아군 유닛이 격추됨.|,|그리모와르를 전부 격추한다.|,|0|0|0|0|,|0|0|0|0|
03Sakuya,손바닥 위의 나이프,0,20,0,110,1,1,0,1,10Common,0,688,704,704,560,0,1,talk_Koumakan_Int_Night,Sakuya,|Sakuya|0|,|,|,|,pp_dendera,ep_eiya,|,kouma_intB,kouma_intB_sky,,koumaB,,,|적의 전멸.|,|아무 아군 유닛이 격추됨.|,|<VAL0>턴 이내에 클리어한다.|,|6|6|6|6|,|0|0|0|0|
04Sakuya,완벽하고 소쇄한 메이드,0,20,0,110,1,1,0,1,04Sakuya,0,480,384,512,176,0,1,talk_Koumakan_Int,Sakuya,|Sakuya|0|,|,|,|,pp_toroya,ep_cafe,|,pond,pond_sky,water_river,,,,|적의 전멸.|,|사쿠야 또는 사신이 격추됨.|,|원령(적)을 마지막으로 격추하여 클리어한다.|,|0|0|0|0|,|0|0|0|0|
05Sakuya,사쿠야 씨 루트 클리어 후 용,1,20,0,110,1,1,0,0,04Sakuya,0,480,384,512,176,0,1,talk_Koumakan_Int,Sakuya,|,|,|,|,pp_toroya,ep_cafe,|,pond,pond_sky,water_river,,,,||,||,||,|0|0|0|0|,|0|0|0|0|
01OST,드림 온 더 문,20,70,0,110,1,1,0,1,47Common,0,464,624,336,336,3,1,Title03_4,gen,|,|,|,|,battle_Reisen,battle_Reisen,|,shizuka,shizuka_sky,water_shizuka,space,,,|적의 전멸.|,|성련선이 격추됨.|,|<VAL0>턴 이내에 클리어한다.|,|5|5|5|5|,|0|0|0|0|
02OST,추억의 스펠카드,20,80,0,110,1,1,0,1,48Common,0,464,624,336,352,3,1,Title03_4,gen,|,|,|,|,pp_toroya,pp_toroya,|,shizuka,shizuka_sky,water_shizuka,space,,,|요리히메 격추.|,|성련선이 격추됨.|,|요리히메의 스펠카드를 <VAL0>장 이상 획득한다.\n(현재<VAL1>장)|,|3|3|3|3|,|0|0|0|0|
03OST,꿈 하늘의 환상소녀,20,80,0,110,1,1,0,1,49Common,0,1280,448,544,320,3,1,Title03_4,gen,|,|,|,|,pp_gfree,pp_gfree,|pp_gfree|2|,space_sky,space_sky,,space,,,|8번째 턴에 도달한다.|,|성련선이 격추됨.|,|모든 아군 유닛이 흰 선의 우측에 있는 상태로 클리어한다.|,|0|0|0|0|,|0|0|0|0|
04OST,드림 어게인 클리어 후 용,20,999,0,110,1,1,0,0,49Common,0,1280,448,544,320,3,1,Title03_4,gen,|,|,|,|,,,|,,,,,,,||,||,||,|0|0|0|0|,|0|0|0|0|
01Meko,메코의 탄막전,1,0,0,110,1,1,0,1,27Common,0,448,384,528,464,0,1,talk_Road_Winter,Meko,|Meko|0|,|,|,|,pp_dendera,ep_eiya,|,forest_winter,forest_winter_sky,,winter,,,|뱌쿠렌 격추.|,|메코가 격추됨.|,|메코로 아무 적 유닛을 격추한다.\n(원호공격에 의한 격추도 대상)|,|0|0|0|0|,|0|0|0|0|
02Meko,다과회의 오후엔 탄막의 비,2,0,0,110,1,1,0,1,25Marisa,1,448,384,192,192,1,1,talk_Alice_Winter,Meko,|Meko|0|Sanae/Kogasa|0|,|,|,|,pp_circus,ep_eiya,|,forest_winter,forest_winter_sky,,winter,,,|레밀리아 격추.|,|메코가 격추됨.|,|메코로 적 유닛을 <VAL0>체 격추한다.\n(현재 <VAL1>체)|,|3|3|3|3|,|0|0|0|0|
03Meko,홍백탄합전,2,0,0,110,1,1,0,1,03Meko,0,544,480,208,160,1,1,talk_Eientei_Hallway,Meko,|Meko|0|Alice/Medicine|0|,|,|,|,pp_agartha,ep_eiya,|,forest_winter,forest_winter_sky,,winter,,,|모코우 격추.|,|메코가 격추됨.|,|메코가 토요히메와 <VAL0>회 전투한다.\n(현재 <VAL1>회)|,|3|3|3|3|,|0|0|0|0|
04Meko,꿈꾸는 어린 양,2,0,0,110,1,1,0,1,52Common,0,512,512,544,512,1,1,talk_Chireiden,Meko,|Meko|0|Youmu/Udonge|0|,|,|,|,pp_izanagi,ep_eiya,|,chitei,chitei_sky,,chitei,,,|미마 격추.|,|메코나 우츠호 또는 오린이 격추됨.|,|미마를 마지막으로 격추하여 클리어한다.|,|0|0|0|0|,|0|0|0|0|
05Meko,끝에서의 한 걸음,2,0,0,110,1,1,0,1,50Common,0,400,672,304,352,1,1,talk_Shrine_Winter,Meko,|Meko|0|Makura|0|,|,|,|,pp_renmery,ep_eiya,|,forest_winter,forest_winter_sky,,winter,,,|레이무 또는 마리사 격추.|,|메코 또는 마쿠라가 격추됨.|,|메코 또는 마쿠라로 승리조건을 달성한다.|,|0|0|0|0|,|0|0|0|0|
06Meko,메코 짱 루트 클리어 후 용,2,999,0,110,1,1,0,0,50Common,0,400,672,304,352,0,1,talk_Shrine_Winter,Meko,|,|,|,|,,ep_eiya,|,forest_winter,forest_winter_sky,,winter,,,||,||,||,|0|0|0|0|,|0|0|0|0|
01EX,마계의 희귀본,0,0,0,110,1,1,1,1,01EX,0,560,448,240,480,1,1,talk_Village,kou,|Reimu|0|Marisa|0|Keine|0|Alice|0|,|,|,|,pp_dendera,ep_eiya,|,village,forest_sky,,,,,|마계충 격추.|,|아무 아군 유닛이 격추됨.|아큐가 격추됨. 또는 아큐 이외의 아군의 전멸.|,|?????|「박치기」를 마계충에 사용한다.\n(원호공격에 의한 사용은 대상외)|,|0|0|0|0|,|0|0|0|0|
02EX,새로워지는 결계,0,0,0,110,1,1,1,1,02EX,0,400,672,304,352,3,1,talk_Shrine_Winter,bou,|,|,|,|,battle_Seirensen,ep_eiya,|,forest_winter,forest_winter_sky,water_river,winter,,,|레이무 격추.|,|아무 아군 유닛이 격추됨.|,|레이무의 스펠카드를 획득한다.|,|0|0|0|0|,|0|0|0|0|
29MarisaB,M29클리어시 연출,0,0,0,110,0,0,0,0,28Marisa,0,496,528,384,336,0,1,,,|,|,|,|,pp_pcomes,ep_eiya,|,chitei,chitei_sky,,chitei,,,||,||,||,|0|0|0|0|,|0|0|0|0|
70CommonA,루트 선택(A루트),16,65,0,110,1,1,1,0,,0,0,0,0,0,0,1,Title04_all,gen,|,|,|,|,,,,,,,,,,,,,,
70CommonB,루트 선택(B루트),16,65,0,110,1,1,1,0,,0,0,0,0,0,0,1,Title04_all,gen,|,|,|,|,,,,,,,,,,,,,,
71CommonB,꿈과 환상의 심부로,16,65,0,110,1,1,0,1,71Common,1,688,560,752,544,0,1,talk_Mugen,gen,|,|,|,|,pp_izanagi,pp_izanagi,|pp_izanagi|0|,mugenkan,mugenkan_sky,water_mugenkan,mugenkan,,,|모든 아군 유닛이 지정된 영역에 도달.|,|아군의 전멸 또는 성련선이 격추됨.|,|적을 전멸시켜 <VAL0>턴 이내에 클리어한다.|,|3|3|3|3|,|0|0|0|0|
72CommonB,버려진 꿈의 태동,16,65,0,110,1,1,0,1,71CommonB,1,688,560,569,384,0,1,talk_Mugen,Broute,|Makura|0|,|Makura|,|,|,pp_gfree,pp_gfree,,mugen,mugen_sky,,mugen,,,|모든 결계의 요를 격추.|,|성련선이 격추됨. 또는 5번째 턴이 된다.|,|적을 전멸시켜 클리어한다.|,|0|0|0|0|,|0|0|0|0|
73CommonB,Stray Dreamer,17,70,0,110,1,0,0,1,36Common,0,448,384,352,304,0,1,talk_Mugen,Broute,|Makura|0|Meko|1|,|,|,|,talk_rain01,talk_rain01,|talk_rain01|0|battle_Shitone|1|,forest_night,forest_night_sky,,night,,,|적의 전멸.|데빌천칙 격추.|,|마쿠라가 격추됨.|마쿠라가 격추됨. 또는 성련선이 격추됨.|,|?????|적을 전멸시켜 클리어한다.|,|0|0|0|0|,|0|0|0|0|
74CommonB,수많은 꿈과 함께,16,70,0,110,1,1,1,1,76Common,0,1280,480,1152,384,2,1,talk_Mugen,Broute,|Meko|1|Makura|1|,|,|,|,pp_izanagi,pp_izanagi,,mugen,mugen_sky,,mugen,,,|적의 전멸.|,|메코나 마쿠라 또는 성련선이 격추됨.|,|모든 스펠카드를 획득한다.|,|0|0|0|0|,|0|0|0|0|
75CommonB,마음에 꿈을 이상에 미래를,18,999,0,110,1,0,1,1,77CommonC,0,880,880,544,784,1,1,talk_Suzuran,Broute,|Makura|1|,|,|,|,pp_final,pp_final,|pp_final|2|battle_Shitone2|2|pp_enigma|2|,final,final_sky,,final,,,|?????|끝 너머의 미래를 붙잡는다.|,|마쿠라 또는 성련선이 격추됨.|,|이 스테이지는 보너스 조건이 없습니다.|,|0|0|0|0|,|0|0|0|0|
76CommonB,B루트 클리어 후 용,2,999,0,110,1,1,1,0,,0,0,0,0,0,0,1,talk_Suzuran,,,,,,,,,,,,,,,,,,,
