ID,Title,BGM,Min,Max,Route,開放済みID,採用
YUHAKU03,「熱き炎！　恋人の絆！」,battle_Mokou,34,-1,,YUHAKU02,0
YUHAKU04,「妹紅復活！　死ねない運命！」,battle_Mokou,34,-1,,YUHAKU03,0
YUHAKU05,「永琳の継承者トーナメント開始」,battle_Mokou,44,-1,,YUHAKU04,0
YUHAKU06,「闇アイテム・月の羽衣」,battle_Mokou,48,-1,,YUHAKU05,0
YUHAKU07,「鬼の四天王！　地底への挑戦！」,battle_Mokou,52,-1,,YUHAKU06,0
YUHAKU08,「映姫・覚悟の悔悟棒！」,battle_Mokou,72,-1,,YUHAKU07,0
YUHAKU09,「フォーエバー！　幻想少女大戦」,battle_Mokou,76,-1,,YUHAKU08,0
TURNA_REIMU,「레이무さんの戦い」,battle_Sanae3,22,-1,,YOKOKU_22Common,0
TURNA_YASAKA,「八坂様と洩矢様」,battle_Sanae3,22,-1,,TURNA_REIMU,0
TURNA_SAIKAI,「二柱の再会」,battle_Sanae3,23,-1,,TURNA_YASAKA,0
TURNA_SHUGHO,「現人神修行」,battle_Sanae,24,-1,,TURNA_SAIKAI,0
TURNA_HANGONCHO,「反魂蝶」,battle_Sanae,33,-1,,TURNA_SHUGHO,0
NAKIMUSHI,「泣き虫大妖精」,battle_Sanae,47,49,,TURNA_HANGONCHO,0
NIA01,「ヒトっていったい何かしら」,battle_Koishi,46,49,,YOKOKU_45Common,0
NIA02,「地上っていったい何かしら」,battle_Koishi,46,49,,NIA01,0
NIA03,「お姉ちゃん、たーんと召し上がれ」,battle_Koishi,50,55,,NIA02,0
NIA04,「お姉ちゃん、目を閉じて」,battle_Koishi,55,64,,NIA03,0
NIA05,「私っていったい誰かしら」,battle_Koishi,55,64,,NIA04,0
NIA06,「私たちは明日へ向かいます」,battle_Koishi,76,-1,,NIA05,0
KEDAMA01,鉛色の血(ブラッド),pp_dendera,45,-1,,YOKOKU_45Common,0
KEDAMA02,闇の中の背中(メモリー),pp_dendera,52,-1,,KEDAMA01,0
KEDAMA03,心なき銃撃戦(バウト),pp_dendera,52,-1,,KEDAMA02,0
M7_SYNC,「シンクロレベル」,battle_Reimu,41,-1,,YOKOKU_41Common,0
M7_SISTER,「ルナティックシスター」,battle_Reimu,48,-1,,YOKOKU_48Common,0
EVA01,「天子、来訪」,battle_Tenshi,58,58,,YOKOKU_58Common,0
EVA02,「せめて、天人らしく」,battle_Tenshi,59,-1,,EVA01,0
EVA03,「嘘と羽衣」,battle_Tenshi,62,-1,,EVA02,0
EVA04,「揺れない、大地」,battle_Tenshi,67,-1,,EVA03,0
EVA05,「マカイ・ダイバー」,battle_Tenshi,65,68,,EVA04,0
EVA06,「夢の造りしもの」,battle_Tenshi,72,72,,EVA05,0
YOKOKU_01Reimu,「楽園の素敵な巫女」,talk_yokoku,1,1,Reimu,,0
YOKOKU_01Marisa,「門出」,talk_yokoku,1,1,Marisa,,0
YOKOKU_02Reimu,「人里への来訪者」,talk_yokoku,2,2,Reimu,,0
YOKOKU_02Marisa,「魔法使いたちと嘘」,talk_yokoku,2,2,Marisa,,0
YOKOKU_03Common,「白銀の従者」,talk_yokoku,3,3,,,0
YOKOKU_04Reimu,「霧中の戦い」,talk_yokoku,4,4,Reimu,,0
YOKOKU_04Marisa,「魔砲！ マスタースパーク」,talk_yokoku,4,4,Marisa,,0
YOKOKU_05Reimu,「疾風！ 旋風！ 射命丸」,talk_yokoku,5,5,Reimu,,0
YOKOKU_05Marisa,「大妖精SOS」,talk_yokoku,5,5,Marisa,,0
YOKOKU_06Common,「湖上の交錯(前編)」,talk_yokoku,6,6,,,0
YOKOKU_07Common,「湖上の交錯(後編)」,talk_yokoku,7,7,,,0
YOKOKU_08Common,「紅色の境」,talk_yokoku,8,8,,,0
YOKOKU_09Common,「大図書館の罠」,talk_yokoku,9,9,,,0
YOKOKU_10Common,「人と妖と」,talk_yokoku,10,10,,,0
YOKOKU_11Common,「永遠に紅い幼き月」,talk_yokoku,11,11,,,0
YOKOKU_12Common,「夏の別荘」,talk_yokoku,12,12,,,0
YOKOKU_13Reimu,「鳴り響く、風神の鐘」,talk_yokoku,13,13,Reimu,,0
YOKOKU_13Marisa,「シスター・オブ・スカーレット」,talk_yokoku,13,13,Marisa,,0
YOKOKU_14Common,「封じられた闇の底へ」,talk_yokoku,14,14,,,0
YOKOKU_15Common,「Scarlets」,talk_yokoku,15,15,,,0
YOKOKU_16Common,「再訪」,talk_yokoku,16,16,,,0
YOKOKU_17Common,「神の棲む山」,talk_yokoku,17,17,,,0
YOKOKU_18Reimu,「その人間に手を出すな」,talk_yokoku,18,18,Reimu,,0
YOKOKU_18Marisa,「紅の館に手を出すことは」,talk_yokoku,18,18,Marisa,,0
YOKOKU_19Common,「突入！ 秋の霊山」,talk_yokoku,19,19,,,0
YOKOKU_20Reimu,「厄神様の災難」,talk_yokoku,20,20,Reimu,,0
YOKOKU_20Marisa,「友情の対岸」,talk_yokoku,20,20,Marisa,,0
YOKOKU_21Common,「見える道行き」,talk_yokoku,21,21,,,0
YOKOKU_22Common,「信仰は、はかなき人間のもとに」,talk_yokoku,22,22,,,0
YOKOKU_23Common,「あゝ天地よ人よ　神湖の地に」,talk_yokoku,23,23,,,0
YOKOKU_24Common,「弾幕戦イッキコール」,talk_yokoku,24,24,,,0
YOKOKU_25Reimu,「少女たちの冬」,talk_yokoku,25,25,Reimu,,0
YOKOKU_25Marisa,「雪踏みのビジター」,talk_yokoku,25,25,Marisa,,0
YOKOKU_26Common,「春雪」,talk_yokoku,26,26,,,0
YOKOKU_27Common,「昨日の敵と今日の敵」,talk_yokoku,27,27,,,0
YOKOKU_28Reimu,「四季交々」,talk_yokoku,28,28,Reimu,,0
YOKOKU_28Marisa,「幻想の風穴」,talk_yokoku,28,28,Marisa,,0
YOKOKU_29Reimu,「エンカウンター」,talk_yokoku,29,29,Reimu,,0
YOKOKU_29Marisa,「クローズド・ランナウェイ」,talk_yokoku,29,29,Marisa,,0
YOKOKU_30Common,「雲の上の桜花結界(前編)」,talk_yokoku,30,30,,,0
YOKOKU_31Common,「雲の上の桜花結界(後編)」,talk_yokoku,31,31,,,0
YOKOKU_32Common,「白玉楼階段の死線」,talk_yokoku,32,32,,,0
YOKOKU_33Common,「完全なる墨染の桜」,talk_yokoku,33,33,,,0
YOKOKU_34Common,「散りゆく花に捧ぐ」,talk_yokoku,34,34,,,0
YOKOKU_35Common,「浮上」,talk_yokoku,35,35,,,0
YOKOKU_36Common,「逃亡者」,talk_yokoku,36,36,,,0
YOKOKU_37Reimu,「夜闇に誘う歌声」,talk_yokoku,37,37,Reimu,,0
YOKOKU_37Marisa,「夜空を舞う地上の星」,talk_yokoku,37,37,Marisa,,0
YOKOKU_38Reimu,「UNDEFINED」,talk_yokoku,38,38,Reimu,,0
YOKOKU_38Marisa,「地上の兎、月の兎」,talk_yokoku,38,38,Marisa,,0
YOKOKU_39Reimu,「博麗の結界」,talk_yokoku,39,39,Reimu,,0
YOKOKU_39Marisa,「霧雨の火炉」,talk_yokoku,39,39,Marisa,,0
YOKOKU_40Reimu,「対決！ 레이무vs.魔理沙」,talk_yokoku,40,40,Reimu,,0
YOKOKU_40Marisa,「対決！ 魔理沙vs.레이무」,talk_yokoku,40,40,Marisa,,0
YOKOKU_41Common,「刻む人の歴史」,talk_yokoku,41,41,,,0
YOKOKU_42Common,「姫を隠す永の檻」,talk_yokoku,42,42,,,0
YOKOKU_43Common,「幻想を試す五つの難題」,talk_yokoku,43,43,,,0
YOKOKU_44Common,「第44話」,talk_yokoku,44,44,,,0
YOKOKU_45Common,「見上げた先の空」,talk_yokoku,45,45,,,0
YOKOKU_46Common,「星の海への船出」,talk_yokoku,46,46,,,0
YOKOKU_47Common,「幻想少女・オン・ザ・ムーン」,talk_yokoku,47,47,,,0
YOKOKU_48Common,「綿月のスペルカード」,talk_yokoku,48,48,,,0
YOKOKU_49Common,「無重力の巫女」,talk_yokoku,49,49,,,0
YOKOKU_50Common,「地霊たちの起床」,talk_yokoku,50,50,,,0
YOKOKU_51Common,「闇に沈む怨嗟の糸」,talk_yokoku,51,51,,,0
YOKOKU_52Common,「地上への架け橋」,talk_yokoku,52,52,,,0
YOKOKU_53Common,「すれ違いの地霊殿」,talk_yokoku,53,53,,,0
YOKOKU_54Common,「地獄の人工太陽」,talk_yokoku,54,54,,,0
YOKOKU_55Common,「歪められた明日」,talk_yokoku,55,55,,,0
YOKOKU_56Common,「雪解けの神社」,talk_yokoku,56,56,,,0
YOKOKU_57Common,「有頂天は止まらない」,talk_yokoku,57,57,,,0
YOKOKU_58Common,「Dream of the Stray Dreamer」,talk_yokoku,58,58,,,0
YOKOKU_59Common,「一度離した手」,talk_yokoku,59,59,,,0
YOKOKU_60Common,「イノセント・ポイズン」,talk_yokoku,60,60,,,0
YOKOKU_61Common,「びっくり？！ 弾幕三番勝負」,talk_yokoku,61,61,,,0
YOKOKU_62Common,「楽園の審判」,talk_yokoku,62,62,,,0
YOKOKU_63Common,「閉じた恋の瞳」,talk_yokoku,63,63,,,0
YOKOKU_64Common,「心の対話を」,talk_yokoku,64,64,,,0
YOKOKU_65Common,「ミスティック・ヴォヤージュ」,talk_yokoku,65,65,,,0
YOKOKU_66Common,「Beyond the Seal」,talk_yokoku,66,66,,,0
YOKOKU_67Common,「千年の時の楔(前編)」,talk_yokoku,67,67,,,0
YOKOKU_68Common,「千年の時の楔(後編)」,talk_yokoku,68,68,,,0
YOKOKU_69Common,「凶兆」,talk_yokoku,69,69,,,0
YOKOKU_70Common,「夢顕」,talk_yokoku,70,70,,,0
YOKOKU_71Common,「夢と幻の淵へ」,talk_yokoku,71,71,,,0
YOKOKU_72Common,「第72話」,talk_yokoku,72,72,,,0
YOKOKU_73Common,「幻想郷ナイトメア」,talk_yokoku,73,73,,,0
YOKOKU_74Common,「Tribute」,talk_yokoku,74,74,,,0
YOKOKU_75Common,「花は幻想のままに」,talk_yokoku,75,75,,,0
YOKOKU_76Common,「羊の見る夢」,talk_yokoku,76,76,,,0
YOKOKU_77Common,「夢の最果て」,talk_yokoku,77,77,,,0
YOKOKU_01Sakuya,「月と太陽と従者」,talk_yokoku,1,1,Sakuya,,0
YOKOKU_02Sakuya,「揺れる月時計」,talk_yokoku,2,2,Sakuya,,0
YOKOKU_03Sakuya,「掌の上のナイフ」,talk_yokoku,3,3,Sakuya,,0
YOKOKU_04Sakuya,「完全で瀟洒なメイド」,talk_yokoku,4,4,Sakuya,,0
YOKOKU_78Common,「ドリーム・オン・ザ・ムーン」,talk_yokoku,78,78,,,0
YOKOKU_79Common,「追憶のスペルカード」,talk_yokoku,79,79,,,0
YOKOKU_80Common,「夢宙の幻想少女」,talk_yokoku,80,80,,,0
YOKOKU_01Meko,「メーコの弾幕戦」,battle_Meko,1,1,Meko,,0
YOKOKU_02Meko,「お茶会の午後に弾幕の雨」,battle_Meko,2,2,Meko,,0
YOKOKU_03Meko,「紅白弾合戦」,battle_Meko,3,3,Meko,,0
YOKOKU_04Meko,「夢見る仔羊」,battle_Meko,4,4,Meko,,0
YOKOKU_05Meko,「果てより一歩」,battle_Meko,5,5,Meko,,0
