StageID,EvID,値1,周回,場面,味方指定,敵指定,ﾀｰﾝ下限,ﾀｰﾝ上限,発生済EvID,未発生EvID,Exit,戦闘前,拡大,条件1,値1-1,値1-2,条件2,値2-1,値2-2,繰返,特殊処理,特殊処理,値2
28Reimu,21,0,0,行動終了,Rumia,,,,,,1,,0,現在地形,雪だるま,,,,,0,,,
28Reimu,22,0,0,行動終了,Cirno,,,,,,1,,0,現在地形,雪だるま,,,,,0,,,
28Reimu,23,0,0,行動終了,Daiyosei,,,,,,1,,0,現在地形,雪だるま,,,,,0,,,
28Reimu,24,0,0,行動終了,Minoriko,,,,,,1,,0,現在地形,雪だるま,,,,,0,,,
28Reimu,25,0,0,行動終了,Shizuha,,,,,,1,,0,現在地形,雪だるま,,,,,0,,,
28Reimu,26,0,0,行動終了,Mokou,,,,,,1,,0,現在地形,雪だるま,,,,,0,,,
28Reimu,27,0,0,行動終了,LilyW,LilyB,,,,,,1,,0,現在地形,雪だるま,,,,,0,,,
28Reimu,28,0,0,行動終了,Letty,,,,,,1,,0,現在地形,雪だるま,,,,,0,,,
28Reimu,29,0,0,行動終了,Aya,,,,,,1,,0,現在地形,雪だるま,,,,,0,,,
28Reimu,30,0,0,行動終了,Momiji,,,,,,1,,0,現在地形,雪だるま,,,,,0,,,
28Reimu,31,0,0,行動終了,Sanae,,,,,,1,,0,現在地形,雪だるま,,,,,0,,,
28Reimu,41,41,0,行動終了,Meko,Makura,,,,,,1,,0,現在地形,雪だるま,,,,,0,,,
28Marisa,22,0,0,戦闘前,,JKarasu,,,,,1,1,0,,,,,,,0,,,
28Marisa,8,0,0,戦闘前,Marisa,Yamame,,,,,1,1,0,,,,,,,0,,,
28Marisa,9,0,0,戦闘前,Alice,Yamame,,,,,1,1,0,,,,,,,0,,,
28Marisa,10,0,0,戦闘前,Sakuya,Yamame,,,,,1,1,0,,,,,,,0,,,
28Marisa,11,0,0,戦闘前,Nitori,Yamame,,,,,1,1,0,,,,,,,0,,,
28Marisa,12,0,0,戦闘前,Patchouli,Yamame,,,,,1,1,0,,,,,,,0,,,
28Marisa,13,0,0,戦闘前,Komachi,Yamame,,,,,1,1,0,,,,,,,0,,,
28Marisa,14,0,0,戦闘前,Elliy,Yamame,,,,,1,1,0,,,,,,,0,,,
28Marisa,15,0,0,戦闘前,Hina,Yamame,,,,,1,1,0,,,,,,,0,,,
28Marisa,16,0,0,戦闘前,Meiling,Kisume,,,,,1,1,0,,,,,,,0,,,
28Marisa,17,0,0,戦闘前,Koakuma,Kisume,,,,,1,1,0,,,,,,,0,,,
28Marisa,18,0,0,戦闘前,Kurumi,Kisume,,,,,1,1,0,,,,,,,0,,,
28Marisa,19,0,0,戦闘前,Sunny,Kisume,,,,,1,1,0,,,,,,,0,,,
28Marisa,20,0,0,戦闘前,Luna,Kisume,,,,,1,1,0,,,,,,,0,,,
28Marisa,21,0,0,戦闘前,Star,Kisume,,,,,1,1,0,,,,,,,0,,,
28Marisa,23,23,1,戦闘前,Meko,Kisume,,,,,1,1,0,,,,,,,0,,,
28Marisa,24,24,1,戦闘前,Makura,Yamame,,,,,1,1,0,,,,,,,0,,,
28Marisa,25,25,1,戦闘前,Yamame,Yamame,,,,,1,1,0,,,,,,,0,,,
28Marisa,26,26,1,戦闘前,Kisume,Kisume,,,,,1,1,0,,,,,,,0,,,
28Marisa,1,0,0,戦闘・ボム直後,,Kisume_en,,,,,1,,0,敵HP,0,0,,,,0,NO_PICHUN,,
28Marisa,7,0,0,戦闘・ボム直後,,Yamame_en,1,5,,,0,,0,敵HP,0,0,難易度,0,2,0,,,
28Marisa,7,0,0,戦闘・ボム直後,,Yamame_en,1,6,,,0,,0,敵HP,0,0,難易度,3,3,0,,,
28Marisa,4,0,0,戦闘・ボム直後,,Yamame_en,,,,,1,,0,敵HP,0,0,,,,0,NO_PICHUN,GET_SPELL,
28Marisa,6,0,0,戦闘・ボム後,,,,,,,1,,0,ユニット非生存,Marisa,,,,,0,,,
28Marisa,2,0,0,戦闘・ボム後,,,,,1,,0,,0,,,,,,,0,,,
28Marisa,5,0,0,戦闘・ボム後,,,,,4,,1,,0,,,,,,,0,,,
28Marisa,3,0,0,スペル撃破,,Yamame_en,,,,,1,,0,スペルID,0,0,,,,0,,,
28Marisa,5,0,0,スペル逃げ切り,,Yamame_en,,,,,1,,0,スペルID,1,1,,,,0,,,
28Marisa,0,0,0,ターン終了,,,1,1,,1,1,,0,,,,,,,0,,,
29Reimu,5,0,0,戦闘前,Sho,Ran,,,,,1,1,0,,,,,,,0,,,
29Reimu,6,0,0,戦闘前,Nazrin,Ran,,,,,1,1,0,,,,,,,0,,,
29Reimu,7,0,0,戦闘前,Reimu,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,8,0,0,戦闘前,Keine,KeineH,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,9,0,0,戦闘前,Rumia,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,10,0,0,戦闘前,Daiyosei,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,11,0,0,戦闘前,Cirno,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,12,0,0,戦闘前,Mokou,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,13,0,0,戦闘前,Minoriko,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,14,0,0,戦闘前,Shizuha,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,15,0,0,戦闘前,Sanae,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,16,0,0,戦闘前,Aya,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,17,0,0,戦闘前,Momiji,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,18,0,0,戦闘前,Letty,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,19,0,0,戦闘前,LilyW,LilyB,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,20,0,0,戦闘前,Sho,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,21,0,0,戦闘前,Nazrin,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,26,36,1,戦闘前,Makura,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,27,27,1,戦闘前,Meko,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,28,28,1,戦闘前,Chen,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,29,29,1,戦闘前,Chen,Ran,,,,,1,1,0,,,,,,,0,,,
29Reimu,31,30,1,戦闘前,Yukari,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,32,31,1,戦闘前,Ran,Ran,,,,,1,1,0,,,,,,,0,,,
29Reimu,33,32,1,戦闘前,Yukari,Ran,,,,,1,1,0,,,,,,,0,,,
29Reimu,34,33,1,戦闘前,Makura,Ran,,,,,1,1,0,,,,,,,0,,,
29Reimu,35,34,1,戦闘前,Meko,Ran,,,,,1,1,0,,,,,,,0,,,
29Reimu,37,38,1,戦闘前,Tensoku,Chen,,,,,1,1,0,,,,,,,0,,,
29Reimu,-1,0,0,戦闘・ボム直後,,Chen_en,,,,0,1,,0,SBreakフラグON,,,,,,0,NO_SBREAK,,DOKONJO
29Reimu,22,0,0,戦闘・ボム直後,,Ran_en,,,,,1,,0,敵HP,0,5000,,,,1,,,
29Reimu,36,35,0,戦闘・ボム後,,,,,,0,0,,0,ユニット非生存,Sho,,,,,0,,,
29Reimu,36,37,0,戦闘・ボム後,,,,,0,,0,,0,味方数,0,0,,,,0,,,
29Reimu,3,0,0,戦闘・ボム後,,,,,,0,1,,0,ユニット非生存,Nazrin,,,,,0,,,
29Reimu,3,0,0,戦闘・ボム後,,,,,36,,1,,0,,,,,,,0,,,
29Reimu,4,0,0,戦闘・ボム後,,Chen_en,1,7,0,,0,,0,敵HP,0,0,,,,0,,,
29Reimu,2,0,0,戦闘・ボム後,,Chen_en,,,,,1,,0,敵HP,0,0,,,,0,,,
29Reimu,1,0,0,スペル撃破,,Chen_en,,,0,,1,,0,スペルID,0,0,,,,0,,,
29Reimu,2,0,0,スペル逃げ切り,,Chen_en,,,,,1,,0,スペルID,1,1,,,,0,,,
29Reimu,0,0,0,ターン開始,,,4,4,,,1,,0,,,,,,,0,,,
29Reimu,30,0,0,ターン開始,,,,,0,,1,,0,,,,,,,1,ADD_WPVAL1,,1
29Reimu,23,0,0,ロード/出撃配置/増援,,,,,,,1,,0,,,,,,,1,,,
29Marisa,18,21,0,戦闘前,Marisa,,,,,,1,,0,DemoName,protomalice,,フラグON,M29_ALICE,,0,,,
29Marisa,18,21,0,戦闘前,Alice,,,,,,1,,0,DemoName,protomalice,,フラグON,M29_ALICE,,0,,,
29Marisa,2,0,0,戦闘・ボム後,,,,,,,1,,0,ユニット非生存,Marisa,,,,,0,,,
29Marisa,109,0,0,行動終了,Marisa,,,,,,0,,0,現在地形,脱出ポイント,,味方数,1,2,0,,,
29Marisa,25,5,0,行動終了,Marisa,,,,,,0,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,1,0,0,行動終了,Marisa,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,5,0,0,行動終了,Alice,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,6,0,0,行動終了,Nitori,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,7,0,0,行動終了,Sakuya,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,8,0,0,行動終了,Meiling,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,9,0,0,行動終了,Patchouli,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,10,0,0,行動終了,Koakuma,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,11,0,0,行動終了,Elliy,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,12,0,0,行動終了,Kurumi,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,13,0,0,行動終了,Komachi,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,14,0,0,行動終了,Sunny,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,15,0,0,行動終了,Luna,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,16,0,0,行動終了,Star,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,17,0,0,行動終了,Hina,,,,,,1,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,29,29,1,行動終了,Meko,,,,,,0,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,30,30,1,行動終了,Makura,,,,,,0,,0,現在地形,脱出ポイント,,,,,0,,,
29Marisa,25,0,0,行動終了,,,,,,,1,,0,現在地形,脱出ポイント,,フェイズ,1,1,1,,,
29Marisa,21,0,0,行動終了,All,,,,,,1,,0,x座標,480,1000,y座標,112,256,0,,,
29Marisa,24,0,0,ターン開始,,,3,3,,,0,,0,,,,,,,0,,,
29Marisa,0,0,0,ターン開始,,,2,2,,,1,,0,,,,,,,0,,,
29Marisa,22,0,0,ターン開始,,,6,6,,,1,,0,,,,,,,0,,,
29Marisa,23,0,0,ターン開始,,,7,7,,,1,,0,,,,,,,0,,,
29Marisa,3,0,0,ターン開始,,,8,8,,,1,,0,,,,,,,0,,,
30Common,8,0,0,戦闘前,Sunny,,,,,,1,1,0,DemoName,faries,,,,,0,,,
30Common,9,0,0,戦闘前,Reimu,Lunasa,,,,,1,1,0,,,,,,,0,,,
30Common,10,0,0,戦闘前,Alice,Lunasa,,,,,1,1,0,,,,,,,0,,,
30Common,11,0,0,戦闘前,Patchouli,Lunasa,,,,,1,1,0,,,,,,,0,,,
30Common,12,0,0,戦闘前,Kurumi,Lunasa,,,,,1,1,0,,,,,,,0,,,
30Common,13,0,0,戦闘前,Sunny,Lunasa,,,,,1,1,0,,,,,,,0,,,
30Common,14,0,0,戦闘前,Shizuha,Lunasa,,,,,1,1,0,,,,,,,0,,,
30Common,15,0,0,戦闘前,Hina,Lunasa,,,,,1,1,0,,,,,,,0,,,
30Common,16,0,0,戦闘前,LilyW,LilyB,Lunasa,,,,,1,1,0,,,,,,,0,,,
30Common,17,0,0,戦闘前,Sho,Lunasa,,,,,1,1,0,,,,,,,0,,,
30Common,18,0,0,戦闘前,Rumia,Merlin,,,,,1,1,0,,,,,,,0,,,
30Common,19,0,0,戦闘前,Cirno,Merlin,,,,,1,1,0,,,,,,,0,,,
30Common,20,0,0,戦闘前,Nitori,Merlin,,,,,1,1,0,,,,,,,0,,,
30Common,21,0,0,戦闘前,Sakuya,Merlin,,,,,1,1,0,,,,,,,0,,,
30Common,22,0,0,戦闘前,Meiling,Merlin,,,,,1,1,0,,,,,,,0,,,
30Common,23,0,0,戦闘前,Elliy,Merlin,,,,,1,1,0,,,,,,,0,,,
30Common,24,0,0,戦闘前,Luna,Merlin,,,,,1,1,0,,,,,,,0,,,
30Common,25,0,0,戦闘前,Mokou,Merlin,,,,,1,1,0,,,,,,,0,,,
30Common,26,0,0,戦闘前,Letty,Merlin,,,,,1,1,0,,,,,,,0,,,
30Common,27,0,0,戦闘前,Aya,Merlin,,,,,1,1,0,,,,,,,0,,,
30Common,28,0,0,戦闘前,Momiji,Merlin,,,,,1,1,0,,,,,,,0,,,
30Common,29,0,0,戦闘前,Marisa,Lyrica,,,,,1,1,0,,,,,,,0,,,
30Common,30,0,0,戦闘前,Keine,KeineH,Lyrica,,,,,1,1,0,,,,,,,0,,,
30Common,31,0,0,戦闘前,Daiyosei,Lyrica,,,,,1,1,0,,,,,,,0,,,
30Common,32,0,0,戦闘前,Koakuma,Lyrica,,,,,1,1,0,,,,,,,0,,,
30Common,33,0,0,戦闘前,Komachi,Lyrica,,,,,1,1,0,,,,,,,0,,,
30Common,34,0,0,戦闘前,Star,Lyrica,,,,,1,1,0,,,,,,,0,,,
30Common,35,0,0,戦闘前,Minoriko,Lyrica,,,,,1,1,0,,,,,,,0,,,
30Common,36,0,0,戦闘前,Sanae,Lyrica,,,,,1,1,0,,,,,,,0,,,
30Common,37,0,0,戦闘前,Nazrin,Lyrica,,,,,1,1,0,,,,,,,0,,,
30Common,50,36,1,戦闘前,Makura,Merlin,,,,0,1,1,0,,,,,,,0,,,
30Common,51,37,1,戦闘前,Meko,Lyrica,,,,,1,1,0,,,,,,,0,,,
30Common,52,38,1,戦闘前,Lunasa,Lunasa,,,,,1,1,0,,,,,,,0,,,
30Common,53,39,1,戦闘前,Merlin,Merlin,,,,,1,1,0,,,,,,,0,,,
30Common,54,40,1,戦闘前,Lyrica,Lyrica,,,,,1,1,0,,,,,,,0,,,
30Common,55,41,1,戦闘前,Makura,Lunasa,,,0,,1,1,0,,,,,,,0,,,
30Common,56,42,1,戦闘前,Yuyuko,Lunasa,,,0,,1,1,0,,,,,,,0,,,
30Common,57,43,1,戦闘前,Tensoku,Lunasa,,,0,,1,1,0,,,,,,,0,,,
30Common,58,44,1,戦闘前,Tensoku,Lunasa,,,,0,1,1,0,,,,,,,0,,,
30Common,4,0,0,戦闘・ボム直後,,Prism_en,,,,,1,,0,敵HP,0,0,,,,0,GET_SPELL,NO_PICHUN,
30Common,40,0,0,戦闘・ボム直後,,Lunasa_en,,,,1,0,,0,敵HP割合,0,60,難易度,0,0,0,ADD_WPVAL1,,1
30Common,40,0,0,戦闘・ボム直後,,Lunasa_en,,,,1,0,,0,敵HP割合,0,50,難易度,1,1,0,ADD_WPVAL1,,1
30Common,40,0,0,戦闘・ボム直後,,Lunasa_en,,,,1,0,,0,敵HP割合,0,40,難易度,2,2,0,ADD_WPVAL1,,1
30Common,40,0,0,戦闘・ボム直後,,Lunasa_en,,,,1,0,,0,敵HP割合,0,30,難易度,3,3,0,ADD_WPVAL1,,1
30Common,41,0,0,戦闘・ボム直後,,Merlin_en,,,,1,0,,0,敵HP割合,0,60,難易度,0,0,0,ADD_WPVAL1,,1
30Common,41,0,0,戦闘・ボム直後,,Merlin_en,,,,1,0,,0,敵HP割合,0,50,難易度,1,1,0,ADD_WPVAL1,,1
30Common,41,0,0,戦闘・ボム直後,,Merlin_en,,,,1,0,,0,敵HP割合,0,40,難易度,2,2,0,ADD_WPVAL1,,1
30Common,41,0,0,戦闘・ボム直後,,Merlin_en,,,,1,0,,0,敵HP割合,0,30,難易度,3,3,0,ADD_WPVAL1,,1
30Common,42,0,0,戦闘・ボム直後,,Lyrica_en,,,,1,0,,0,敵HP割合,0,60,難易度,0,0,0,ADD_WPVAL1,,1
30Common,42,0,0,戦闘・ボム直後,,Lyrica_en,,,,1,0,,0,敵HP割合,0,50,難易度,1,1,0,ADD_WPVAL1,,1
30Common,42,0,0,戦闘・ボム直後,,Lyrica_en,,,,1,0,,0,敵HP割合,0,40,難易度,2,2,0,ADD_WPVAL1,,1
30Common,42,0,0,戦闘・ボム直後,,Lyrica_en,,,,1,0,,0,敵HP割合,0,30,難易度,3,3,0,ADD_WPVAL1,,1
30Common,43,0,0,戦闘・ボム直後,,Lunasa_en,,,,1,0,,0,敵HP,0,0,,,,0,NO_PICHUN,,
30Common,44,0,0,戦闘・ボム直後,,Merlin_en,,,,1,0,,0,敵HP,0,0,,,,0,NO_PICHUN,,
30Common,45,0,0,戦闘・ボム直後,,Lyrica_en,,,,1,0,,0,敵HP,0,0,,,,0,NO_PICHUN,,
30Common,0,0,0,戦闘・ボム直後,,Lunasa_en,,,43,,1,,0,,,,,,,0,,,
30Common,0,0,0,戦闘・ボム直後,,Merlin_en,,,44,,1,,0,,,,,,,0,,,
30Common,0,0,0,戦闘・ボム直後,,Lyrica_en,,,45,,1,,0,,,,,,,0,,,
30Common,6,0,0,戦闘・ボム後,,,,,,2,1,,0,ユニット非生存,Sunny,,,,,0,,,
30Common,6,0,0,戦闘・ボム後,,,,,,2,1,,0,ユニット非生存,Luna,,,,,0,,,
30Common,6,0,0,戦闘・ボム後,,,,,,2,1,,0,ユニット非生存,Star,,,,,0,,,
30Common,6,0,0,戦闘・ボム後,,,,,2,,1,,0,味方数,0,0,,,,0,,,
30Common,7,0,0,戦闘・ボム後,,,,,,,0,,0,WP_VAL1が一定値,3,3,,,,0,,,
30Common,1,0,0,戦闘・ボム後,,,,,0,,1,,0,,,,,,,0,,,
30Common,5,0,0,戦闘・ボム後,,,,,4,,1,,0,,,,,,,0,,,
30Common,3,0,0,スペル撃破,,Prism_en,,,,,1,,0,スペルID,1,1,,,,0,,,
30Common,3,0,0,スペル逃げ切り,,Prism_en,,,,,1,,0,スペルID,1,1,,,,0,,,
30Common,5,0,0,スペル逃げ切り,,Prism_en,,,,,1,,0,スペルID,2,2,,,,0,,,
30Common,2,0,0,ターン開始,,,,,1,,1,,0,,,,,,,0,,,
30Common,50,0,0,ロード/SLG/暗転中,,,,,2,,1,,0,,,,,,,1,,,
30Common,50,0,0,分離直後,,,,,2,,1,,0,,,,,,,1,,,
30Common,2,0,0,行動終了,,,,,3,,0,,0,,,,,,,0,,,
31Common,8,0,0,戦闘前,Reimu,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,9,0,0,戦闘前,Marisa,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,10,0,0,戦闘前,Keine,KeineH,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,11,0,0,戦闘前,Alice,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,12,0,0,戦闘前,Nitori,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,13,0,0,戦闘前,Rumia,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,14,0,0,戦闘前,Daiyosei,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,15,0,0,戦闘前,Cirno,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,16,0,0,戦闘前,Sakuya,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,17,0,0,戦闘前,Meiling,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,18,0,0,戦闘前,Patchouli,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,19,0,0,戦闘前,Koakuma,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,20,0,0,戦闘前,Elliy,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,21,0,0,戦闘前,Kurumi,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,22,0,0,戦闘前,Komachi,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,23,0,0,戦闘前,Mokou,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,24,0,0,戦闘前,Sunny,Luna,Star,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,27,0,0,戦闘前,Minoriko,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,28,0,0,戦闘前,Shizuha,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,29,0,0,戦闘前,Hina,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,30,0,0,戦闘前,Sanae,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,31,0,0,戦闘前,Aya,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,32,0,0,戦闘前,Momiji,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,33,0,0,戦闘前,Letty,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,34,0,0,戦闘前,LilyW,LilyB,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,35,0,0,戦闘前,Nazrin,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,36,0,0,戦闘前,Sho,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,48,39,1,戦闘前,Meko,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,49,40,1,戦闘前,Makura,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,41,41,1,戦闘前,Makura,Chen,,,,,1,1,0,,,,,,,0,,,
31Common,42,42,1,戦闘前,Meko,Chen,,,,,1,1,0,,,,,,,0,,,
31Common,43,43,1,戦闘前,Yukari,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,44,44,1,戦闘前,Yuyuko,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,45,45,1,戦闘前,Youmu,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,46,46,1,戦闘前,Chen,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,47,47,1,戦闘前,Ran,Chen,,,,,1,1,0,,,,,,,0,,,
31Common,50,48,1,戦闘前,Ran,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,51,49,1,戦闘前,Tensoku,Ran,,,,,1,1,0,,,,,,,0,,,
31Common,100,14,1,戦闘前,Suika,Ran,,,,,1,1,0,,,,,,,0,,,Battle_All
31Common,101,15,1,戦闘前,Yorihime,Ran,,,,,1,1,0,,,,,,,0,,,Battle_All
31Common,102,16,1,戦闘前,Toyohime,Ran,,,,,1,1,0,,,,,,,0,,,Battle_All
31Common,103,17,1,戦闘前,Satori,Ran,,,,,1,1,0,,,,,,,0,,,Battle_All
31Common,104,35,1,戦闘前,Yuka,Ran,,,,,1,1,0,,,,,,,0,,,Battle_All
31Common,40,0,0,戦闘・ボム直後,,Chen_en,,,,,0,,0,敵HP,0,0,,,,0,NO_PICHUN,,
31Common,4,0,0,戦闘・ボム直後,,Ran_en,,,,,0,,0,敵HP,0,0,,,,0,GET_SPELL,NO_PICHUN,
31Common,6,0,0,戦闘・ボム後,,,,,,,1,,0,味方数,0,0,,,,0,,,
31Common,3,0,0,戦闘・ボム後,,,,,40,,0,,0,,,,,,,0,,,
31Common,37,37,0,戦闘・ボム後,,Ran_en,,,4,,0,,0,,,,,,,0,,,
31Common,37,37,0,戦闘・ボム後,,,,,4,,0,,0,,,,,,,0,,,
31Common,5,0,0,戦闘・ボム後,,,,,4,,1,,0,,,,,,,0,,,
31Common,7,0,0,戦闘・ボム後,,Ran_en,1,6,1,,1,,0,難易度,0,2,,,,0,,,
31Common,7,0,0,戦闘・ボム後,,Ran_en,1,5,1,,1,,0,難易度,3,3,,,,0,,,
31Common,1,0,0,スペル撃破,,Ran_en,,,,,1,,0,スペルID,0,0,,,,0,,,
31Common,2,0,0,スペル撃破,,Ran_en,,,,,1,,0,スペルID,1,1,,,,0,,,
31Common,2,0,0,スペル逃げ切り,,Ran_en,,,,,1,,0,スペルID,1,1,,,,0,,,
31Common,38,38,0,スペル逃げ切り,,Ran_en,,,,,0,,0,スペルID,2,2,,,,0,,,
31Common,5,0,0,スペル逃げ切り,,Ran_en,,,,,1,,0,スペルID,2,2,,,,0,,,
31Common,0,0,0,ターン終了,,,1,1,,3,1,,0,,,,,,,0,,,
32Common,0,0,0,戦闘前,,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,8,0,0,戦闘前,Reimu,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,9,0,0,戦闘前,Marisa,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,10,0,0,戦闘前,Keine,KeineH,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,11,0,0,戦闘前,Alice,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,12,0,0,戦闘前,Nitori,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,13,0,0,戦闘前,Rumia,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,14,0,0,戦闘前,Daiyosei,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,15,0,0,戦闘前,Cirno,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,16,0,0,戦闘前,Sakuya,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,17,0,0,戦闘前,Meiling,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,18,0,0,戦闘前,Patchouli,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,19,0,0,戦闘前,Koakuma,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,20,0,0,戦闘前,Elliy,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,21,0,0,戦闘前,Kurumi,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,22,0,0,戦闘前,Komachi,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,23,0,0,戦闘前,Mokou,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,24,0,0,戦闘前,Sunny,Luna,Star,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,27,0,0,戦闘前,Minoriko,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,28,0,0,戦闘前,Shizuha,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,29,0,0,戦闘前,Hina,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,30,0,0,戦闘前,Sanae,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,31,0,0,戦闘前,Aya,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,32,0,0,戦闘前,Momiji,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,33,0,0,戦闘前,Letty,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,34,0,0,戦闘前,LilyW,LilyB,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,35,0,0,戦闘前,Nazrin,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,36,0,0,戦闘前,Sho,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,42,39,1,戦闘前,Meko,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,43,40,1,戦闘前,Makura,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,44,41,1,戦闘前,Youmu,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,45,42,1,戦闘前,Yuyuko,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,46,43,1,戦闘前,Yukari,Youmu,,,,,1,1,0,,,,,,,0,,,
32Common,4,0,0,戦闘・ボム直後,,Youmu_en,,,,,1,,0,敵HP,0,0,,,,0,GET_SPELL,NO_PICHUN,
