CharDataID,SkillID,L1,L2,L3,L4,L5,L6,L7,L8,L9
HTenguN_en01,SOKO,1,1,1,1,1,1,,,
HTenguN_en01,GUARD,1,,,,,,,,
HTenguN_en02,BLOCKING,1,1,,,,,,,
HTenguN_en02,SOKO,1,1,1,1,1,1,1,,
HTenguN_en02,GUARD,1,1,,,,,,,
HYousei_en01,KIAI,1,1,,,,,,,
HYousei_en01,MIKIRI,30,,,,,,,,
HYousei_en01,SATTACK,30,,,,,,,,
HYousei_en02,KIAI,1,1,40,,,,,,
HYousei_en02,MIKIRI,30,,,,,,,,
HYousei_en02,SATTACK,30,,,,,,,,
HYousei_en03,KIAI,1,1,1,30,40,,,,
HYousei_en03,MIKIRI,30,,,,,,,,
HYousei_en03,SATTACK,30,,,,,,,,
HYousei_en04,KIAI,1,1,1,1,35,50,,,
HYousei_en04,MIKIRI,30,,,,,,,,
HYousei_en04,SATTACK,30,,,,,,,,
HYouseiB_en01,KIAI,1,1,1,40,,,,,
HYouseiB_en01,MIKIRI,1,,,,,,,,
HYouseiB_en01,SATTACK,40,,,,,,,,
HYouseiB_en02,KIAI,1,1,1,40,,,,,
HYouseiB_en02,MIKIRI,1,,,,,,,,
HYouseiB_en02,SATTACK,40,,,,,,,,
HYouseiB_en03,KIAI,1,1,1,1,35,,,,
HYouseiB_en03,MIKIRI,1,,,,,,,,
HYouseiB_en03,SATTACK,40,,,,,,,,
HYouseiB_en04,KIAI,1,1,1,1,35,50,,,
HYouseiB_en04,MIKIRI,1,,,,,,,,
HYouseiB_en04,SATTACK,40,,,,,,,,
Ichirin01,ADD_SPECIAL_ICHIRIN,100,,,,,,,,
Ichirin01,WEP+_ICHIRIN,100,,,,,,,,
Ichirin01,MAXSP+_ICHIRIN,100,100,100,,,,,,
Ichirin01,SPIRIT_CHANGE_ICHIRIN,100,,,,,,,,
Ichirin01,PAIR+_ICHIRIN,100,100,100,,,,,,
Ichirin01,HORIKI,1,1,1,,,,,,
Ichirin01,SOKO,1,1,1,1,1,1,,,
Ichirin01,GUARD,1,,,,,,,,
Ichirin01,P_HIT,1,,,,,,,,
Ichirin02,ADD_SPECIAL_ICHIRIN,1,,,,,,,,
Ichirin02,WEP+_ICHIRIN,1,,,,,,,,
Ichirin02,MAXSP+_ICHIRIN,19,31,43,,,,,,
Ichirin02,SPIRIT_CHANGE_ICHIRIN,35,,,,,,,,
Ichirin02,PAIR+_ICHIRIN,100,100,100,,,,,,
Ichirin02,HORIKI,1,1,1,,,,,,
Ichirin02,SOKO,1,1,1,1,1,1,,,
Ichirin02,GUARD,1,,,,,,,,
Ichirin02,P_HIT,1,,,,,,,,
Ichirin03,ADD_SPECIAL_ICHIRIN,1,,,,,,,,
Ichirin03,WEP+_ICHIRIN,1,,,,,,,,
Ichirin03,MAXSP+_ICHIRIN,19,31,43,,,,,,
Ichirin03,SPIRIT_CHANGE_ICHIRIN,35,,,,,,,,
Ichirin03,PAIR+_ICHIRIN,1,1,1,,,,,,
Ichirin03,HORIKI,1,1,1,,,,,,
Ichirin03,SOKO,1,1,1,1,1,1,,,
Ichirin03,GUARD,1,,,,,,,,
Ichirin03,P_HIT,1,,,,,,,,
Ichirin04,PAIR+_ICHIRIN,1,1,1,,,,,,
Ichirin04,ADD_SPECIAL_ICHIRIN,1,,,,,,,,
Ichirin04,WEP+_ICHIRIN,1,,,,,,,,
Ichirin04,MAXSP+_ICHIRIN,19,31,43,,,,,,
Ichirin04,SPIRIT_CHANGE_ICHIRIN,35,,,,,,,,
Ichirin04,HORIKI,1,1,1,,,,,,
Ichirin04,SOKO,1,1,1,1,1,1,,,
Ichirin04,GUARD,1,,,,,,,,
Ichirin04,P_HIT,1,,,,,,,,
Ichirin_en01,HORIKI,1,1,1,,,,,,
Ichirin_en01,SOKO,1,1,1,1,1,1,,,
Ichirin_en01,GUARD,1,,,,,,,,
Ichirin_en01,P_HIT,1,,,,,,,,
IchirinN_en01,HORIKI,1,1,1,,,,,,
IchirinN_en01,SOKO,1,1,1,1,1,1,1,,
IchirinN_en01,MAXPOW+,1,,,,,,,,
IchirinN_en01,GUARD,1,,,,,,,,
IchirinN_en01,P_GOTHIT,1,,,,,,,,
IchirinN_en02,HORIKI,1,1,1,,,,,,
IchirinN_en02,SOKO,1,1,1,1,1,1,1,,
IchirinN_en02,MAXPOW+,1,,,,,,,,
IchirinN_en02,GUARD,1,,,,,,,,
IchirinN_en02,P_GOTHIT,1,,,,,,,,
IchirinN_en03,HORIKI,1,1,1,,,,,,
IchirinN_en03,SOKO,1,1,1,1,1,1,1,1,
IchirinN_en03,MAXPOW+,1,,,,,,,,
IchirinN_en03,GUARD,1,1,,,,,,,
IchirinN_en03,P_GOTHIT,1,,,,,,,,
IchirinN_en04,HORIKI,1,1,1,,,,,,
IchirinN_en04,SOKO,1,1,1,1,1,1,1,1,1
IchirinN_en04,MAXPOW+,1,,,,,,,,
IchirinN_en04,GUARD,1,1,,,,,,,
IchirinN_en04,P_GOTHIT,1,,,,,,,,
Iku01,SUP_RANGE+_IKU,1,31,,,,,,,
Iku01,ALLGRAZE_IKU,1,,,,,,,,
Iku01,ECO+_IKU,20,,,,,,,,
Iku01,WEP+_IKU,65,,,,,,,,
Iku01,SATTACK,1,1,,,,,,,
Iku01,DAM+_SATTACK,1,,,,,,,,
Iku01,GUARD,1,,,,,,,,
Iku_en01,SATTACK,1,1,,,,,,,
Iku_en01,DAM+_SATTACK,1,,,,,,,,
Iku_en01,GUARD,1,,,,,,,,
Iku_en02,SATTACK,1,1,,,,,,,
Iku_en02,DAM+_SATTACK,1,,,,,,,,
Iku_en02,GUARD,1,1,,,,,,,
Iku_en03,SATTACK,1,1,,,,,,,
Iku_en03,DAM+_SATTACK,1,,,,,,,,
Iku_en03,GUARD,1,1,,,,,,,
Iku_en03,DOUBLE,1,,,,,,,,
InsectA_en01,KIAI,1,1,1,,,,,,
InsectA2_en01,KIAI,1,1,1,1,1,1,,,
InsectA2_en01,MIKIRI,1,,,,,,,,
InsectA2_en02,KIAI,1,1,1,1,1,1,1,1,
InsectA2_en02,MIKIRI,1,1,,,,,,,
InsectA2_en02,DOUBLE,1,,,,,,,,
InsectB_en01,SOKO,1,1,1,,,,,,
InsectC_en01,SOKO,1,1,1,1,1,,,,
InsectC_en01,MAXPOW+,1,,,,,,,,
InsectC_en02,SOKO,1,1,1,1,1,1,1,1,
InsectC_en02,MAXPOW+,1,,,,,,,,
InsectC_en02,DOUBLE,1,,,,,,,,
InsectCN_en01,SOKO,1,1,1,1,1,,,,
InsectCN_en01,MAXPOW+,1,,,,,,,,
InsectCN_en02,SOKO,1,1,1,1,1,1,1,1,
InsectCN_en02,MAXPOW+,1,,,,,,,,
InsectCN_en02,DOUBLE,1,,,,,,,,
JKarasu_en01,SOKO,1,1,1,1,,,,,
Kaguya01,WEP+_ALL_KAGUYA,1,,,,,,,,
Kaguya01,ADD_SPIRIT_ALL_KAGUYA,1,,,,,,,,
Kaguya01,HINEZUMI+,1,,,,,,,,
Kaguya01,CUREALL_HP_KAGUYA,1,,,,,,,,
Kaguya01,CUREALL_MP_KAGUYA,1,,,,,,,,
Kaguya01,SP_COST-_KAGUYA,70,,,,,,,,
Kaguya01,NODIST,1,,,,,,,,
Kaguya01,MIKIRI,1,,,,,,,,
Kaguya01,P_HIT,1,,,,,,,,
Kaguya_en01,P_ALL,1,,,,,,,,
Kaguya_en01,NODIST,1,,,,,,,,
Kaguya_en01,GUARD,1,,,,,,,,
Kaguya_en01,MIKIRI,1,1,,,,,,,
Kaguya_en01,HARITSUKI,1,1,,,,,,,
Kaguya_en01,P_TURN,1,,,,,,,,
Kaguya_en02,P_ALL,1,,,,,,,,
Kaguya_en02,NODIST,1,,,,,,,,
Kaguya_en02,GUARD,1,1,,,,,,,
Kaguya_en02,MIKIRI,1,1,,,,,,,
Kaguya_en02,HARITSUKI,1,1,,,,,,,
Kaguya_en02,P_TURN,1,,,,,,,,
KaguyaN_en01,P_ALL,1,,,,,,,,
KaguyaN_en01,NODIST,1,,,,,,,,
KaguyaN_en01,GUARD,1,,,,,,,,
KaguyaN_en02,P_ALL,1,,,,,,,,
KaguyaN_en02,NODIST,1,,,,,,,,
KaguyaN_en02,GUARD,1,1,,,,,,,
KaguyaN_en02,MIKIRI,1,1,,,,,,,
KaguyaN_en02,P_TURN,1,,,,,,,,
KaguyaN_en02,DOUBLE,1,,,,,,,,
KaguyaN_en03,P_ALL,1,,,,,,,,
KaguyaN_en03,NODIST,1,,,,,,,,
KaguyaN_en03,GUARD,1,1,,,,,,,
KaguyaN_en03,MIKIRI,1,1,,,,,,,
KaguyaN_en03,P_TURN,1,,,,,,,,
KaguyaN_en03,DOUBLE,1,,,,,,,,
KaguyaN_en03,CURE_SP+,1,,,,,,,,
Kanako01,GOD_AIR,1,,,,,,,,
Kanako01,SHINTOKU,1,,,,,,,,
Kanako01,WEP+_ALL_KANAKO,20,,,,,,,,
Kanako01,FAITH_KANAKO,35,,,,,,,,
Kanako01,ADD_SPIRIT_ALL_KANAKO,70,,,,,,,,
Kanako01,SOKO,1,1,1,1,1,1,1,,
Kanako01,NODIST,1,,,,,,,,
Kanako01,SHINNEN,1,,,,,,,,
Kanako_en01,SOKO,1,1,1,1,1,,,,
Kanako_en01,MAXPOW+,1,,,,,,,,
Kanako_en01,NODIST,1,,,,,,,,
Kanako_en01,SHINNEN,1,30,,,,,,,
Kanako_en01,P_GOTHIT,1,,,,,,,,
Kanako_en02,SOKO,1,1,1,1,1,1,1,,
Kanako_en02,MAXPOW+,1,,,,,,,,
Kanako_en02,NODIST,1,,,,,,,,
Kanako_en02,SHINNEN,1,30,,,,,,,
Kanako_en02,P_GOTHIT,1,,,,,,,,
Kanako_en02,GUARD,30,,,,,,,,
KanakoN_en01,SOKO+,1,1,1,1,1,1,1,,
KanakoN_en01,NODIST,1,,,,,,,,
KanakoN_en01,SHINNEN,1,,,,,,,,
KanakoN_en02,SOKO+,1,1,1,1,1,1,1,,
KanakoN_en02,NODIST,1,,,,,,,,
KanakoN_en02,SHINNEN,1,,,,,,,,
KanakoN_en03,SOKO+,1,1,1,1,1,1,1,1,
KanakoN_en03,NODIST,1,,,,,,,,
KanakoN_en03,SHINNEN,1,1,,,,,,,
KanakoN_en03,GUARD,1,1,,,,,,,
KanakoN_en03,P_ALL,1,,,,,,,,
KanakoN_en03,DOUBLE,1,,,,,,,,
KanakoN_en04,SOKO+,1,1,1,1,1,1,1,1,1
KanakoN_en04,NODIST,1,,,,,,,,
KanakoN_en04,SHINNEN,1,1,,,,,,,
KanakoN_en04,GUARD,1,1,,,,,,,
KanakoN_en04,P_ALL,1,,,,,,,,
KanakoN_en04,DOUBLE,1,,,,,,,,
Kaname_en01,SGUARD,1,,,,,,,,
Kaname_en02,SGUARD,1,1,,,,,,,
Kaname_en02,GUARD,1,1,,,,,,,
Kappa_en01,SATTACK,1,30,,,,,,,
Kappa_en01,SGUARD,1,30,,,,,,,
Kappa_en01,GUARD,1,30,,,,,,,
KappaC_en01,SATTACK,1,15,,,,,,,
KappaC_en01,SGUARD,1,15,,,,,,,
KappaC_en01,GUARD,1,,,,,,,,
KappaN_en01,SATTACK,1,30,,,,,,,
KappaN_en01,SGUARD,1,30,,,,,,,
KappaN_en01,GUARD,1,30,,,,,,,
KappaN_en01,NODIST,1,,,,,,,,
KappaS_en01,SATTACK,1,30,,,,,,,
KappaS_en01,SGUARD,1,30,,,,,,,
KappaS_en01,GUARD,1,30,,,,,,,
KappaS_en01,NODIST,1,,,,,,,,
Karasu_en01,,,,,,,,,,
Karasu_en02,,,,,,,,,,
Kedama_en01,,,,,,,,,,
KedamaB_en01,,,,,,,,,,
KedamaN_en01,,,,,,,,,,
Keine01,TEACHER,1,27,,,,,,,
Keine01,TOSSHIN,1,45,,,,,,,
Keine01,PAIRTO_MOKOU,100,100,100,,,,,,
Keine01,HAKUTAKU+,100,,,,,,,,
Keine01,SP_COST-_KEINE,45,,,,,,,,
Keine01,WEP+_KEINE,60,,,,,,,,
Keine01,BLOCKING,1,,,,,,,,
Keine01,SATTACK,1,,,,,,,,
Keine01,SOKO,1,1,1,1,1,,,,
Keine01,SHINNEN,1,,,,,,,,
Keine02,TEACHER,1,27,,,,,,,
Keine02,TOSSHIN,1,45,,,,,,,
Keine02,PAIRTO_MOKOU,1,23,40,,,,,,
Keine02,HAKUTAKU+,100,,,,,,,,
Keine02,SP_COST-_KEINE,45,,,,,,,,
Keine02,WEP+_KEINE,60,,,,,,,,
Keine02,BLOCKING,1,,,,,,,,
Keine02,SATTACK,1,,,,,,,,
Keine02,SOKO,1,1,1,1,1,,,,
Keine02,SHINNEN,1,,,,,,,,
Keine03,TEACHER,1,27,,,,,,,
Keine03,TOSSHIN,1,45,,,,,,,
Keine03,PAIRTO_MOKOU,1,23,40,,,,,,
Keine03,HAKUTAKU+,1,,,,,,,,
Keine03,SP_COST-_KEINE,45,,,,,,,,
Keine03,WEP+_KEINE,60,,,,,,,,
Keine03,BLOCKING,1,,,,,,,,
Keine03,SATTACK,1,,,,,,,,
Keine03,SOKO,1,1,1,1,1,,,,
Keine03,SHINNEN,1,,,,,,,,
Keine_en01,SOKO,1,1,1,1,1,1,,,
Keine_en01,SHINNEN,1,1,,,,,,,
Keine_en01,SATTACK,1,1,,,,,,,
Keine_en01,SGUARD,1,1,,,,,,,
Keine_en01,P_GOTHIT,1,,,,,,,,
KeineH01,TEACHER,1,27,,,,,,,
KeineH01,TOSSHIN,1,45,,,,,,,
KeineH01,PAIRTO_MOKOU,1,23,40,,,,,,
KeineH01,HAKUTAKU+,100,,,,,,,,
KeineH01,SP_COST-_KEINE,45,,,,,,,,
KeineH01,WEP+_KEINE,60,,,,,,,,
KeineH01,BLOCKING,1,,,,,,,,
KeineH01,SATTACK,1,,,,,,,,
KeineH01,SOKO,1,1,1,1,1,,,,
KeineH01,SHINNEN,1,,,,,,,,
KeineH02,TEACHER,1,27,,,,,,,
KeineH02,TOSSHIN,1,45,,,,,,,
KeineH02,PAIRTO_MOKOU,1,23,40,,,,,,
KeineH02,HAKUTAKU+,1,,,,,,,,
KeineH02,SP_COST-_KEINE,45,,,,,,,,
KeineH02,WEP+_KEINE,60,,,,,,,,
KeineH02,BLOCKING,1,,,,,,,,
KeineH02,SATTACK,1,,,,,,,,
KeineH02,SOKO,1,1,1,1,1,,,,
KeineH02,SHINNEN,1,,,,,,,,
KeineH_en01,SOKO,1,1,1,1,1,1,,,
KeineH_en01,SHINNEN,1,1,,,,,,,
KeineH_en01,SATTACK,1,1,,,,,,,
KeineH_en01,SGUARD,1,1,,,,,,,
KeineH_en01,P_GOTHIT,1,,,,,,,,
Kekkai_en01,FAST,30,,,,,,,,
Kekkai_en01,KIAI,30,35,55,60,,,,,
Kekkai_en02,DOUBLE,1,,,,,,,,
Kekkai_en02,SOKO,1,1,1,,,,,,
Kekkai_en02,GUARD,1,,,,,,,,
Kisume01,OKE+,1,29,,,,,,,
Kisume01,PROB+_SHIELD_KISUME,1,,,,,,,,
Kisume01,SPIRIT+_KISUME,35,,,,,,,,
Kisume01,SUPNUM+_KISUME,60,,,,,,,,
Kisume01,BLOCKING,1,1,,,,,,,
Kisume01,SGUARD,1,1,,,,,,,
Kisume01,GUARD,1,,,,,,,,
Kisume_en01,SGUARD,1,1,,,,,,,
Kisume_en01,GUARD,1,,,,,,,,
Kisume_en02,BLOCKING,1,1,,,,,,,
Kisume_en02,SGUARD,1,1,,,,,,,
Kisume_en02,GUARD,1,,,,,,,,
Kisume_en03,BLOCKING,1,1,,,,,,,
Kisume_en03,SGUARD,1,1,,,,,,,
Kisume_en03,GUARD,1,,,,,,,,
Kisume_en04,BLOCKING,1,1,1,,,,,,
Kisume_en04,SGUARD,1,1,,,,,,,
Kisume_en04,GUARD,1,1,,,,,,,
Kisume_en04,NOSIZE,1,,,,,,,,
KisumeN_en01,SOKO,1,1,1,1,1,80,81,82,82
KisumeN_en01,GUARD,1,1,,,,,,,
KisumeN_en01,MAXPOW++,1,,,,,,,,
KisumeN_en01,NOSIZE,1,,,,,,,,
KisumeN_en01,DOUBLE,82,,,,,,,,
KKedama_en01,,,,,,,,,,
Koakuma01,K_BOOSTER,1,,,,,,,,
Koakuma01,K_FIGHTER,1,,,,,,,,
Koakuma01,CONTRACT_KOA,20,,,,,,,,
Koakuma01,POW+_CURE_MP_KOA,30,,,,,,,,
Koakuma01,SP_COST-_KOA,58,,,,,,,,
Koakuma01,SATTACK,1,1,,,,,,,
Koakuma01,KIAI,1,1,1,,,,,,
Koakuma01,DAM+_SATTACK,1,,,,,,,,
Koakuma_en01,SATTACK,1,1,,,,,,,
Koakuma_en01,KIAI,1,1,1,,,,,,
Koakuma_en01,DAM+_SATTACK,1,,,,,,,,
Kogasa01,KOGASA01,1,,,,,,,,
Kogasa01,KOGASA02,1,,,,,,,,
Kogasa01,TATARA,35,,,,,,,,
Kogasa01,SHARE_SPIRIT_KOGASA,50,,,,,,,,
Kogasa01,KIAI,1,1,1,1,1,,,,
Kogasa01,USO,1,1,,,,,,,
Kogasa01,BLOCKING,1,1,,,,,,,
Kogasa_en01,KIAI,1,1,1,1,1,1,,,
Kogasa_en01,USO,1,1,,,,,,,
Kogasa_en01,NOSIZE,1,,,,,,,,
Kogasa_en01,P_GOTHIT,1,,,,,,,,
Kogasa_en02,KIAI,1,1,1,1,1,1,,,
Kogasa_en02,USO,1,1,,,,,,,
Kogasa_en02,NOSIZE,1,,,,,,,,
Kogasa_en02,P_GOTHIT,1,,,,,,,,
Kogasa_en02,BLOCKING,1,1,,,,,,,
Kogasa_en02,PROB+,1,1,,,,,,,
Kogasa_en03,KIAI,1,1,1,1,1,1,,,
Kogasa_en03,USO,1,1,,,,,,,
Kogasa_en03,NOSIZE,1,,,,,,,,
Kogasa_en03,P_GOTHIT,1,,,,,,,,
Kogasa_en03,BLOCKING,1,1,,,,,,,
Kogasa_en03,PROB+,1,1,,,,,,,
Kogasa_en03,DOUBLE,1,,,,,,,,
Koishi01,PAIR+_KOISHI,1,1,1,,,,,,
Koishi01,ZERO,1,,,,,,,,
Koishi01,MUISHIKI2,21,36,46,,,,,,
Koishi01,SENSE,35,,,,,,,,
Koishi01,UNKNOWN,1,,,,,,,,
Koishi01,MIKIRI,1,1,,,,,,,
Koishi01,P_EVADE,1,,,,,,,,
Koishi02,PAIR+_KOISHI,1,1,1,,,,,,
Koishi02,ZERO,1,,,,,,,,
Koishi02,MUISHIKI2,21,36,46,,,,,,
Koishi02,SENSE,35,,,,,,,,
Koishi02,THIRDEYE,1,,,,,,,,
Koishi02,MIKIRI,1,1,,,,,,,
Koishi02,P_EVADE,1,,,,,,,,
Koishi_en01,UNKNOWN,1,,,,,,,,
Koishi_en01,KIAI,1,1,1,1,1,1,,,
Koishi_en01,MIKIRI,1,1,,,,,,,
Koishi_en01,COUNTER,1,1,1,,,,,,
Koishi_en01,NODIST,1,,,,,,,,
Koishi_en01,NOSIZE,1,,,,,,,,
Koishi_en01,P_TURN,1,,,,,,,,
Koishi_en02,UNKNOWN,1,,,,,,,,
Koishi_en02,KIAI,1,1,1,1,1,1,,,
Koishi_en02,MIKIRI,1,1,,,,,,,
Koishi_en02,COUNTER,1,1,1,,,,,,
Koishi_en02,NODIST,1,,,,,,,,
Koishi_en02,NOSIZE,1,,,,,,,,
Koishi_en02,P_TURN,1,,,,,,,,
Koishi_en03,UNKNOWN,1,,,,,,,,
Koishi_en03,KIAI,1,1,1,1,1,1,1,,
Koishi_en03,MIKIRI,1,1,,,,,,,
Koishi_en03,COUNTER,1,1,1,,,,,,
Koishi_en03,NODIST,1,,,,,,,,
Koishi_en03,NOSIZE,1,,,,,,,,
Koishi_en03,P_TURN,1,,,,,,,,
Koishi_en04,UNKNOWN,1,,,,,,,,
Koishi_en04,KIAI,1,1,1,1,1,1,1,1,
Koishi_en04,MIKIRI,1,1,,,,,,,
Koishi_en04,COUNTER,1,1,1,,,,,,
Koishi_en04,NODIST,1,,,,,,,,
Koishi_en04,NOSIZE,1,,,,,,,,
Koishi_en04,DOUBLE,1,,,,,,,,
Koishi_en05,UNKNOWN,1,,,,,,,,
Koishi_en05,KIAI,1,1,1,1,1,1,,,
Koishi_en05,NODIST,1,,,,,,,,
Koishi_en05,NOSIZE,1,,,,,,,,
Koishi_en05,P_TURN,1,,,,,,,,
Koishi_en06,UNKNOWN,1,,,,,,,,
Koishi_en06,KIAI,1,1,1,1,1,1,,,
Koishi_en06,NODIST,1,,,,,,,,
Koishi_en06,NOSIZE,1,,,,,,,,
Koishi_en06,P_TURN,1,,,,,,,,
Koishi_en07,UNKNOWN,1,,,,,,,,
Koishi_en07,KIAI,1,1,1,1,1,1,1,,
Koishi_en07,NODIST,1,,,,,,,,
Koishi_en07,NOSIZE,1,,,,,,,,
Koishi_en07,P_TURN,1,,,,,,,,
Koishi_en08,UNKNOWN,1,,,,,,,,
Koishi_en08,KIAI,1,1,1,1,1,1,1,1,
Koishi_en08,NODIST,1,,,,,,,,
Koishi_en08,NOSIZE,1,,,,,,,,
Koishi_en08,P_TURN,1,,,,,,,,
KoishiN_en01,KIAI,1,1,1,1,1,1,,,
KoishiN_en01,MIKIRI,1,1,,,,,,,
KoishiN_en01,COUNTER,1,1,1,,,,,,
KoishiN_en01,NODIST,1,,,,,,,,
KoishiN_en01,NOSIZE,1,,,,,,,,
KoishiN_en01,P_TURN,1,,,,,,,,
KoishiN_en02,KIAI,1,1,1,1,1,1,,,
KoishiN_en02,MIKIRI,1,1,,,,,,,
KoishiN_en02,COUNTER,1,1,1,,,,,,
KoishiN_en02,NODIST,1,,,,,,,,
KoishiN_en02,NOSIZE,1,,,,,,,,
KoishiN_en02,P_TURN,1,,,,,,,,
KoishiN_en03,KIAI,1,1,1,1,1,1,1,,
KoishiN_en03,MIKIRI,1,1,,,,,,,
KoishiN_en03,COUNTER,1,1,1,,,,,,
KoishiN_en03,NODIST,1,,,,,,,,
KoishiN_en03,NOSIZE,1,,,,,,,,
KoishiN_en03,P_TURN,1,,,,,,,,
KoishiN_en04,KIAI,1,1,1,1,1,1,1,1,
KoishiN_en04,MIKIRI,1,1,,,,,,,
KoishiN_en04,COUNTER,1,1,1,,,,,,
KoishiN_en04,NODIST,1,,,,,,,,
KoishiN_en04,NOSIZE,1,,,,,,,,
KoishiN_en04,P_TURN,1,,,,,,,,
KoishiN_en04,DOUBLE,1,,,,,,,,
Komachi01,MUGEN,1,,,,,,,,
Komachi01,TAKURAKU,1,,,,,,,,
Komachi01,POINT+_KOMACHI,20,,,,,,,,
Komachi01,WEP_P+_KOMACHI,30,,,,,,,,
Komachi01,KYAN,100,,,,,,,,
Komachi01,BLOCKING,1,,,,,,,,
Komachi01,SOKO,1,1,1,1,,,,,
Komachi01,SAVE_MP,1,,,,,,,,
Komachi02,MUGEN,1,,,,,,,,
Komachi02,TAKURAKU,1,,,,,,,,
Komachi02,POINT+_KOMACHI,20,,,,,,,,
Komachi02,WEP_P+_KOMACHI,30,,,,,,,,
Komachi02,KYAN,100,,,,,,,,
Komachi02,BLOCKING,1,,,,,,,,
Komachi02,SOKO,1,1,1,1,,,,,
Komachi02,SAVE_MP,1,,,,,,,,
Komachi03,MUGEN,1,,,,,,,,
Komachi03,TAKURAKU,1,,,,,,,,
Komachi03,POINT+_KOMACHI,20,,,,,,,,
Komachi03,WEP_P+_KOMACHI,30,,,,,,,,
Komachi03,KYAN,1,,,,,,,,
Komachi03,BLOCKING,1,,,,,,,,
Komachi03,SOKO,1,1,1,1,,,,,
Komachi03,SAVE_MP,1,,,,,,,,
Komachi04,MUGEN,1,,,,,,,,
Komachi04,TAKURAKU,100,,,,,,,,
Komachi04,POINT+_KOMACHI,100,,,,,,,,
Komachi04,WEP_P+_KOMACHI,100,,,,,,,,
Komachi04,KYAN,100,,,,,,,,
Komachi04,BLOCKING,1,,,,,,,,
Komachi04,SOKO,1,1,1,1,,,,,
Komachi04,SAVE_MP,1,,,,,,,,
Komachi_en01,SOKO,1,1,1,1,50,50,50,,
Komachi_en01,MIKIRI,1,,,,,,,,
Komachi_en01,NODIST,1,,,,,,,,
Komachi_en01,P_GOTHIT,1,,,,,,,,
Komachi_en02,BLOCKING,1,50,,,,,,,
Komachi_en02,SOKO,1,1,1,1,50,50,50,,
Komachi_en02,MIKIRI,1,50,,,,,,,
Komachi_en02,NODIST,1,,,,,,,,
Komachi_en02,P_GOTHIT,1,,,,,,,,
Komachi_en03,BLOCKING,1,1,,,,,,,
Komachi_en03,SOKO,1,1,1,1,1,1,1,,
Komachi_en03,MIKIRI,1,1,,,,,,,
Komachi_en03,NODIST,1,,,,,,,,
Komachi_en03,P_GOTHIT,1,,,,,,,,
Komachi_en03,DOUBLE,1,,,,,,,,
Korin01,CURE+_SHIP_KORIN,1,,,,,,,,
Korin01,HIT+_DEF+_KORIN,1,40,,,,,,,
Korin01,ITEM+_PAIR_KORIN,12,35,50,,,,,,
Korin01,RANGE+_COLLECT_KORIN,1,30,60,,,,,,
Korin01,SATTACK,1,1,,,,,,,
Korin01,SGUARD,1,,,,,,,,
Korin01,GUARD,1,,,,,,,,
Korin02,CURE+_SHIP_KORIN,1,,,,,,,,
Korin02,HIT+_DEF+_KORIN,1,40,,,,,,,
Korin02,ITEM+_PAIR_KORIN,12,35,50,,,,,,
Korin02,RANGE+_COLLECT_KORIN,1,30,60,,,,,,
Korin02,SATTACK,1,1,,,,,,,
Korin02,SGUARD,1,,,,,,,,
Korin02,GUARD,1,,,,,,,,
Kosuzu01,,,,,,,,,,
KTengu_en01,KIAI,1,1,1,30,30,30,,,
KTengu_en01,MIKIRI,1,30,,,,,,,
KTengu_en01,FAST,30,,,,,,,,
KTengu_en02,BLOCKING,1,,,,,,,,
KTengu_en02,KIAI,1,1,1,30,30,30,,,
KTengu_en02,MIKIRI,1,30,,,,,,,
KTengu_en02,FAST,30,,,,,,,,
KTenguA_en01,KIAI,1,1,1,1,1,,,,
KTenguA_en01,MIKIRI,1,,,,,,,,
KTenguA_en01,FAST,1,,,,,,,,
KTenguA_en02,BLOCKING,1,,,,,,,,
KTenguA_en02,KIAI,1,1,1,1,1,,,,
KTenguA_en02,MIKIRI,1,,,,,,,,
KTenguA_en02,FAST,1,,,,,,,,
KTenguN_en01,KIAI,1,1,1,1,1,1,,,
KTenguN_en01,MIKIRI,1,1,,,,,,,
KTenguN_en01,FAST,1,,,,,,,,
KTenguN_en02,BLOCKING,1,,,,,,,,
KTenguN_en02,KIAI,1,1,1,1,1,1,1,,
KTenguN_en02,MIKIRI,1,1,,,,,,,
KTenguN_en02,FAST,1,,,,,,,,
Kurumi01,SUCK_HP,1,15,28,41,,,,,
Kurumi01,NIGHT_DEMON,1,,,,,,,,
Kurumi01,SABBATH,20,,,,,,,,
Kurumi01,HIT+_NOCATK_KURUMI,31,,,,,,,,
Kurumi01,CONTRACT_KURUMI,50,,,,,,,,
Kurumi01,SP_COST-_KURUMI,65,,,,,,,,
Kurumi01,SATTACK,1,1,,,,,,,
Kurumi01,DAM+_SATTACK,1,,,,,,,,
Kurumi01,P_TURN,1,,,,,,,,
Kurumi_en01,SATTACK,1,1,,,,,,,
Kurumi_en01,DAM+_SATTACK,1,,,,,,,,
Kurumi_en01,P_TURN,1,,,,,,,,
Layla_en01,,,,,,,,,,
Letty01,KANPA,1,32,56,,,,,,
Letty01,DAIKANPA,7,32,,,,,,,
Letty01,BUTOU,21,,,,,,,,
Letty01,ADD_STATE_LETTY,41,,,,,,,,
Letty01,COUNTER,1,1,,,,,,,
Letty01,HARITSUKI,1,,,,,,,,
Letty01,P_HIT,1,,,,,,,,
Letty02,KANPA,1,32,56,,,,,,
Letty02,DAIKANPA,7,32,,,,,,,
Letty02,BUTOU,21,,,,,,,,
