UnitID,Name,Demo,種,Damage,RMin,RMax,Hit,Crt,L,P,S,弾,MP,Pow,空,陸,水,夜,支,バ,サ,Special,Shape,Partner,BGM,Effect
Koishi_en03,슈팅 러브,shoot_Koishi,0,2000,1,7,60,50,0,1,0,99,0,0,A,A,A,A,0,1,0,,,,,
Koishi_en03,탄막 파라노이아,paranoia,0,2700,1,100,35,30,0,1,0,0,10,100,A,A,A,A,0,0,0,탄막의존형,paranoia,,,
Koishi_en03,이드의 해방,ido,0,2700,1,5,40,30,0,1,0,0,10,100,A,A,A,A,0,1,0,,,,,
Koishi_en03,슈퍼 에고,ego,0,2800,2,8,55,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Koishi_en03,탄막 로르샤흐,rorschach,0,2600,1,100,35,0,0,0,0,10,0,100,A,A,A,A,0,0,1,탄막의존형,rorschach,,,
Koishi_en04,슈팅 러브,shoot_Koishi,0,2000,1,7,60,50,0,1,0,99,0,0,A,A,A,A,0,1,0,,,,,
Koishi_en04,탄막 파라노이아,paranoia,0,2700,1,100,35,30,0,1,0,0,10,100,A,A,A,A,0,0,0,탄막의존형,paranoia,,,
Koishi_en04,이드의 해방,ido,0,2700,1,5,40,30,0,1,0,0,10,100,A,A,A,A,0,1,0,,,,,
Koishi_en04,슈퍼 에고,ego,0,2800,2,8,55,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Koishi_en04,탄막 로르샤흐,rorschach,0,2600,1,100,35,0,0,0,0,10,0,100,A,A,A,A,0,0,1,탄막의존형,rorschach,,,
Koishi_en05,슈팅 러브,shoot_Koishi,0,2000,1,7,60,50,0,1,0,99,0,0,A,A,A,A,0,1,0,,,,,
Koishi_en05,탄막 파라노이아,paranoia,0,2700,1,100,35,30,0,1,0,0,10,100,A,A,A,A,0,0,0,탄막의존형,paranoia,,,
Koishi_en05,이드의 해방,ido,0,2700,1,5,40,30,0,1,0,0,10,100,A,A,A,A,0,1,0,,,,,
Koishi_en05,슈퍼 에고,ego,0,2800,2,8,55,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Koishi_en05,탄막 로르샤흐,rorschach,0,2600,1,100,35,0,0,0,0,10,0,100,A,A,A,A,0,0,1,탄막의존형,rorschach,,,
Koishi_en06,슈팅 러브,shoot_Koishi,0,2000,1,7,60,50,0,1,0,99,0,0,A,A,A,A,0,1,0,,,,,
Koishi_en06,미움받는 자의 필로소피,philosophy,0,2200,1,8,20,10,0,0,0,20,0,100,A,A,A,A,0,0,0,,,,,
Koishi_en06,서브터레이니언 로즈,rose,0,2500,1,5,20,15,0,0,0,0,10,100,A,A,A,A,0,0,1,,,,,
Koishi_en07,슈팅 러브,shoot_Koishi,0,2000,1,7,60,50,0,1,0,99,0,0,A,A,A,A,0,1,0,,,,,
Koishi_en07,미움받는 자의 필로소피,philosophy,0,2200,1,8,20,10,0,0,0,20,0,100,A,A,A,A,0,0,0,,,,,
Koishi_en07,서브터레이니언 로즈,rose,0,2500,1,5,20,15,0,0,0,0,10,100,A,A,A,A,0,0,1,,,,,
Koishi_en08,슈팅 러브,shoot_Koishi,0,2000,1,7,60,50,0,1,0,99,0,0,A,A,A,A,0,1,0,,,,,
Koishi_en08,미움받는 자의 필로소피,philosophy,0,2200,1,8,20,10,0,0,0,20,0,100,A,A,A,A,0,0,0,,,,,
Koishi_en08,서브터레이니언 로즈,rose,0,2500,1,5,20,15,0,0,0,0,10,100,A,A,A,A,0,0,1,,,,,
Koishi_en09,슈팅 러브,shoot_Koishi,0,2000,1,7,60,50,0,1,0,99,0,0,A,A,A,A,0,1,0,,,,,
Koishi_en09,미움받는 자의 필로소피,philosophy,0,2200,1,8,20,10,0,0,0,20,0,100,A,A,A,A,0,0,0,,,,,
Koishi_en09,서브터레이니언 로즈,rose,0,2500,1,5,20,15,0,0,0,0,10,100,A,A,A,A,0,0,1,,,,,
Koishi01,슈팅 러브,shoot_Koishi,0,2000,1,4,10,50,0,1,0,0,10,0,A,A,A,A,0,0,0,,,,,
Koishi02,슈팅 러브,shoot_Koishi,0,2000,1,4,10,50,0,1,0,0,10,0,A,A,A,A,1,0,0,,,,,
Koishi02,이드의 해방,ido,0,2300,2,5,10,35,0,1,0,0,15,0,A,A,B,A,0,1,0,,,,,
Koishi02,슈퍼 에고,ego,0,2600,1,6,30,0,0,0,0,10,0,0,A,A,A,A,0,0,0,,,,,
Koishi02,태아의 꿈,taiji,0,3200,1,4,0,40,0,1,0,2,0,120,A,A,A,A,0,1,0,,,,bgm_pp_mugen02,
Koishi02,서브터레이니언 로즈,rose,0,3600,3,6,20,25,0,0,0,0,60,130,A,A,B,A,0,0,1,,,,,
Koishi02,코메이지 하트 브레이커,KHB,0,3500,1,3,20,30,0,1,0,0,50,130,A,A,A,A,0,0,1,,,|Satori|,bgm_weapon_SatoKoi_KHB,
Koishi03,슈팅 러브,shoot_Koishi,0,2000,1,4,10,50,0,1,0,0,10,0,A,A,A,A,0,0,0,,,,,
KoishiN_en01,미움받는 자의 필로소피,philosophy,0,2800,1,8,60,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
KoishiN_en02,미움받는 자의 필로소피,philosophy,0,2800,1,8,60,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
KoishiN_en03,미움받는 자의 필로소피,philosophy,0,2800,1,8,60,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
KoishiN_en04,미움받는 자의 필로소피,philosophy,0,2800,1,8,60,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Komachi_en01,낫,scythe,1,2150,1,2,30,30,0,1,1,0,0,0,A,A,A,A,0,0,0,,,,,
Komachi_en01,사신의 대낫,ogama,1,2350,2,3,10,25,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
Komachi_en01,저승행 체험판,scythe_dist,1,2550,2,7,15,20,0,0,0,0,10,0,A,A,A,A,0,0,0,,,,,
Komachi_en01,첩첩이 낀 안개 건너기,watashi,1,3000,2,4,20,25,0,1,0,0,20,120,A,A,S,A,0,0,0,,,,,
Komachi_en02,낫,scythe,1,2200,1,2,30,30,0,1,1,0,0,0,A,A,A,A,0,0,0,,,,,
Komachi_en02,사신의 대낫,ogama,1,2400,2,3,10,25,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
Komachi_en02,저승행 체험판,scythe_dist,1,2600,2,7,15,20,0,0,0,0,10,0,A,A,A,A,0,0,0,,,,,
Komachi_en02,첩첩이 낀 안개 건너기,watashi,1,3000,2,4,20,25,0,1,0,0,20,120,A,A,S,A,0,0,0,,,,,
Komachi_en03,낫,scythe,1,2200,1,2,75,30,0,1,1,0,0,0,A,A,A,A,0,0,0,,,,,
Komachi_en03,사신의 대낫,ogama,1,2400,2,4,50,20,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
Komachi_en03,저승행 체험판,scythe_dist,1,2600,5,10,40,10,0,0,0,0,5,0,A,A,A,A,0,0,0,,,,,
Komachi_en03,첩첩이 낀 안개 건너기,watashi,1,3000,2,4,40,10,0,1,0,0,10,100,A,A,S,A,0,0,0,,,,,
Komachi_en03,프라이스 오브 라이프,POL,1,3400,1,8,45,15,0,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
Komachi_en04,낫,scythe,1,2250,1,2,75,30,0,1,1,0,0,0,A,A,A,A,0,0,0,,,,,
Komachi_en04,사신의 대낫,ogama,1,2400,2,4,50,20,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
Komachi_en04,저승행 체험판,scythe_dist,1,2600,5,10,40,10,0,0,0,0,5,0,A,A,A,A,0,0,0,,,,,
Komachi_en04,첩첩이 낀 안개 건너기,watashi,1,3100,2,4,40,10,0,1,0,0,10,100,A,A,S,A,0,0,0,,,,,
Komachi_en04,프라이스 오브 라이프,POL,1,3500,1,8,45,15,0,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
Komachi_en05,낫,scythe,1,2250,1,2,75,30,0,1,1,0,0,0,A,A,A,A,0,0,0,,,,,
Komachi_en05,사신의 대낫,ogama,1,2400,2,4,50,20,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
Komachi_en05,저승행 체험판,scythe_dist,1,2600,5,10,40,10,0,0,0,0,5,0,A,A,A,A,0,0,0,,,,,
Komachi_en05,첩첩이 낀 안개 건너기,watashi,1,3100,2,4,40,10,0,1,0,0,10,100,A,A,S,A,0,0,0,,,,,
Komachi_en05,프라이스 오브 라이프,POL,1,3500,1,8,45,15,0,0,0,0,15,100,A,A,A,A,0,0,0,,,,,
Komachi_en06,낫,scythe,1,2150,1,2,30,30,0,1,1,0,0,0,A,A,A,A,0,0,0,,,,,
Komachi_en06,사신의 대낫,ogama,1,2350,2,3,10,25,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
Komachi_en06,저승행 체험판,scythe_dist,1,2550,2,7,15,20,0,0,0,0,10,0,A,A,A,A,0,0,0,,,,,
Komachi_en06,첩첩이 낀 안개 건너기,watashi,1,3000,2,4,20,25,0,1,0,0,20,120,A,A,S,A,0,0,0,,,,,
Komachi01,낫,scythe,1,1950,1,2,30,30,0,1,1,0,5,0,A,A,A,A,0,0,0,,,,,
Komachi01,사신의 대낫,ogama,1,2250,2,3,10,25,0,1,0,0,15,0,A,A,A,A,1,0,0,,,,,
Komachi01,저승행 체험판,scythe_dist,1,2400,2,7,15,20,0,0,0,0,20,100,A,A,A,A,0,0,0,,,,,
Komachi01,첩첩이 낀 안개 건너기,watashi,1,3150,2,4,20,25,0,1,0,0,55,120,A,A,S,A,0,0,1,,,,,
Komachi02,낫,scythe,1,1950,1,2,30,30,0,1,1,0,5,0,A,A,A,A,0,0,0,,,,,
Komachi02,사신의 대낫,ogama,1,2250,2,3,10,25,0,1,0,0,15,0,A,A,A,A,1,0,0,,,,,
Komachi02,저승행 체험판,scythe_dist,1,2400,2,10,15,20,0,0,0,0,20,100,A,A,A,A,0,0,0,,,,,
Komachi02,첩첩이 낀 안개 건너기,watashi,1,3150,2,4,20,25,0,1,0,0,55,120,A,A,S,A,0,0,1,,,,,
Komachi02,프라이스 오브 라이프,POL,1,3650,1,8,30,10,0,0,0,0,70,130,A,A,A,A,0,1,1,,,,,
Komachi03,낫,scythe,1,1950,1,2,30,30,0,1,1,0,5,0,A,A,A,A,0,0,0,,,,,
Komachi03,사신의 대낫,ogama,1,2250,2,3,10,25,0,1,0,0,15,0,A,A,A,A,1,0,0,,,,,
Komachi03,저승행 체험판,scythe_dist,1,2400,2,7,15,20,0,0,0,0,20,100,A,A,A,A,0,0,0,,,,,
Korin01,격투,combat_Sakuya,1,1800,1,2,25,35,0,1,0,0,5,0,A,A,B,A,0,0,0,,,,,
KTengu_en01,텐구선,fan_KTengu,1,1900,1,2,25,35,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
KTengu_en01,텐구열풍탄,reppu_KTengu,0,2100,2,5,15,15,0,1,0,15,0,0,A,A,C,A,0,0,0,,,,,
KTengu_en01,텐구용권,KTengu_tornado,0,2350,3,6,20,10,0,0,0,0,10,105,A,A,C,A,0,0,0,,,,,
KTengu_en02,텐구선,fan_KTengu,1,1900,1,2,25,35,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
KTengu_en02,텐구열풍탄,reppu_KTengu,0,2100,2,5,15,15,0,1,0,15,0,0,A,A,C,A,0,0,0,,,,,
KTengu_en02,텐구용권,KTengu_tornado,0,2350,3,6,20,10,0,0,0,0,10,105,A,A,C,A,0,0,0,,,,,
KTengu_en03,텐구선,fan_KTengu,1,1900,1,2,45,35,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
KTengu_en03,텐구열풍탄,reppu_KTengu,0,2100,2,5,35,15,0,1,0,15,0,0,A,A,C,A,0,0,0,,,,,
KTengu_en03,텐구용권,KTengu_tornado,0,2400,3,6,40,10,0,0,0,0,10,105,A,A,C,A,0,0,1,,,,,
KTengu_en04,텐구선,fan_KTengu,1,1900,1,2,45,35,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
KTengu_en04,텐구열풍탄,reppu_KTengu,0,2100,2,5,35,15,0,1,0,15,0,0,A,A,C,A,0,0,0,,,,,
KTengu_en04,텐구용권,KTengu_tornado,0,2400,3,6,40,10,0,0,0,0,10,105,A,A,C,A,0,0,1,,,,,
KTenguA_en01,텐구선,fan_KTengu,1,1950,1,2,30,35,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
KTenguA_en01,텐구열풍탄,reppu_KTengu,0,2150,2,5,20,15,0,1,0,15,0,0,A,A,B,A,0,0,0,,,,,
KTenguA_en01,텐구용권,KTengu_tornado,0,2400,2,6,25,10,0,0,0,0,10,105,S,A,B,A,0,0,1,,,,,
KTenguA_en02,텐구선,fan_KTengu,1,1950,1,2,30,35,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
KTenguA_en02,텐구열풍탄,reppu_KTengu,0,2150,2,5,20,15,0,1,0,15,0,0,A,A,B,A,0,0,0,,,,,
KTenguA_en02,텐구용권,KTengu_tornado,0,2400,2,6,25,10,0,0,0,0,10,105,S,A,B,A,0,0,1,,,,,
KTenguN_en01,텐구선,fan_KTengu,1,1900,1,2,45,35,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
KTenguN_en01,텐구열풍탄,reppu_KTengu,0,2500,2,5,35,15,0,1,0,15,0,0,A,A,B,A,0,0,0,,,,,
KTenguN_en02,텐구선,fan_KTengu,1,1900,1,2,45,35,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
KTenguN_en02,텐구열풍탄,reppu_KTengu,0,2500,2,5,35,15,0,1,0,15,0,0,A,A,B,A,0,0,0,,,,,
Kurumi_en01,뱀파이어 클로,vampire_claw_Kurumi,1,1850,1,2,15,25,0,1,1,0,5,0,A,A,B,A,0,0,0,,,,,
Kurumi_en01,루미너스 불릿,luminous_B,0,1950,2,5,20,15,0,1,0,0,5,0,A,A,C,A,0,0,0,,,,,
Kurumi_en01,스플래시 레이저,splash_laser,0,2250,4,7,15,10,1,0,0,0,10,105,A,A,C,A,0,0,0,,,,,
Kurumi_en02,뱀파이어 클로,vampire_claw_Kurumi,1,1850,1,2,15,25,0,1,1,0,5,0,A,A,B,A,0,0,0,,,,,
Kurumi_en02,루미너스 불릿,luminous_B,0,1950,2,5,20,15,0,1,0,0,5,0,A,A,C,A,0,0,0,,,,,
Kurumi_en02,스플래시 레이저,splash_laser,0,2250,4,7,15,10,1,0,0,0,10,105,A,A,C,A,0,0,0,,,,,
Kurumi_en03,뱀파이어 클로,vampire_claw_Kurumi,1,1950,1,2,25,35,0,1,1,0,5,0,A,A,B,A,0,0,0,,,,,
Kurumi_en03,루미너스 불릿,luminous_B,0,2250,2,5,20,15,0,1,0,0,5,0,A,A,C,A,0,0,0,,,,,
Kurumi_en03,스플래시 레이저,splash_laser,0,2550,4,7,15,10,1,0,0,0,10,105,A,A,C,A,0,0,0,,,,,
Kurumi_en03,스플래시 레이저 풀파워,slaser_max,0,2950,5,7,25,20,1,0,0,0,20,115,A,B,C,A,0,0,0,,,,,
Kurumi_en04,뱀파이어 클로,vampire_claw_Kurumi,1,1950,1,2,25,35,0,1,1,0,5,0,A,A,B,A,0,0,0,,,,,
Kurumi_en04,루미너스 불릿,luminous_B,0,2250,2,5,20,15,0,1,0,0,5,0,A,A,C,A,0,0,0,,,,,
Kurumi_en04,스플래시 레이저,splash_laser,0,2550,4,7,15,10,1,0,0,0,10,105,A,A,C,A,0,0,0,,,,,
Kurumi_en04,스플래시 레이저 풀파워,slaser_max,0,2950,5,7,25,20,1,0,0,0,20,115,A,B,C,A,0,0,0,,,,,
Kurumi01,뱀파이어 클로,vampire_claw_Kurumi,1,1650,1,2,25,35,0,1,1,0,5,0,A,A,B,A,0,0,0,,,,,
Kurumi01,루미너스 불릿,luminous_B,0,1950,2,5,20,15,0,1,0,0,10,0,A,A,C,A,1,0,0,,,,,
Kurumi01,스플래시 레이저,splash_laser,0,2350,4,7,15,10,1,0,0,0,20,105,A,A,C,A,0,0,0,,,,,
Kurumi02,뱀파이어 클로,vampire_claw_Kurumi,1,1650,1,2,25,35,0,1,1,0,5,0,A,A,B,A,0,0,0,,,,,
Kurumi02,루미너스 불릿,luminous_B,0,1950,2,5,20,15,0,1,0,0,10,0,A,A,C,A,1,0,0,,,,,
Kurumi02,스플래시 레이저,splash_laser,0,2350,4,7,15,10,1,0,0,0,20,105,A,A,C,A,0,0,0,,,,,
Kurumi02,스플래시 레이저 풀파워,slaser_max,0,2900,5,7,25,20,1,0,0,0,45,115,A,A,C,A,0,0,1,,,,,
Kurumi03,뱀파이어 클로,vampire_claw_Kurumi,1,1650,1,2,25,35,0,1,1,0,5,0,A,A,B,A,0,0,0,,,,,
Kurumi03,루미너스 불릿,luminous_B,0,1950,2,5,20,15,0,1,0,0,10,0,A,A,C,A,1,0,0,,,,,
Kurumi03,스플래시 레이저,splash_laser,0,2350,4,7,15,10,1,0,0,0,20,105,A,A,C,A,0,0,0,,,,,
Kurumi03,스플래시 레이저 풀파워,slaser_max,0,2900,5,7,25,20,1,0,0,0,45,115,A,A,C,A,0,0,1,,,,,
Kurumi03,리플렉터 마루,reflector,0,3400,4,6,20,10,1,0,0,0,40,120,A,A,A,A,0,1,1,,,|Elliy|,bgm_weapon_Elliy_Reflector,
Layla_en01,탄막공격,jikinerai,0,100,1,4,20,20,0,1,0,20,0,0,A,A,A,A,0,0,0,,,,,
Letty_en01,콜드 스냅,snap,0,2100,1,4,30,35,0,1,1,0,0,0,A,A,A,A,0,0,0,,,,,
Letty_en01,언듈레이션 레이,undulation,0,2100,1,5,30,20,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
Letty_en01,플라어 위더 어웨이,witheraway,0,2850,2,6,25,10,0,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
Letty_en02,콜드 스냅,snap,0,2100,1,4,30,35,0,1,1,0,0,0,A,A,A,A,0,0,0,,,,,
Letty_en02,언듈레이션 레이,undulation,0,2100,1,5,30,20,0,1,0,0,5,0,A,A,A,A,0,0,0,,,,,
Letty_en02,플라어 위더 어웨이,witheraway,0,2850,2,6,25,10,0,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
Letty01,콜드 스냅,snap,0,2000,1,3,25,40,0,1,1,0,5,0,A,A,A,A,0,1,0,,,,,
Letty01,언듈레이션 레이,undulation,0,2100,1,4,20,15,0,1,0,0,10,0,A,A,A,A,1,0,0,,,,,
Letty01,플라어 위더 어웨이,witheraway,0,2800,3,5,15,20,0,0,0,0,35,110,A,A,B,A,0,0,0,,,,,
Letty02,콜드 스냅,snap,0,2000,1,4,25,40,0,1,1,0,5,0,A,A,A,A,0,1,0,,,,,
Letty02,언듈레이션 레이,undulation,0,2100,1,5,20,15,0,1,0,0,10,0,A,A,A,A,1,0,0,,,,,
Letty02,플라어 위더 어웨이,witheraway,0,2800,3,6,15,20,0,0,0,0,35,110,A,A,B,A,0,0,0,,,,,
Letty02,링거링 콜드,lingering,0,3200,1,3,10,20,0,1,0,0,50,120,A,A,B,A,0,0,1,,,,,
LilyB01,핸드 빔,handbeam,0,2200,1,4,15,25,1,1,0,20,0,0,A,A,C,A,1,0,0,,,,,
LilyB01,스프링 어택,spring_attack,0,2650,1,3,20,15,0,1,0,0,30,110,A,A,B,A,0,0,0,,,,,
LilyB01,스프링 어택S,spring_attack_S,0,2900,1,1,20,20,0,1,0,0,50,120,A,A,A,A,0,1,1,,,,,
LilyW_en01,탄막공격,shoot_LilyW,0,2100,1,4,20,20,0,1,0,20,0,0,A,A,A,A,0,0,0,,,,,
LilyW_en02,탄막공격,shoot_LilyW,0,2100,1,4,20,20,0,1,0,20,0,0,A,A,A,A,0,0,0,,,,,
LilyW01,몸통박치기,taiatari,1,1200,1,2,30,35,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
LilyW01,탄막공격,shoot_LilyW,0,1800,1,4,20,20,0,1,0,20,0,0,A,A,A,A,1,0,0,,,,,
LilyW02,몸통박치기,taiatari,1,1500,1,2,30,35,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
LilyW02,탄막공격,shoot_LilyW,0,2100,1,4,20,20,0,1,0,20,0,0,A,A,A,A,1,0,0,,,,,
LilyW02,봄을 알리는 탄막,haru,0,2400,1,3,30,15,0,1,0,0,25,0,A,A,A,A,0,0,0,,,,,
LilyW02,봄이에요~,harudesuyo,0,2500,1,5,10,10,0,0,0,2,0,120,A,A,A,A,0,0,0,이동형,*move_harudesuyo,,,
Luna_en01,몸통박치기,taiatari,1,1600,1,2,20,15,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
Luna_en01,링탄,odama,0,1850,3,6,10,5,0,0,1,20,0,0,A,A,A,A,0,0,0,,,,,
Luna_en02,몸통박치기,taiatari,1,1600,1,2,20,15,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
Luna_en02,링탄,odama,0,1850,3,6,10,5,0,0,1,20,0,0,A,A,A,A,0,0,0,,,,,
Luna_en02,S포메이션 어택,sformation,0,2500,3,6,35,20,0,0,0,0,15,105,A,A,B,A,0,0,0,,,|Sunny_en|Star_en|,bgm_weapon_SFormation,
Luna_en03,몸통박치기,taiatari,1,1600,1,2,40,15,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
Luna_en03,링탄,odama,0,1850,3,6,20,5,0,0,1,20,0,0,A,A,A,A,0,0,0,,,,,
Luna_en03,S포메이션 어택,sformation,0,2500,3,6,35,20,0,0,0,0,15,105,A,A,B,A,0,0,0,,,|Sunny_en|Star_en|,bgm_weapon_SFormation,
Luna_en04,몸통박치기,taiatari,1,1600,1,2,40,15,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
Luna_en04,링탄,odama,0,1850,3,6,20,5,0,0,1,20,0,0,A,A,A,A,0,0,0,,,,,
Luna_en04,S포메이션 어택,sformation,0,2500,3,6,35,20,0,0,0,0,15,105,A,A,B,A,0,0,0,,,|Sunny_en|Star_en|,bgm_weapon_SFormation,
Luna01,몸통박치기,taiatari,1,1600,1,2,20,15,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
Luna01,링탄,odama,0,1850,3,6,10,5,0,0,1,20,0,0,A,A,A,A,1,0,0,,,,,
Luna02,몸통박치기,taiatari,1,1600,1,2,20,15,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
Luna02,링탄,odama,0,1850,3,6,10,5,0,0,1,20,0,0,A,A,A,A,1,0,0,,,,,
Luna02,S포메이션 어택,sformation,0,2500,3,6,35,20,0,0,0,0,15,105,A,A,B,A,0,1,0,,,|Sunny|Star|,bgm_weapon_SFormation,
Luna03,몸통박치기,taiatari,1,1600,1,2,20,15,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
Luna03,링탄,odama,0,1850,3,6,10,5,0,0,1,20,0,0,A,A,A,A,1,0,0,,,,,
Luna03,S포메이션 어택,sformation,0,2500,3,6,35,20,0,0,0,0,15,105,A,A,B,A,0,1,0,,,|Sunny|Star|,bgm_weapon_SFormation,
Lunasa_en01,스트라디바리우스,violin,1,2000,1,2,30,40,0,1,1,0,0,0,A,A,C,A,0,0,0,,,,,
Lunasa_en01,과르네리 델 제수,guarneri,0,2400,2,5,25,20,0,1,0,0,5,0,A,A,A,A,0,1,0,,,,,
Lunasa01,스트라디바리우스,violin,1,2000,1,2,30,40,0,1,1,0,5,0,A,A,C,A,0,0,0,,,,,
Lunasa01,과르네리 델 제수,guarneri,0,2400,2,4,20,15,0,1,0,0,10,0,A,A,A,A,1,1,0,,,,,
Lunasa01,프리즘 콘체르토,concerto_apart,0,2800,2,4,15,20,0,0,0,0,20,110,A,A,A,A,0,0,1,,,|Merlin|Lyrica|,,
Lunasa01,루나사 솔로 라이브,live_Lunasa,2,0,1,5,0,0,0,1,0,0,85,105,A,A,A,A,0,0,0,부채형\n파워를 10 내린다,*fan,,,EFFECT/POW-/10
Lunasa02,스트라디바리우스,violin,1,2000,1,2,30,40,0,1,1,0,5,0,A,A,C,A,0,0,0,,,,,
Lunasa02,과르네리 델 제수,guarneri,0,2400,2,4,20,15,0,1,0,0,10,0,A,A,A,A,1,1,0,,,,,
Lunasa02,프리즘 콘체르토,concerto_apart,0,2800,2,4,15,20,0,0,0,0,20,110,A,A,A,A,0,0,1,,,|Merlin|Lyrica|,,
Lunasa02,루나사 솔로 라이브,live_Lunasa,2,0,1,5,0,0,0,1,0,0,85,105,A,A,A,A,0,0,0,부채형\n파워를 10 내린다,*fan,,,EFFECT/POW-/10
Lyrica_en01,키보드,keyboard,1,1950,1,3,20,25,0,1,1,0,5,0,A,A,C,A,0,0,0,,,,,
Lyrica_en01,베젠돌퍼 신주,bosendorfer,0,2400,2,6,40,10,0,0,0,50,0,0,A,A,A,A,0,0,0,,,,,
Lyrica01,키보드,keyboard,1,1950,1,3,20,25,0,1,1,0,5,0,A,A,C,A,0,0,0,,,,,
Lyrica01,프리즘 노이즈,sub_Lyrica,0,2100,1,4,40,5,0,1,0,0,5,0,A,A,A,A,1,0,0,,,,,
Lyrica01,베젠돌퍼 신주,bosendorfer,0,2400,3,6,20,10,0,0,0,15,0,0,A,A,A,A,0,0,0,,,,,
Lyrica01,프리즘 콘체르토,concerto_apart,0,2800,2,4,15,20,0,0,0,0,20,110,A,A,A,A,0,0,1,,,|Lunasa|Merlin|,,
Lyrica01,리리카 솔로 라이브,live_Lyrica,2,0,1,5,0,0,0,1,0,0,40,105,A,A,A,A,0,0,0,착탄형\n명중률/회피율 + 15%,**bazooka,,,ADD_STATE/HIT_PRY+/15
Lyrica02,키보드,keyboard,1,1950,1,3,20,25,0,1,1,0,5,0,A,A,C,A,0,0,0,,,,,
Lyrica02,프리즘 노이즈,sub_Lyrica,0,2100,1,4,40,5,0,1,0,0,5,0,A,A,A,A,1,0,0,,,,,
Lyrica02,베젠돌퍼 신주,bosendorfer,0,2400,3,6,20,10,0,0,0,15,0,0,A,A,A,A,0,0,0,,,,,
Lyrica02,프리즘 콘체르토,concerto_apart,0,2800,2,4,15,20,0,0,0,0,20,110,A,A,A,A,0,0,1,,,|Lunasa|Merlin|,,
Lyrica02,리리카 솔로 라이브,live_Lyrica,2,0,1,5,0,0,0,1,0,0,40,105,A,A,A,A,0,0,0,착탄형\n명중률/회피율 + 15%,**bazooka,,,ADD_STATE/HIT_PRY+/15
Maid_en01,몸통박치기,taiatari,1,1750,1,2,40,0,0,1,1,0,0,0,A,A,B,A,0,0,0,,,,,
Maid_en01,청탄,blue_bullet,0,2000,4,6,20,15,0,0,1,20,0,0,A,A,B,A,0,0,0,,,,,
Makura_en01,드림 소프,soap_map,0,2400,1,5,10,10,0,0,0,0,10,110,A,A,A,A,0,0,0,자기중심형,*circle,,,
Makura_en01,혼돈의 구렁,nightmare,0,2800,1,8,35,10,0,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
Makura_en01,인디언 애뮬릿,catcher,0,2500,1,100,10,10,0,0,0,0,10,100,A,A,A,A,0,0,0,탄막의존형,*catcher,,,
Makura_en01,도래의 성수,baku,0,3200,1,8,20,20,1,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
Makura_en01,스위트 드림,sweetdream,0,3100,1,6,60,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Makura_en01,스위트 드림,sweetdream,0,3100,1,6,60,10,0,1,0,0,10,100,A,A,A,A,0,0,0,,,,,
Makura_en02,드림 소프,soap_map,0,2400,1,5,10,10,0,0,0,0,10,110,A,A,A,A,0,0,0,자기중심형,*circle,,,
Makura_en02,혼돈의 구렁,nightmare,0,2800,1,8,35,10,0,0,0,0,10,100,A,A,A,A,0,0,0,,,,,
