BulID,SpellID,Rmin,Rmax,Shape,HP,Turns,Points,EXP,PP,Anime,Update,マップ,Slots,EF0,DEF0,PRY0,MOV0,EF1,DEF1,PRY1,MOV1,EF2,DEF2,PRY2,MOV2,EF3,DEF3,PRY3,MOV3,EF4,DEF4,PRY4,MOV4,EF5,DEF5,PRY5,MOV5,EF6,DEF6,PRY6,MOV6
HYousei_en02,,4,7,hcircle,0,0,3800,125,10,,0,0,1,,15,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,
HYousei_en03,,4,7,hcircle,0,0,3800,125,10,,0,0,1,,15,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,
HYousei_en04,,4,7,hcircle,0,0,3800,125,10,,0,0,1,,15,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,
HYouseiB_en01,,4,7,hcircle,0,0,3800,125,10,,0,0,1,,15,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,
HYouseiB_en02,,4,7,hcircle,0,0,3800,125,10,,0,0,1,,15,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,
HYouseiB_en03,,4,7,hcircle,0,0,3800,125,10,,0,0,1,,15,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,
HYouseiB_en04,,4,7,hcircle,0,0,3800,125,10,,0,0,1,,15,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Ichirin_en01,,1,5,circle,0,0,10000,200,20,,0,0,1,,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
IchirinN_en01,,0,5,circle,0,0,20000,200,20,,0,0,1,,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
IchirinN_en02,,0,5,circle,0,0,20000,200,20,,0,0,1,,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
IchirinN_en03,,0,5,circle,0,0,20000,200,20,,0,0,1,,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
IchirinN_en04,,0,5,circle,0,0,20000,200,20,,0,0,1,,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
Iku_en01,,0,5,circle,0,0,7500,190,10,spiral,0,0,1,HIT+_IKU,40,5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Iku_en02,,0,5,circle,0,0,7500,190,10,spiral,0,0,1,HIT+_IKU,40,5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Iku_en03,,0,5,circle,0,0,7500,190,10,spiral,0,0,1,HIT+_IKU,40,5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
InsectA_en01,,1,2,circle,0,0,400,40,2,spiral,0,0,1,,5,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
InsectA2_en01,,1,1,circle,0,0,2000,80,2,spiral,0,0,1,,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,
InsectA2_en02,,1,1,circle,0,0,2000,80,2,spiral,0,0,1,,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,
InsectB_en01,,1,2,circle,0,0,500,40,2,spiral,0,0,1,,0,5,0.2,,,,,,,,,,,,,,,,,,,,,,,,
InsectC_en01,,1,2,circle,0,0,4300,150,10,spiral,0,0,1,,10,30,4,,,,,,,,,,,,,,,,,,,,,,,,
InsectC_en02,,1,2,circle,0,0,4300,150,10,spiral,0,0,1,,10,30,4,,,,,,,,,,,,,,,,,,,,,,,,
InsectCN_en01,,1,2,circle,0,0,10000,150,10,,0,0,1,,10,30,4,,,,,,,,,,,,,,,,,,,,,,,,
InsectCN_en02,,1,2,circle,0,0,10000,150,10,,0,0,1,,10,30,4,,,,,,,,,,,,,,,,,,,,,,,,
InsectCN_en03,,1,2,circle,0,0,10000,150,10,,0,0,1,,10,30,4,,,,,,,,,,,,,,,,,,,,,,,,
JKarasu_en01,,1,3,circle,0,0,3000,120,10,,0,0,1,,20,12,0.7,,,,,,,,,,,,,,,,,,,,,,,,
JKarasu_en02,,1,3,circle,0,0,4200,140,10,,0,0,1,,20,12,0.7,,,,,,,,,,,,,,,,,,,,,,,,
Kaguya_en01,,1,6,circle,0,0,8000,180,10,,0,0,1,,0,40,1.5,,,,,,,,,,,,,,,,,,,,,,,,
Kaguya_en01,KAGUYA_RYU,2,5,circle,26000,3,10000,200,10,bullet,0,1,1,PRY-_KAGUYA,20,40,1,,,,,,,,,,,,,,,,,,,,,,,,
Kaguya_en01,KAGUYA_HOTOKE,2,5,circle,25000,3,10000,220,10,diamond,1,0,2,DEF+_KAGUYA,35,35,1,NOENTER,10,60,1,,,,,,,,,,,,,,,,,,,,
Kaguya_en01,KAGUYA_KOROMO,2,5,circle,12500,3,8000,200,10,shield,0,0,1,CONSUME+_MP_KAGUYA,60,10,3,,,,,,,,,,,,,,,,,,,,,,,,
Kaguya_en01,KAGUYA_TSUBAME,2,5,circle,23000,3,10000,220,10,infinity,0,0,1,HP+_KAGUYA,30,30,1.5,,,,,,,,,,,,,,,,,,,,,,,,
Kaguya_en01,KAGUYA_TAMANOE,2,5,circle,26000,-1,12000,250,15,tamanoe,1,0,1,CONSUME+_SP_KAGUYA,25,25,1.5,,,,,,,,,,,,,,,,,,,,,,,,
Kaguya_en01,EIYA,2,5,circle,31000,3,12000,250,15,eiya,1,1,3,NOSPIRIT_KAGUYA_A,0,40,2,NOSPIRIT_KAGUYA_B,40,0,2,,60,60,3,,,,,,,,,,,,,,,,
Kaguya_en02,,1,6,circle,0,0,8000,180,10,,0,0,1,,0,40,1.5,,,,,,,,,,,,,,,,,,,,,,,,
Kaguya_en02,KAGUYA_RYU,2,5,circle,26000,3,10000,200,10,bullet,0,1,1,PRY-_KAGUYA,20,40,1,,,,,,,,,,,,,,,,,,,,,,,,
Kaguya_en02,KAGUYA_HOTOKE,2,5,circle,25000,3,10000,220,10,diamond,1,0,2,DEF+_KAGUYA,35,35,1,NOENTER,10,60,1,,,,,,,,,,,,,,,,,,,,
Kaguya_en02,KAGUYA_KOROMO,2,5,circle,12500,3,8000,200,10,shield,0,0,1,CONSUME+_MP_KAGUYA,60,10,3,,,,,,,,,,,,,,,,,,,,,,,,
Kaguya_en02,KAGUYA_TSUBAME,2,5,circle,23000,3,10000,220,10,infinity,0,0,1,HP+_KAGUYA,30,30,1.5,,,,,,,,,,,,,,,,,,,,,,,,
Kaguya_en02,KAGUYA_TAMANOE,2,5,circle,26000,-1,12000,250,15,tamanoe,1,0,1,CONSUME+_SP_KAGUYA,25,25,1.5,,,,,,,,,,,,,,,,,,,,,,,,
Kaguya_en02,EIYA,2,5,circle,31000,3,12000,250,15,eiya,1,1,3,NOSPIRIT_KAGUYA_A,0,40,2,NOSPIRIT_KAGUYA_B,40,0,2,,60,60,3,,,,,,,,,,,,,,,,
KaguyaN_en01,,0,5,circle,0,0,25000,250,25,,0,0,1,DEF+_KAGUYAN,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
KaguyaN_en02,,0,5,circle,0,0,25000,250,25,,0,0,1,DEF+_KAGUYAN,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
KaguyaN_en03,,0,5,circle,0,0,25000,250,25,,0,0,1,DEF+_KAGUYAN,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
KaguyaN_en04,,0,5,circle,0,0,25000,250,25,,0,0,1,DEF+_KAGUYAN,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
Kanako_en01,,2,6,*omb,0,0,5000,200,10,*omb,0,0,1,DAM+_KANAKO,18,18,0.7,,,,,,,,,,,,,,,,,,,,,,,,
Kanako_en01,EXOMB,3,6,circle,14000,3,8000,200,10,EXOMB,0,0,2,DAM+_EXOMB,10,20,1.5,,8,12,0.25,,,,,,,,,,,,,,,,,,,,
Kanako_en01,SUWA_KANAKO,3,6,circle,12000,3,10000,220,10,suwa_Kanako,0,0,1,COMPAT-_KANAKO,40,10,1,,,,,,,,,,,,,,,,,,,,,,,,
Kanako_en01,MOF,3,6,circle,21000,-1,15000,300,15,MOF,0,0,2,SOKO_MOF,25,20,1,PRY-_MOF,15,15,0.5,,,,,,,,,,,,,,,,,,,,
Kanako_en02,,2,6,*omb,0,0,15000,250,15,*omb,0,0,1,DAM+_KANAKO,35,35,0.7,,,,,,,,,,,,,,,,,,,,,,,,
Kanako_en03,,2,6,*omb,0,0,15000,250,15,*omb,0,0,1,DAM+_KANAKO,35,35,0.7,,,,,,,,,,,,,,,,,,,,,,,,
KanakoN_en01,,0,5,circle,0,0,25000,250,25,,0,0,1,COMPAT-_KANAKO,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
KanakoN_en02,,0,5,circle,0,0,25000,250,25,,0,0,1,COMPAT-_KANAKO,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
KanakoN_en03,,0,5,circle,0,0,25000,250,25,,0,0,1,COMPAT-_KANAKO,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
KanakoN_en04,,0,5,circle,0,0,25000,250,25,,0,0,1,COMPAT-_KANAKO,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
Kaname_en01,,1,2,circle,0,0,3500,100,5,spiral,0,0,1,MOV-_ALL,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,
Kaname_en02,,1,2,circle,0,0,3500,100,5,spiral,0,0,1,MOV-_ALL,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,
Kappa_en01,,2,6,hcircle,0,0,2500,120,10,,0,0,1,,5,20,0.35,,,,,,,,,,,,,,,,,,,,,,,,
Kappa_en02,,2,6,hcircle,0,0,3000,135,10,,0,0,1,,5,20,0.4,,,,,,,,,,,,,,,,,,,,,,,,
Kappa_en03,,2,6,hcircle,0,0,3000,135,10,,0,0,1,,5,20,0.4,,,,,,,,,,,,,,,,,,,,,,,,
KappaS_en01,,1,3,circle,0,0,4500,170,10,spiral,0,0,1,,5,45,0.5,,,,,,,,,,,,,,,,,,,,,,,,
KappaC_en01,,2,6,hcircle,0,0,3500,135,10,,0,0,1,,5,25,0.4,,,,,,,,,,,,,,,,,,,,,,,,
KappaN_en01,,0,3,circle,0,0,10000,150,10,,0,0,1,HIT+_KAPPAN,20,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Karasu_en01,,1,3,circle,0,0,1500,80,6,spiral,0,0,1,,12,15,0.6,,,,,,,,,,,,,,,,,,,,,,,,
Karasu_en02,,1,3,circle,0,0,1500,80,6,spiral,0,0,1,,0,10,0.6,,,,,,,,,,,,,,,,,,,,,,,,
Kedama_en01,,1,4,circle,0,0,1500,100,8,spiral,0,0,1,,15,10,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Kedama_en02,,1,4,circle,0,0,1500,100,8,spiral,0,0,1,,15,10,0.33,,,,,,,,,,,,,,,,,,,,,,,,
KedamaB_en01,,1,4,circle,0,0,2000,100,10,spiral,0,0,1,,18,10,0.33,,,,,,,,,,,,,,,,,,,,,,,,
KedamaN_en01,,3,5,circle,0,0,2500,150,10,spiral,0,0,1,,30,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Keine_en01,,0,4,circle,0,0,9000,190,10,,0,0,1,ATP+_KEINE,0,35,1,,,,,,,,,,,,,,,,,,,,,,,,
Keine_en01,NEXT,2,5,circle,31200,3,11000,200,10,spiral,0,0,1,,10,25,0.8,,,,,,,,,,,,,,,,,,,,,,,,
Keine_en02,,0,4,circle,0,0,9000,190,10,,0,0,1,ATP+_KEINE,0,35,1,,,,,,,,,,,,,,,,,,,,,,,,
KeineH_en01,,0,6,circle,0,0,0,200,10,,0,0,1,,0,40,2,,,,,,,,,,,,,,,,,,,,,,,,
KeineH_en01,NEXT,2,5,circle,32000,3,11000,220,10,next,0,0,1,LVDOWN_KEINEH,40,40,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Kekkai_en01,,1,5,fan,0,0,1600,90,8,spiral,0,0,1,,25,0,0.65,,,,,,,,,,,,,,,,,,,,,,,,
Kekkai_en02,,1,6,circle,0,0,200000,250,20,spiral,0,0,1,,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,
Kisume_en01,,0,3,circle,0,0,8500,170,10,spiral,0,0,1,DEF+_KISUME,30,30,1.5,,,,,,,,,,,,,,,,,,,,,,,,
Kisume_en02,,0,3,circle,0,0,8500,170,10,spiral,0,0,1,DEF+_KISUME,30,30,1.5,,,,,,,,,,,,,,,,,,,,,,,,
Kisume_en03,,0,3,circle,0,0,8500,170,10,spiral,0,0,1,DEF+_KISUME,30,30,1.5,,,,,,,,,,,,,,,,,,,,,,,,
Kisume_en03,WELL,0,3,circle,36000,3,12000,180,15,well,0,0,2,NOENTER,30,0,1,DEF+_KISUME2,30,30,1,,,,,,,,,,,,,,,,,,,,
Kisume_en04,,0,3,circle,0,0,8500,170,10,spiral,0,0,1,DEF+_KISUME,30,30,1.5,,,,,,,,,,,,,,,,,,,,,,,,
Kisume_en04,WELL,0,3,circle,36000,3,12000,180,15,well,0,0,2,NOENTER,30,0,1,DEF+_KISUME2,30,30,1,,,,,,,,,,,,,,,,,,,,
KisumeN_en01,,0,5,circle,0,0,0,0,0,,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
KisumeN_en01,NIGHTMARE_B06,0,3,circle,24000,4,50000,300,30,well,0,0,2,DEF+_KISUME,30,0,1,DEF+_KISUME,30,30,1,,,,,,,,,,,,,,,,,,,,
KKedama_en01,,1,3,circle,0,0,2800,140,10,,0,0,1,,25,0,0.35,,,,,,,,,,,,,,,,,,,,,,,,
KKedama_en02,,1,3,circle,0,0,2800,140,10,,0,0,1,,25,0,0.35,,,,,,,,,,,,,,,,,,,,,,,,
Koakuma_en01,,3,6,circle,0,0,4000,120,10,spiral,0,0,1,MP-_KOA,10,15,5,,,,,,,,,,,,,,,,,,,,,,,,
Koakuma_en02,,3,6,circle,0,0,4000,120,10,spiral,0,0,1,MP-_KOA,10,15,5,,,,,,,,,,,,,,,,,,,,,,,,
Koakuma_en03,,3,5,circle,0,0,8000,180,10,spiral,0,0,1,MP-_KOA2,15,20,5,,,,,,,,,,,,,,,,,,,,,,,,
Koakuma_en04,,3,5,circle,0,0,8000,180,10,spiral,0,0,1,MP-_KOA2,15,20,5,,,,,,,,,,,,,,,,,,,,,,,,
Kogasa_en01,,3,5,circle,0,0,8000,180,10,,0,0,1,PRY+_KOGASA,40,60,2.5,,,,,,,,,,,,,,,,,,,,,,,,
Kogasa_en01,RAINBOW,2,5,circle,25000,3,10000,220,15,rainbow,0,0,1,NOENTER_KOGASA,55,55,3.5,,,,,,,,,,,,,,,,,,,,,,,,
Kogasa_en01,ODOROKI,2,5,circle,26000,3,15000,220,15,odoroki,0,0,1,HIT+_KOGASA2,40,55,1.2,,,,,,,,,,,,,,,,,,,,,,,,
Kogasa_en01,UMBRELLA,2,5,circle,28500,3,15000,220,15,umbrella,0,0,3,POW-_KOGASA,70,80,1.2,ADD_SPIRIT_KOGASA,0,0,0,NOENTER,0,0,0,,,,,,,,,,,,,,,,
Kogasa_en02,,3,5,circle,0,0,8000,180,10,,0,0,1,PRY+_KOGASA,40,60,2.5,,,,,,,,,,,,,,,,,,,,,,,,
Kogasa_en02,RAINBOW,2,5,circle,25000,3,10000,220,15,rainbow,0,0,1,NOENTER_KOGASA,55,55,3.5,,,,,,,,,,,,,,,,,,,,,,,,
Kogasa_en02,ODOROKI,2,5,circle,26000,3,15000,220,15,odoroki,0,0,1,HIT+_KOGASA2,40,55,1.2,,,,,,,,,,,,,,,,,,,,,,,,
Kogasa_en02,UMBRELLA,2,5,circle,28500,3,15000,220,15,umbrella,0,0,3,POW-_KOGASA,70,80,1.2,ADD_SPIRIT_KOGASA,0,0,0,NOENTER,0,0,0,,,,,,,,,,,,,,,,
Kogasa_en03,,3,5,circle,0,0,8000,180,10,,0,0,1,PRY+_KOGASA,40,60,2.5,,,,,,,,,,,,,,,,,,,,,,,,
Kogasa_en03,RAINBOW,2,5,circle,25000,3,10000,220,15,rainbow,0,0,1,NOENTER_KOGASA,55,55,3.5,,,,,,,,,,,,,,,,,,,,,,,,
Kogasa_en03,ODOROKI,2,5,circle,26000,3,15000,220,15,odoroki,0,0,1,HIT+_KOGASA2,40,55,1.2,,,,,,,,,,,,,,,,,,,,,,,,
Kogasa_en03,UMBRELLA,2,5,circle,28500,3,15000,220,15,umbrella,0,0,3,POW-_KOGASA,70,80,1.2,ADD_SPIRIT_KOGASA,0,0,0,NOENTER,0,0,0,,,,,,,,,,,,,,,,
Koishi_en01,,1,4,circle,0,0,12000,180,10,,0,0,1,UNTARGET_KOISHI,30,30,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en02,,1,4,circle,0,0,12000,180,10,,0,0,1,UNTARGET_KOISHI,30,30,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en02,PARANOIA,0,0,,28000,3,15000,220,15,paranoia,1,1,2,NOENTER,0,0,10,NO_COMMAND_ALL,0,0,0,,,,,,,,,,,,,,,,,,,,
Koishi_en02,IDO,0,0,,31000,2,15000,220,20,ido,0,0,2,,40,0,1.2,ACT_SPIRIT_KOISHI,20,55,2,,,,,,,,,,,,,,,,,,,,
Koishi_en02,EGO,0,0,,33000,3,15000,220,20,ego,1,0,4,ADD_SPIRIT_KOISHI,0,0,0,DESTINATE_KOISHI1,50,50,0.5,DESTINATE_KOISHI2,50,50,0.5,DESTINATE_KOISHI3,50,50,0.5,,,,,,,,,,,,
Koishi_en02,RORSCHACH,0,0,,36000,2,15000,220,20,rorschach,0,1,2,,70,80,0.5,NOENTER,0,0,1.5,,,,,,,,,,,,,,,,,,,,
Koishi_en03,,1,4,circle,0,0,12000,180,10,,0,0,1,UNTARGET_KOISHI,30,30,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en03,PARANOIA,0,0,,28000,3,15000,220,15,paranoia,1,1,2,NOENTER,0,0,10,NO_COMMAND_ALL,0,0,0,,,,,,,,,,,,,,,,,,,,
Koishi_en03,IDO,0,0,,31000,2,15000,220,20,ido,0,0,2,,40,0,1.2,ACT_SPIRIT_KOISHI,20,55,2,,,,,,,,,,,,,,,,,,,,
Koishi_en03,EGO,0,0,,33000,3,15000,220,20,ego,1,0,4,ADD_SPIRIT_KOISHI,0,0,0,DESTINATE_KOISHI1,50,50,0.5,DESTINATE_KOISHI2,50,50,0.5,DESTINATE_KOISHI3,50,50,0.5,,,,,,,,,,,,
Koishi_en03,RORSCHACH,0,0,,36000,2,15000,220,20,rorschach,0,1,2,,70,80,0.5,NOENTER,0,0,1.5,,,,,,,,,,,,,,,,,,,,
Koishi_en04,,1,4,circle,0,0,12000,180,10,,0,0,1,UNTARGET_KOISHI,30,30,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en04,PARANOIA,0,0,,28000,3,15000,220,15,paranoia,1,1,2,NOENTER,0,0,10,NO_COMMAND_ALL,0,0,0,,,,,,,,,,,,,,,,,,,,
Koishi_en04,IDO,0,0,,31000,2,15000,220,20,ido,0,0,2,,40,0,1.2,ACT_SPIRIT_KOISHI,20,55,2,,,,,,,,,,,,,,,,,,,,
Koishi_en04,EGO,0,0,,33000,3,15000,220,20,ego,1,0,4,ADD_SPIRIT_KOISHI,0,0,0,DESTINATE_KOISHI1,50,50,0.5,DESTINATE_KOISHI2,50,50,0.5,DESTINATE_KOISHI3,50,50,0.5,,,,,,,,,,,,
Koishi_en04,RORSCHACH,0,0,,36000,2,15000,220,20,rorschach,0,1,2,,70,80,0.5,NOENTER,0,0,1.5,,,,,,,,,,,,,,,,,,,,
Koishi_en05,,1,4,circle,0,0,12000,180,10,,0,0,1,UNTARGET_KOISHI,30,30,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en05,PARANOIA,0,0,,28000,3,15000,220,15,paranoia,1,1,2,NOENTER,0,0,10,NO_COMMAND_ALL,0,0,0,,,,,,,,,,,,,,,,,,,,
Koishi_en05,IDO,0,0,,31000,2,15000,220,20,ido,0,0,2,,40,0,1.2,ACT_SPIRIT_KOISHI,20,55,2,,,,,,,,,,,,,,,,,,,,
Koishi_en05,EGO,0,0,,33000,3,15000,220,20,ego,1,0,4,ADD_SPIRIT_KOISHI,0,0,0,DESTINATE_KOISHI1,50,50,0.5,DESTINATE_KOISHI2,50,50,0.5,DESTINATE_KOISHI3,50,50,0.5,,,,,,,,,,,,
Koishi_en05,RORSCHACH,0,0,,36000,2,15000,220,20,rorschach,0,1,2,,70,80,0.5,NOENTER,0,0,1.5,,,,,,,,,,,,,,,,,,,,
Koishi_en06,,1,4,circle,0,0,12000,180,10,,0,0,1,UNTARGET_KOISHI,30,30,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en06,IDENSHI,0,0,circle,6000,5,10000,220,15,DNA,1,0,2,PRY+_KOISHI,10,10,0,,0,0,1,,,,,,,,,,,,,,,,,,,,
Koishi_en06,POLYGRAPH,0,0,circle,3900,3,10000,220,15,polygraph,1,0,1,NOENTER,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en06,UZUMEBI,0,0,circle,3900,-1,15000,220,15,uzumebi,0,0,1,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en06,PHILOSOPHY,0,0,circle,8000,-1,20000,250,30,philosophy,0,0,2,NODAM_KOISHI,15,10,0.5,NOENTER,0,0,0,,,,,,,,,,,,,,,,,,,,
Koishi_en06,SROSE,0,0,circle,22000,-1,0,0,0,rose,0,0,1,ROSE,30,15,0.6,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en07,,1,4,circle,0,0,12000,180,10,,0,0,1,UNTARGET_KOISHI,30,30,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en07,IDENSHI,0,0,circle,6000,5,10000,220,15,DNA,1,0,2,PRY+_KOISHI,10,10,0,,0,0,1,,,,,,,,,,,,,,,,,,,,
Koishi_en07,POLYGRAPH,0,0,circle,3900,3,10000,220,15,polygraph,1,0,1,NOENTER,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en07,UZUMEBI,0,0,circle,3900,-1,15000,220,15,uzumebi,0,0,1,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en07,PHILOSOPHY,0,0,circle,8000,-1,20000,250,30,philosophy,0,0,2,NODAM_KOISHI,15,10,0.5,NOENTER,0,0,0,,,,,,,,,,,,,,,,,,,,
Koishi_en07,SROSE,0,0,circle,22000,-1,0,0,0,rose,0,0,1,ROSE,30,15,0.6,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en08,,1,4,circle,0,0,12000,180,10,,0,0,1,UNTARGET_KOISHI,30,30,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en08,IDENSHI,0,0,circle,6000,5,10000,220,15,DNA,1,0,2,PRY+_KOISHI,10,10,0,,0,0,1,,,,,,,,,,,,,,,,,,,,
Koishi_en08,POLYGRAPH,0,0,circle,3900,3,10000,220,15,polygraph,1,0,1,NOENTER,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en08,UZUMEBI,0,0,circle,3900,-1,15000,220,15,uzumebi,0,0,1,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en08,PHILOSOPHY,0,0,circle,8000,-1,20000,250,30,philosophy,0,0,2,NODAM_KOISHI,15,10,0.5,NOENTER,0,0,0,,,,,,,,,,,,,,,,,,,,
Koishi_en08,SROSE,0,0,circle,22000,-1,0,0,0,rose,0,0,1,ROSE,30,15,0.6,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en09,,1,4,circle,0,0,12000,180,10,,0,0,1,UNTARGET_KOISHI,30,30,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en09,IDENSHI,0,0,circle,6000,5,10000,220,15,DNA,1,0,2,PRY+_KOISHI,10,10,0,,0,0,1,,,,,,,,,,,,,,,,,,,,
Koishi_en09,POLYGRAPH,0,0,circle,3900,3,10000,220,15,polygraph,1,0,1,NOENTER,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en09,UZUMEBI,0,0,circle,3900,-1,15000,220,15,uzumebi,0,0,1,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,
Koishi_en09,PHILOSOPHY,0,0,circle,8000,-1,20000,250,30,philosophy,0,0,2,NODAM_KOISHI,15,10,0.5,NOENTER,0,0,0,,,,,,,,,,,,,,,,,,,,
Koishi_en09,SROSE,0,0,circle,22000,-1,0,0,0,rose,0,0,1,ROSE,30,15,0.6,,,,,,,,,,,,,,,,,,,,,,,,
KoishiN_en01,,0,5,circle,0,0,25000,250,25,,0,0,1,NO_HICCHU,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
KoishiN_en02,,0,5,circle,0,0,25000,250,25,,0,0,1,NO_HICCHU,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
KoishiN_en03,,0,5,circle,0,0,25000,250,25,,0,0,1,NO_HICCHU,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
KoishiN_en04,,0,5,circle,0,0,25000,250,25,,0,0,1,NO_HICCHU,10,10,0.2,,,,,,,,,,,,,,,,,,,,,,,,
Komachi_en01,,1,4,circle,0,0,10000,200,10,spiral,0,0,1,NO_DIST,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,
Komachi_en02,,1,4,circle,0,0,10000,200,10,spiral,0,0,1,NO_DIST,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,
Komachi_en03,,1,10,Komachi,0,0,10000,200,15,,0,0,1,NOENTER,50,50,10,,,,,,,,,,,,,,,,,,,,,,,,
Komachi_en03,PRICE,1,1,,36000,3,20000,220,15,POL,0,0,1,ANTIDIST,15,15,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Komachi_en04,,1,10,Komachi,0,0,10000,200,15,,0,0,1,NOENTER,50,50,10,,,,,,,,,,,,,,,,,,,,,,,,
Komachi_en04,PRICE,1,1,,36000,3,20000,220,15,POL,0,0,1,ANTIDIST,15,15,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Komachi_en05,,1,10,Komachi,0,0,10000,200,15,,0,0,1,NOENTER,50,50,10,,,,,,,,,,,,,,,,,,,,,,,,
Komachi_en05,PRICE,1,1,,36000,3,20000,220,15,POL,0,0,1,ANTIDIST,15,15,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Komachi_en06,,1,4,circle,0,0,10000,200,10,spiral,0,0,1,NOENTER,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,
KTengu_en01,,3,6,rcircle,0,0,3000,150,10,,0,0,1,,10,15,0.35,,,,,,,,,,,,,,,,,,,,,,,,
KTengu_en02,,3,6,rcircle,0,0,3000,150,10,,0,0,1,,10,15,0.35,,,,,,,,,,,,,,,,,,,,,,,,
KTengu_en03,,3,6,rcircle,0,0,3000,150,10,,0,0,1,,10,15,0.35,,,,,,,,,,,,,,,,,,,,,,,,
KTengu_en04,,3,6,rcircle,0,0,3000,150,10,,0,0,1,,10,15,0.35,,,,,,,,,,,,,,,,,,,,,,,,
KTenguA_en01,,2,6,rcircle,0,0,4000,170,15,,0,0,1,,6,24,0.45,,,,,,,,,,,,,,,,,,,,,,,,
KTenguA_en02,,2,6,rcircle,0,0,4000,170,15,,0,0,1,,6,24,0.45,,,,,,,,,,,,,,,,,,,,,,,,
KTenguN_en01,,0,3,circle,0,0,10000,150,10,,0,0,1,PRY+_KTENGUN,0,30,0.5,,,,,,,,,,,,,,,,,,,,,,,,
KTenguN_en02,,0,3,circle,0,0,10000,150,10,,0,0,1,PRY+_KTENGUN,0,30,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Kurumi_en01,,0,2,*trap,0,0,4000,150,10,trap,0,0,1,NOENTER,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Kurumi_en02,,0,2,*trap,0,0,4000,150,10,trap,0,0,1,NOENTER,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
