UnitID,ID,LineID,face,dialog
Star_en,36,4,Sunny1a,맡겨 둬! \n ―! 오랴아─!
Star_en,88,0,Star0a,두 사람 모두、도와줘
Suika,180,0,Suika0a,피할 정도의 것도 아니지만 말야
Suika,181,0,Suika0a,뭐야、무서워하지 않아도 괜찮아
Suika,182,0,Suika0a,너무 지루해 졸려져 버린다
Suika,185,0,Suika0a,그러면 맞아 줄 수 없다
Suika,186,0,Suika0a,맞힌다면、철썩 맞혀 봐
Suika_en,37,0,Suika0a,그러면 맞아 줄 수 없다
Suika_en,103,0,Suika0a,영차!
Suika_en,104,0,Suika0a,그 기개나 좋다!
Sunny,84,0,Sunny1a,리더 동료이기 때문에!
Sunny,85,0,Sunny1a,르나사 선배、돕습니다!
Sunny_en,29,2,Luna1a,S… 슈퍼!
Sunny_en,29,3,Star1a,F… 페어리!
Sunny_en,78,0,Sunny0a,포메이션 어택을 걸어요!
Suwako,156,0,Suwako2a,아야앗!
Suwako,157,0,Suwako0a,나를 노렸던 것이 실수구나!
Suwako,160,0,Suwako0a,혹시、사양하고 있는 거야?
Suwako,161,0,Suwako0a,、맥 빠짐
Suwako_en,29,0,Suwako0a,그런 것은 다발이 되어도 \n 나에게는 이길 수 없어!
Suwako_en,90,0,Suwako0a,버릴 수는 없는 거네
Tenshi,72,0,Tenshi0a,의구、나에 맞추세요!
Tenshi,73,0,Tenshi0a,의구의 기질이 높아지고 있어…?
Tenshi_en,60,0,Tenshi0a,바보취급 하고 있을까?
Tensoku,68,1,Momiji1a,지금입니다、비상천칙!
Tensoku,108,0,Shinki0a,여기는 기분을 귀신으로 햇…!
Tensoku,108,1,Shinki0a,어머니의 신님 판치!
Tewi,84,0,Tewi1a,공주님、둘이서 사람 돈을 벌고 하자!
Tewi,85,0,Tewi1a,공주님、행운을 나누어 준다!
Tewi_en,33,0,Tewi0a,일단、레이센이 상사이고~?
Toyohime,117,0,Toyohime0a,제대로 노렸을까
Toyohime,118,0,Toyohime0a,총알이 피해 가요
Toyohime_en,58,0,Toyohime1a,그런 것일까?
Toyohime_en,100,0,Toyohime0a,그 장소、바뀝시다
Udonge,164,0,Udonge2b,어떻게 하면 좋은가 생각하지 않으면…!
Udonge,165,0,Udonge2a,이대로는、\n 만회를 할 수 없는 것에…!
Udonge,168,0,Udonge2a,파악되고 있다 라고 해!?
Udonge,169,0,Udonge2b,섣부르게 너무 움직였다…!?
Udonge_en,64,0,Udonge0a,손대어지고도 참는 것입니까!
Udonge_en,128,0,Udonge1b,복수시켜 받아요!
UsagiD_en,22,0,UsagiD0a,찧는 것은 거기가 아니야
Usagi_en,20,0,Usagi0a,거북이같이 늦은 녀석!
Utsuho,150,0,Utsuho0a,이런 건、곧바로 반격할 수 있다!
Utsuho,151,0,Utsuho0a,이 정도、만사태평이야!
Utsuho,152,0,Utsuho2a,이런 공격 정도로!
UtsuhoB,101,0,Utsuho2a,나、그만두어―!
UtsuhoB,102,0,Utsuho2a,이런 건、곧바로 반격할 수 있다!
UtsuhoB,103,0,Utsuho2a,이 정도、만사태평이야!
UtsuhoB_en,12,2,Utsuho0a,하이퍼 골드…\n 라그쥬아리후르오트마틱크…
Utsuho_en,44,0,Utsuho0a,늦어요!
Wriggle,47,0,Wriggle0a,나로 받아들여질까나
Wriggle,48,0,Wriggle0a,방치할 수는 없다!
Wriggle,49,0,Wriggle0a,지금중에 몸의 자세를 정돈해!
Wriggle,50,0,Wriggle1a,적이 저쪽에 있었어!
Wriggle_en,47,0,Wriggle0a,원、굉장히 편리하다!
Wriggle_en,109,0,Wriggle0a,내가 보이지 않은 것 같다!
Wriggle_en,110,0,Wriggle0a,벌레들이 가르쳐 준다!
Wriggle_en,172,0,Wriggle2a,10배…\n 아니、2배정도 해 돌려준다!
Yamame,93,0,Yamame0a,설마、너와 페어와는…
Yamame,94,0,Yamame0a,같은 벌레의 요괴라도 분다면、\n 능숙하게 해!
Yamame_en,54,0,Yamame0a,10년 빠르다!
Yorihime,98,0,Yorihime0a,누님、탄막을 맞춥시다
Yorihime,99,0,Yorihime0b,레이센、각오에는 응합시다
Yorihime_en,27,0,Yorihime0a,좀 더 녀석들의 힘을 지켜볼까요
Yorihime_en,74,0,Yorihime0a,신의 힘을 깨달으세요!
Youmu,218,0,Youmu0a,환어음 없으면、이러합니다!
Youmu,219,0,Youmu0a,귀찮은…
Youmu,222,0,Youmu2a,、아직도오!
Youmu,223,0,Youmu2a,쿳! 아직 갈 수 있습니다!
Youmu_en,51,0,Youmu2a,역시 대단합니다、여러분…
Youmu_en,156,0,Youmu1a,잘도 란씨를… 허락하지 않아요!
Youmu_en,249,1,Youmu1a,단명검 『명상참』!
Yugi,181,0,Yugi1a,좋다 、뜨거워져 왔다!
Yugi,182,0,Yugi0a,그러면、나는 멈출 수 없어!
Yugi_en,45,0,Yugi0a,그렇다、그렇지 않으면!
Yuka,218,0,Yuka0a,적당 배우면 어때?
Yuka,219,0,Yuka1a,이런 것이 있다 라는、\n 상상도 하지 않았을까?
Yukachan,183,0,Yuka0a,내가 할 것도 없을까?
Yukachan,184,0,Yuka0a,후후、설마 당신과 짠다고는
Yukari,218,0,Yukari2a,구、놀이가 지났을까
Yukari,219,0,Yukari2a,이 내가 보기 흉한 모습을…
Yukari,222,0,Yukari2a,이 상대、보통 사람은 아니네요
Yukari,223,0,Yukari2a,이 내가 몰리고 있어…?
Yukari_en,40,0,Yukari0a,그렇지 않으면、\n 이쪽도 말해 보람이 없습니다
Yukari_en,166,0,Yukari0a,맞히기 어려운 움직임을 하고 있는 \n 생각도 없지만
Yuka_en,42,0,Yuka0a,뭔가 했을까?
Yuka_en,152,0,Yuka0a,적중도 하지 않다니
Yuka_en,203,2,Yuka0a,꽃… 새…
Yuka_en,203,3,Yuka0a,꽃… 새… 바람…
Yuka_en,203,4,Yuka0a,꽃… 새… 바람… 달…
Yuka_en,203,5,Yuka0a,그것이、당신에게는 보이고 있어…?
Yuka_en,301,0,Yuka0a,다음의 표적은 당신으로 결정했어요
Yumeko,117,0,Yumeko0a,당신의 기백만은 사고 있어요
Yumeko,118,0,Yumeko0a,아니꼽지만、나의 검을 맡겨요
Yumeko_en,42,0,Yumeko0a,눈앞에서、신키님을…!
Yuyuko,177,0,Yuyuko0a,그런 탄막은 통하지 않아요
Yuyuko,178,0,Yuyuko0a,여기서 초조해 되어져서는 안 되네요
Yuyuko,181,0,Yuyuko0a,움직임은 읽을 수 있어도、아슬아슬했지요…
Yuyuko,182,0,Yuyuko0a,뭔가 뒤이기도 할까
Yuyuko_en,21,0,Yuyuko0a,초조해 해서는 안 돼요
Yuyuko_en,96,0,Yuyuko0a,좀 더 노력했으면 좋아요~
Yuyuko_en,155,0,Yuyuko0a,눈을 떠 준다
Zenki,3,0,Zenki0a,……
Zenki_en,2,0,Zenki0a,……
