CharDataID,CharName,Face,ATP,MGR,CRT,DEF,PRY,HIT,SP,気質,Type,SpID1,SpID2,SpID3,SpID4,SpID5,SpID6,L1,L2,L3,L4,L5,L6,SP1,SP2,SP3,SP4,SP5,SP6
HYousei_en03,H요정,HYousei0a,110,136,165,88,147,150,40,ACTIVE,ALL_MGR,HICCHU,SOGEKI,SHUCHU,KAISHIN,TOTSUGEKI,NA,1,10,20,30,40,40,10,10,10,10,10,0
HYousei_en04,H요정,HYousei0a,110,136,165,88,147,150,40,ACTIVE,ALL_MGR,HICCHU,SOGEKI,SHUCHU,KAISHIN,TOTSUGEKI,NA,1,10,20,30,40,40,10,10,10,10,10,0
HYouseiB_en01,H요정B,HYouseiB0a,112,139,171,96,147,153,35,ACTIVE,ALL_MGR,HICCHU,KONJO,SHUCHU,SHINRAI,KAISHIN,NA,1,1,10,10,40,40,10,10,10,10,10,0
HYouseiB_en02,H요정B,HYouseiB0a,112,139,171,96,147,153,35,ACTIVE,ALL_MGR,HICCHU,KONJO,SHUCHU,SHINRAI,KAISHIN,NA,1,1,10,10,40,40,10,10,10,10,10,0
HYouseiB_en03,H요정B,HYouseiB0a,112,139,171,96,147,153,35,ACTIVE,ALL_MGR,HICCHU,KONJO,SHUCHU,SHINRAI,KAISHIN,NA,1,1,10,10,40,40,10,10,10,10,10,0
HYouseiB_en04,H요정B,HYouseiB0a,112,139,171,96,147,153,35,ACTIVE,ALL_MGR,HICCHU,KONJO,SHUCHU,SHINRAI,KAISHIN,NA,1,1,10,10,40,40,10,10,10,10,10,0
Ichirin_en01,이치린,Ichirin0a,139,140,172,100,165,169,40,BRAVE,ATP_DEF,SHINRAI,SHUCHU,HICCHU,DORYOKU,NEKKETSU,YUJO,1,10,18,27,48,48,5,5,10,10,15,20
Ichirin01,이치린,Ichirin0a,139,140,172,100,165,169,40,BRAVE,SP_CRUE,SHINRAI,SHUCHU,HICCHU,DORYOKU,NEKKETSU,YUJO,1,10,18,27,48,100,20,15,20,20,40,40
Ichirin02,이치린,Ichirin0a,139,140,172,100,165,169,40,BRAVE,ATP_DEF,SHINRAI,SHUCHU,HICCHU,DORYOKU,NEKKETSU,YUJO,1,10,18,27,48,100,20,15,20,20,40,40
Ichirin03,이치린,Ichirin0a,139,140,172,100,165,169,40,BRAVE,ATP_DEF,SHINRAI,SHUCHU,HICCHU,DORYOKU,NEKKETSU,YUJO,1,10,18,27,48,1,20,15,20,20,40,40
Ichirin04,이치린,Ichirin0a,139,140,172,100,165,169,40,BRAVE,ATP_DEF,SHINRAI,SHUCHU,HICCHU,DORYOKU,YUJO,NEKKETSU,1,10,18,27,38,48,20,15,20,20,40,40
IchirinN_en01,악몽,IchirinN0a,139,140,172,100,165,169,40,BRAVE,ATP_DEF,SHINRAI,TEPPEKI,HICCHU,DORYOKU,DOKONJO,NEKKETSU,1,10,18,27,48,48,5,5,10,10,15,20
IchirinN_en02,악몽,IchirinN0a,139,140,172,100,165,169,40,BRAVE,ATP_DEF,SHINRAI,TEPPEKI,HICCHU,DORYOKU,DOKONJO,NEKKETSU,1,10,18,27,48,48,5,5,10,10,15,20
IchirinN_en03,악몽,IchirinN0a,139,140,172,100,165,169,40,BRAVE,ATP_DEF,SHINRAI,TEPPEKI,HICCHU,DORYOKU,DOKONJO,NEKKETSU,1,10,18,27,48,48,5,5,10,10,15,20
IchirinN_en04,악몽,IchirinN0a,139,140,172,100,165,169,40,BRAVE,ATP_DEF,SHINRAI,TEPPEKI,HICCHU,DORYOKU,DOKONJO,NEKKETSU,1,10,18,27,48,48,5,5,10,10,15,20
Iku_en01,이쿠,Iku0a,141,135,175,101,160,171,49,ACTIVE,ATP_DEF,TEISATSU,HICCHU,KASOKU,HIRAMEKI,JYUNNO,CHOKUGEKI,1,8,15,22,29,35,15,20,15,15,30,20
Iku_en02,이쿠,Iku0a,141,135,175,101,160,171,49,ACTIVE,ATP_DEF,TEISATSU,HICCHU,KASOKU,HIRAMEKI,JYUNNO,CHOKUGEKI,1,8,15,22,29,35,15,20,15,15,30,20
Iku_en03,이쿠,Iku0a,141,135,175,101,160,171,49,ACTIVE,ATP_DEF,TEISATSU,HICCHU,KASOKU,HIRAMEKI,JYUNNO,CHOKUGEKI,1,8,15,22,29,35,15,20,15,15,30,20
Iku01,이쿠,Iku0a,141,135,175,101,160,171,49,COOL,ATP_DEF,TEISATSU,HICCHU,KASOKU,HIRAMEKI,JYUNNO,CHOKUGEKI,1,8,15,22,29,35,15,20,15,15,30,20
InsectA_en01,벌레,InsectA0a,110,50,150,75,130,150,50,ACTIVE,ATP_PRY,KASOKU,NA,NA,NA,NA,NA,1,1,1,1,1,1,10,0,0,0,0,0
InsectA2_en01,포이즌비,InsectA20a,125,50,155,75,145,155,50,ACTIVE,ATP_PRY,KASOKU,SHUCHU,KAISHIN,NEKKETSU,NA,NA,1,1,1,1,1,1,5,10,10,10,0,0
InsectA2_en02,포이즌비,InsectA20a,125,50,155,75,145,155,50,ACTIVE,ATP_PRY,KASOKU,SHUCHU,KAISHIN,NEKKETSU,NA,NA,1,1,1,1,1,1,5,10,10,10,0,0
InsectB_en01,뱀잠자리,InsectB0a,108,50,150,80,133,150,50,ACTIVE,ATP_PRY,KASOKU,NA,NA,NA,NA,NA,1,1,1,1,1,1,10,0,0,0,0,0
InsectC_en01,마계충,InsectC0a,135,55,162,95,157,150,55,ACTIVE,ATP_PRY,KASOKU,SHUCHU,KAISHIN,TEPPEKI,NA,NA,1,1,1,1,1,1,5,10,10,10,0,0
InsectC_en02,마계충,InsectC0a,135,55,162,95,157,150,55,ACTIVE,ATP_PRY,KASOKU,SHUCHU,KAISHIN,TEPPEKI,NA,NA,1,1,1,1,1,1,5,10,10,10,0,0
InsectCN_en01,악몽,InsectCN0a,135,55,162,95,157,150,55,ACTIVE,ATP_PRY,KASOKU,SHUCHU,KAISHIN,TEPPEKI,NA,NA,1,1,1,1,1,1,5,10,10,10,0,0
InsectCN_en02,악몽,InsectCN0a,135,55,162,95,157,150,55,ACTIVE,ATP_PRY,KASOKU,SHUCHU,KAISHIN,TEPPEKI,NA,NA,1,1,1,1,1,1,5,10,10,10,0,0
JKarasu_en01,지옥까마귀,JKarasu0a,140,110,159,93,135,140,45,ACTIVE,ATP_PRY,KONJO,KASOKU,TEPPEKI,NA,NA,NA,1,1,1,1,1,1,20,15,35,0,0,0
Kaguya_en01,카구야,Kaguya0a,118,140,182,90,145,180,52,BOSS,MGR_DEF,TEPPEKI,HICCHU,SHINRAI,GEKIREI,GEKITO,SAIDO,1,1,16,35,52,65,15,10,10,10,15,20
Kaguya_en02,카구야,Kaguya0a,118,140,182,90,145,180,52,BOSS,MGR_DEF,TEPPEKI,HICCHU,SHINRAI,GEKIREI,GEKITO,SAIDO,1,1,16,35,52,65,15,10,10,10,15,20
Kaguya01,카구야,Kaguya0a,118,140,182,90,145,180,52,BOSS,MGR_DEF,TEPPEKI,HICCHU,OEN,GEKIREI,GEKITO,SAIDO,1,1,16,35,52,65,25,20,30,50,55,100
KaguyaN_en01,악몽,KaguyaN0a,118,140,182,90,145,180,52,BRAVE,MGR_DEF,TEPPEKI,HICCHU,SHINRAI,GEKIREI,GEKITO,SAIDO,1,1,16,35,52,65,15,10,10,10,15,20
KaguyaN_en02,악몽,KaguyaN0a,118,140,182,90,145,180,52,BRAVE,MGR_DEF,TEPPEKI,HICCHU,SHINRAI,GEKIREI,GEKITO,SAIDO,1,1,16,35,52,65,15,10,10,10,15,20
KaguyaN_en03,악몽,KaguyaN0a,118,140,182,90,145,180,52,BRAVE,MGR_DEF,TEPPEKI,HICCHU,SHINRAI,GEKIREI,GEKITO,SAIDO,1,1,16,35,52,65,15,10,10,10,15,20
Kanako_en01,카나코,Kanako0a,140,150,184,107,119,179,50,BOSS,MGR_DEF,HICCHU,SOGEKI,TEPPEKI,FUKUTSU,NEKKETSU,NEKKETSU,1,10,18,24,34,42,10,10,10,10,10,45
Kanako_en02,카나코,Kanako0a,140,150,184,107,119,179,50,BOSS,MGR_DEF,HICCHU,SOGEKI,TEPPEKI,FUKUTSU,NEKKETSU,NEKKETSU,1,10,18,24,34,42,10,10,10,10,10,45
Kanako01,카나코,Kanako0a,140,150,184,107,119,179,50,BRAVE,MGR_DEF,HICCHU,CHOKUGEKI,KIAI,SOGEKI,FUKUTSU,NEKKETSU,1,10,18,24,34,46,20,20,30,20,15,45
KanakoN_en01,악몽,KanakoN0a,140,150,184,107,119,179,50,BRAVE,MGR_DEF,HICCHU,CHOKUGEKI,KIAI,SOGEKI,FUKUTSU,NEKKETSU,1,10,18,24,34,46,10,15,10,10,10,10
KanakoN_en02,악몽,KanakoN0a,140,150,184,107,119,179,50,BRAVE,MGR_DEF,HICCHU,CHOKUGEKI,KIAI,SOGEKI,FUKUTSU,NEKKETSU,1,10,18,24,34,46,10,15,10,10,10,10
KanakoN_en03,악몽,KanakoN0a,140,150,184,107,119,179,50,BRAVE,MGR_DEF,HICCHU,CHOKUGEKI,KIAI,SOGEKI,FUKUTSU,NEKKETSU,1,10,18,24,34,46,10,15,10,10,10,10
KanakoN_en04,악몽,KanakoN0a,140,150,184,107,119,179,50,BRAVE,MGR_DEF,HICCHU,CHOKUGEKI,KIAI,SOGEKI,FUKUTSU,NEKKETSU,1,10,18,24,34,46,10,15,10,10,10,10
Kaname_en01,요석,Kaname0a,139,100,160,105,100,160,55,ACTIVE,ATP_DEF,TEPPEKI,DOKONJO,HICCHU,CHOKUGEKI,NA,NA,1,1,1,1,1,1,15,20,10,10,0,0
Kaname_en02,요석,Kaname0a,139,100,160,105,100,160,55,ACTIVE,ATP_DEF,TEPPEKI,DOKONJO,HICCHU,CHOKUGEKI,NA,NA,1,1,1,1,1,1,15,20,10,10,0,0
Kappa_en01,캇파,Kappa0a,128,130,174,95,140,159,60,ACTIVE,MGR_DEF,TEISATSU,HIRAMEKI,SOGEKI,HICCHU,TEPPEKI,YUJO,1,8,16,20,40,40,15,15,15,15,20,30
KappaC_en01,캇파C,KappaC0a,123,132,174,95,145,162,60,ACTIVE,ALL_MGR,SHUCHU,TEPPEKI,FUKUTSU,KOUN,SHINRAI,HOKYU,1,8,16,20,40,40,10,15,15,40,15,30
KappaN_en01,악몽,KappaN0a,120,138,175,97,128,172,60,ACTIVE,MGR_DEF,TEISATSU,HIRAMEKI,SOGEKI,HICCHU,TEPPEKI,YUJO,1,8,16,20,40,40,15,15,15,15,15,20
KappaS_en01,캇파S,KappaS0a,120,138,175,97,128,172,60,ACTIVE,MGR_DEF,TEISATSU,HIRAMEKI,SOGEKI,HICCHU,TEPPEKI,YUJO,1,8,16,20,40,40,15,15,15,15,15,20
Karasu_en01,요괴까마귀,Karasu0a,133,110,155,90,132,133,45,ACTIVE,ATP_PRY,KONJO,KASOKU,TEPPEKI,NA,NA,NA,1,8,17,17,17,17,20,15,35,0,0,0
Karasu_en02,요괴까마귀,Karasu0a,133,110,155,90,132,133,45,ACTIVE,ATP_PRY,KONJO,KASOKU,TEPPEKI,NA,NA,NA,1,8,17,17,17,17,20,15,35,0,0,0
Kedama_en01,털구슬,Kedama0a,132,120,153,94,125,133,40,ACTIVE,ATP_PRY,KONJO,HICCHU,TEPPEKI,NA,NA,NA,1,10,20,20,20,20,10,20,30,0,0,0
KedamaB_en01,검은털구슬,KedamaB0a,132,120,153,94,125,133,40,ACTIVE,ATP_PRY,DOKONJO,SHUCHU,NA,NA,NA,NA,1,1,1,1,1,1,25,20,0,0,0,0
KedamaN_en01,밤털구슬,KedamaN0a,112,130,164,97,140,133,80,ACTIVE,MGR_DEF,KONJO,KAISHIN,CHOKUGEKI,NA,NA,NA,1,1,1,1,1,1,25,20,30,0,0,0
Keine_en01,케이네,Keine0a,142,121,178,109,120,170,48,ACTIVE,ATP_DEF,SHINRAI,HICCHU,TEPPEKI,GEKIREI,NEKKETSU,AI,1,1,17,27,45,67,15,10,20,20,20,80
Keine01,케이네,Keine0a,142,121,178,109,120,170,48,ACTIVE,ATP_DEF,SHINRAI,HICCHU,TEPPEKI,GEKIREI,NEKKETSU,AI,1,1,17,27,45,67,20,20,20,50,45,80
Keine02,케이네,Keine0a,142,121,178,109,120,170,48,ACTIVE,ATP_DEF,SHINRAI,HICCHU,TEPPEKI,GEKIREI,NEKKETSU,AI,1,1,17,27,45,67,20,20,20,50,45,80
Keine03,케이네,Keine0a,142,121,178,109,120,170,48,ACTIVE,ATP_DEF,SHINRAI,HICCHU,TEPPEKI,GEKIREI,NEKKETSU,AI,1,1,17,27,45,67,20,20,20,50,45,80
KeineH_en01,케이네,KeineH0a,142,121,178,109,120,170,48,BRAVE,ATP_DEF,SHINRAI,HICCHU,TEPPEKI,DOKONJO,NEKKETSU,GEKIDO,1,1,17,27,45,60,15,10,20,25,20,20
KeineH01,케이네,KeineH0a,142,121,178,109,120,170,48,BRAVE,ATP_DEF,SHINRAI,HICCHU,TEPPEKI,DOKONJO,NEKKETSU,GEKIDO,1,1,17,27,45,60,20,20,25,30,45,70
KeineH02,케이네,KeineH0a,142,121,178,109,120,170,48,BRAVE,ATP_DEF,SHINRAI,HICCHU,TEPPEKI,DOKONJO,NEKKETSU,GEKIDO,1,1,17,27,45,60,20,20,25,30,45,70
Kekkai_en01,결계의 핵심,Kekkai0a,132,115,157,97,120,141,60,ACTIVE,ATP_DEF,KONJO,SHUCHU,NEKKETSU,JIBAKU,NA,NA,1,1,1,1,1,1,10,10,15,5,0,0
Kekkai_en02,결계의 핵심,Kekkai0a,132,115,157,97,120,141,60,ACTIVE,ATP_DEF,KONJO,SHUCHU,NEKKETSU,JIBAKU,HICCHU,NA,1,1,1,1,1,1,10,10,15,5,0,0
Kisume_en01,키스메,Kisume0a,136,134,161,102,150,164,49,ACTIVE,ATP_DEF,TEPPEKI,FUKUTSU,SHUCHU,KANNOU,TOTSUGEKI,KISHU,1,12,20,27,38,45,10,15,10,10,15,30
Kisume_en02,키스메,Kisume0a,136,134,161,102,150,164,49,ACTIVE,ATP_DEF,TEPPEKI,FUKUTSU,SHUCHU,KANNOU,TOTSUGEKI,KISHU,1,12,20,27,38,45,10,15,10,10,15,30
Kisume_en03,키스메,Kisume0a,136,134,161,102,150,164,49,ACTIVE,ATP_DEF,TEPPEKI,FUKUTSU,SHUCHU,KANNOU,TOTSUGEKI,KISHU,1,12,20,27,38,45,10,15,10,10,15,30
Kisume_en04,키스메,Kisume0a,136,134,161,102,150,164,49,ACTIVE,ATP_DEF,TEPPEKI,FUKUTSU,SHUCHU,KANNOU,TOTSUGEKI,KISHU,1,12,20,27,38,45,10,15,10,10,15,30
KisumeN_en01,악몽,KisumeN0a,136,134,161,102,150,164,49,BRAVE,ATP_DEF,TEPPEKI,FUKUTSU,SHUCHU,KANNOU,TOTSUGEKI,KISHU,1,1,1,1,1,1,10,15,10,10,15,30
Kisume01,키스메,Kisume0a,136,134,161,102,150,164,49,CAREFUL,ATP_DEF,TEPPEKI,FUKUTSU,OEN,KANNOU,TOTSUGEKI,KISHU,1,12,20,27,38,45,20,15,30,30,25,60
KKedama_en01,강털구슬,KKedama0a,134,130,166,96,117,140,62,BRAVE,ATP_PRY,DOKONJO,SHUCHU,NEKKETSU,NA,NA,NA,1,10,20,20,20,20,20,15,20,0,0,0
Koakuma_en01,소악마,Koakuma0a,125,138,167,93,163,167,46,ACTIVE,MGR_PRY,KENSHIN,DORYOKU,SHUCHU,HIRAMEKI,GEKIREI,HOKYU,1,5,13,24,42,58,25,20,15,15,50,65
Koakuma01,소악마,Koakuma0a,125,138,167,93,163,167,46,ACTIVE,MGR_PRY,KENSHIN,DORYOKU,SHUCHU,HIRAMEKI,GEKIREI,HOKYU,1,5,13,24,42,58,25,20,15,15,50,65
Kogasa_en01,코가사,Kogasa0a,137,123,151,97,160,167,50,ACTIVE,ATP_PRY,SHUCHU,TEPPEKI,HICCHU,KASOKU,CHOHATSU,KISHU,1,9,17,22,38,45,10,10,10,10,10,10
Kogasa_en02,코가사,Kogasa0a,137,123,151,97,160,167,50,ACTIVE,ATP_PRY,SHUCHU,TEPPEKI,HICCHU,KASOKU,CHOHATSU,KISHU,1,9,17,22,38,45,10,10,10,10,10,10
Kogasa_en03,코가사,Kogasa0a,137,123,151,97,160,167,50,ACTIVE,ATP_PRY,SHUCHU,TEPPEKI,HICCHU,KASOKU,CHOHATSU,KISHU,1,9,17,22,38,45,10,10,10,10,10,10
Kogasa01,코가사,Kogasa0a,137,123,151,97,160,167,50,OPT,ATP_PRY,SHUCHU,TEPPEKI,HICCHU,KASOKU,CHOHATSU,KISHU,1,9,17,22,38,45,15,20,20,20,25,60
Koishi_en01,코이시,Koishi0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KAKUREMI,DATSURYOKU,KISHU,KAKURAN,KIZUNA,1,18,34,45,60,100,10,15,10,20,20,80
Koishi_en02,코이시,Koishi0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KAKUREMI,DATSURYOKU,KISHU,KAKURAN,KIZUNA,1,18,34,45,60,100,10,15,10,20,20,80
Koishi_en03,코이시,Koishi0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KAKUREMI,DATSURYOKU,KISHU,KAKURAN,KIZUNA,1,18,34,45,60,100,10,15,10,20,20,80
Koishi_en04,코이시,Koishi0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KAKUREMI,DATSURYOKU,KISHU,KAKURAN,KIZUNA,1,18,34,45,60,100,10,15,10,20,20,80
Koishi_en05,코이시,Koishi0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KAKUREMI,DATSURYOKU,KISHU,KAKURAN,KIZUNA,1,18,34,45,60,100,10,15,10,20,20,80
Koishi_en06,코이시,Koishi0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KAKUREMI,DATSURYOKU,KISHU,KAKURAN,KIZUNA,1,18,34,45,60,100,10,15,10,20,20,80
Koishi_en07,코이시,Koishi0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KAKUREMI,DATSURYOKU,KISHU,KAKURAN,KIZUNA,1,18,34,45,60,100,10,15,10,20,20,80
Koishi_en08,코이시,Koishi0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KAKUREMI,DATSURYOKU,KISHU,KAKURAN,KIZUNA,1,18,34,45,60,100,10,15,10,20,20,80
Koishi01,코이시,Koishi0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KAKUREMI,DATSURYOKU,KISHU,KAKURAN,KIZUNA,1,18,34,45,60,100,20,35,40,50,70,70
Koishi02,코이시,Koishi0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KAKUREMI,DATSURYOKU,KISHU,KAKURAN,KIZUNA,1,18,34,45,60,1,20,35,40,50,70,70
KoishiN_en01,악몽,KoishiN0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KISHU,KAKUREMI,CHOKUGEKI,DATSURYOKU,KAKURAN,1,10,18,25,34,60,10,20,15,10,10,20
KoishiN_en02,악몽,KoishiN0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KISHU,KAKUREMI,CHOKUGEKI,DATSURYOKU,KAKURAN,1,10,18,25,34,60,10,20,15,10,10,20
KoishiN_en03,악몽,KoishiN0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KISHU,KAKUREMI,CHOKUGEKI,DATSURYOKU,KAKURAN,1,10,18,25,34,60,10,20,15,10,10,20
KoishiN_en04,악몽,KoishiN0a,137,137,172,89,174,176,40,UNKNOWN,ALL_MGR,CHOKKAN,KISHU,KAKUREMI,CHOKUGEKI,DATSURYOKU,KAKURAN,1,10,18,25,34,60,10,20,15,10,10,20
Komachi_en01,코마치,Komachi0a,135,134,174,101,130,169,48,ACTIVE,ALL_ATP,HICCHU,CHOKUGEKI,SHINRAI,TEPPEKI,DATSURYOKU,KAISHIN,1,8,15,23,39,50,10,15,5,15,10,10
Komachi_en02,코마치,Komachi0a,135,134,174,101,130,169,48,ACTIVE,ALL_ATP,HICCHU,CHOKUGEKI,SHINRAI,TEPPEKI,DATSURYOKU,KAISHIN,1,8,15,23,39,50,10,15,5,15,10,10
Komachi_en03,코마치,Komachi0a,135,134,174,101,130,169,48,ACTIVE,ALL_ATP,HICCHU,CHOKUGEKI,SHINRAI,TEPPEKI,DATSURYOKU,KAISHIN,1,8,15,23,39,50,10,15,5,15,10,10
Komachi01,코마치,Komachi0a,135,134,174,101,130,169,48,OPT,ALL_ATP,HICCHU,CHOKUGEKI,SHINRAI,TEPPEKI,DATSURYOKU,KAISHIN,1,8,15,23,39,50,20,20,25,20,40,30
Komachi02,코마치,Komachi0a,135,134,174,101,130,169,48,OPT,ALL_ATP,HICCHU,CHOKUGEKI,SHINRAI,TEPPEKI,DATSURYOKU,KAISHIN,1,8,15,23,39,50,20,20,25,20,40,30
Komachi03,코마치,Komachi0a,135,134,174,101,130,169,48,OPT,ALL_ATP,HICCHU,CHOKUGEKI,SHINRAI,TEPPEKI,DATSURYOKU,KAISHIN,1,8,15,23,39,50,20,20,25,20,40,30
Komachi04,사신,Komachi0a,135,134,174,101,130,169,48,OPT,ALL_ATP,HICCHU,CHOKUGEKI,SHINRAI,TEPPEKI,DATSURYOKU,KAISHIN,1,8,15,23,39,50,20,20,25,20,40,30
Korin01,린노스케,Korin0a,130,135,174,101,143,168,50,COOL,MGR_DEF,HICCHU,KASOKU,TEPPEKI,TEKAGEN,SOGEKI,NEKKETSU,1,9,17,27,35,48,20,15,25,10,20,40
Korin02,린노스케,Korin0a,130,135,174,101,143,168,50,COOL,SP_CRUE,HICCHU,KASOKU,TEPPEKI,TEKAGEN,SOGEKI,NEKKETSU,1,9,17,27,35,48,20,15,25,10,20,40
Kosuzu01,코스즈,Kosuzu0a,82,98,150,76,161,156,25,OPT,SP_CRUE,DOKONJO,SHUKUFUKU,CHOKKAN,OEN,GEKIREI,TOTSUGEKI,1,10,25,35,51,60,30,50,25,30,50,30
KTengu_en01,카라스텐구,KTengu0a,125,133,175,86,162,160,40,ACTIVE,MGR_PRY,TEISATSU,KASOKU,CHOKUGEKI,HIRAMEKI,HICCHU,NEKKETSU,1,10,16,20,40,40,15,5,15,15,15,30
KTengu_en02,카라스텐구,KTengu0a,125,133,175,86,162,160,40,ACTIVE,MGR_PRY,TEISATSU,KASOKU,CHOKUGEKI,HIRAMEKI,HICCHU,NEKKETSU,1,10,16,20,40,40,15,5,15,15,15,30
KTenguA_en01,카라스텐구A,KTenguA0a,132,132,177,84,164,163,36,BRAVE,MGR_PRY,TEISATSU,KOUN,HICCHU,HIRAMEKI,CHOKUGEKI,NEKKETSU,1,10,16,20,40,40,15,15,15,15,15,30
KTenguA_en02,카라스텐구A,KTenguA0a,132,132,177,84,164,163,36,BRAVE,MGR_PRY,TEISATSU,KOUN,HICCHU,HIRAMEKI,CHOKUGEKI,NEKKETSU,1,10,16,20,40,40,15,15,15,15,15,30
KTenguN_en01,악몽,KTenguN0a,125,133,175,86,162,160,40,ACTIVE,MGR_PRY,TEISATSU,KASOKU,CHOKUGEKI,HIRAMEKI,HICCHU,NEKKETSU,1,10,16,20,40,40,15,5,15,15,15,30
KTenguN_en02,악몽,KTenguN0a,125,133,175,86,162,160,40,ACTIVE,MGR_PRY,TEISATSU,KASOKU,CHOKUGEKI,HIRAMEKI,HICCHU,NEKKETSU,1,10,16,20,40,40,15,5,15,15,15,30
Kurumi_en01,쿠루미,Kurumi0a,120,134,158,91,163,164,44,OPT,MGR_PRY,KOUN,CHOKKAN,SHINRAI,OEN,KASOKU,KITAI,1,1,8,15,23,65,40,25,20,30,15,20
Kurumi01,쿠루미,Kurumi0a,120,134,158,91,163,164,44,OPT,MGR_PRY,KOUN,CHOKKAN,SHINRAI,OEN,KASOKU,KITAI,1,1,8,15,23,65,40,25,20,30,15,80
Layla_en01,레이라,Layla0a,132,139,167,88,172,166,42,PASSIVE,MGR_PRY,OEN,NA,NA,NA,NA,NA,1,1,1,1,1,1,5,0,0,0,0,0
Letty_en01,레티,Letty0a,135,139,174,102,161,171,50,ACTIVE,ALL_MGR,SHUCHU,TEPPEKI,HICCHU,HIRAMEKI,CHOKUGEKI,KAISHIN,1,10,18,25,32,37,15,25,20,15,20,30
Letty01,레티,Letty0a,135,139,174,102,161,171,50,COOL,ALL_MGR,SHUCHU,TEPPEKI,HICCHU,HIRAMEKI,CHOKUGEKI,KAISHIN,1,10,18,25,32,37,15,25,20,15,20,30
Letty02,레티,Letty0a,135,139,174,102,161,171,50,COOL,ALL_MGR,SHUCHU,TEPPEKI,HICCHU,HIRAMEKI,CHOKUGEKI,KAISHIN,1,10,18,25,32,37,15,25,20,15,20,30
LilyB01,릴리B,LilyB0a,115,128,161,93,162,161,48,CAREFUL,SP_PRY,DATSURYOKU,CHOKKAN,TEPPEKI,KASOKU,CHOKUGEKI,KISHU,1,10,16,23,31,55,45,25,20,20,20,60
LilyB02,릴리B,LilyB0a,115,128,161,93,162,161,48,CAREFUL,SP_PRY,DATSURYOKU,CHOKKAN,TEPPEKI,KASOKU,CHOKUGEKI,KISHU,1,10,16,23,31,55,45,25,20,20,20,60
LilyW_en01,릴리W,LilyW0a,115,128,161,93,162,161,48,CAREFUL,SP_PRY,SHUKUFUKU,CHOKKAN,SHINRAI,KASOKU,OEN,INORI,1,10,16,23,31,55,15,10,5,10,10,10
LilyW01,릴리W,LilyW00a,115,128,161,93,162,161,48,PASSIVE,SP_PRY,SHUKUFUKU,CHOKKAN,SHINRAI,KASOKU,OEN,INORI,1,10,100,100,100,100,45,25,25,20,30,40
LilyW02,릴리W,LilyW0a,115,128,161,93,162,161,48,CAREFUL,SP_PRY,SHUKUFUKU,CHOKKAN,SHINRAI,KASOKU,OEN,INORI,1,10,16,23,31,55,45,25,25,20,30,40
LilyW03,릴리W,LilyW0a,115,128,161,93,162,161,48,CAREFUL,SP_PRY,SHUKUFUKU,CHOKKAN,SHINRAI,KASOKU,OEN,INORI,1,10,16,23,31,55,45,25,25,20,30,40
LilyW04,릴리W,LilyW0a,115,128,161,93,162,161,48,CAREFUL,SP_PRY,SHUKUFUKU,CHOKKAN,SHINRAI,KASOKU,OEN,INORI,1,10,16,23,31,55,45,25,25,20,30,40
Luna_en01,루나,Luna0a,121,132,156,93,158,169,52,CAREFUL,ALL_MGR,SHUCHU,TEPPEKI,HICCHU,DORYOKU,KIAI,KASOKU,1,8,15,23,31,40,15,25,20,25,30,20
Luna01,루나,Luna0a,121,132,156,93,158,169,52,CAREFUL,ALL_MGR,SHUCHU,TEPPEKI,HICCHU,DORYOKU,KIAI,KASOKU,1,8,15,23,31,40,15,25,20,25,30,20
Lunasa_en01,루나사,Lunasa0a,134,142,189,92,165,172,46,ACTIVE,MGR_PRY,DATSURYOKU,SHUCHU,DORYOKU,SHINRAI,CHOKKAN,RENGEKI,1,1,8,19,28,60,30,15,20,20,25,50
Lunasa01,루나사,Lunasa0a,134,142,189,92,165,172,46,COOL,MGR_PRY,DATSURYOKU,CHOKKAN,DORYOKU,FUKUTSU,CHOKUGEKI,RENGEKI,1,5,11,20,28,60,35,25,20,20,20,50
Lyrica_en01,리리카,Lyrica0a,132,139,167,88,172,166,42,CLEVER,MGR_PRY,OEN,HIRAMEKI,SHINRAI,SHUCHU,KOUN,KITAI,1,8,13,22,30,70,5,10,5,5,10,80
Lyrica01,리리카,Lyrica0a,132,139,167,88,172,166,42,CLEVER,MGR_PRY,OEN,HIRAMEKI,SHINRAI,SHUCHU,KOUN,KITAI,1,8,13,22,30,70,25,15,25,15,40,80
